path,category,bytes
backend/src/controllers/hrController.js,backend_runtime,4118
backend/src/controllers/nervousSystemController.js,backend_runtime,16435
backend/src/controllers/nutrientValueSalesController.js,backend_runtime,8377
backend/src/controllers/paymentGatewayController.js,backend_runtime,1771
backend/src/controllers/platformTelemetryController.js,backend_runtime,1252
backend/src/controllers/productMediaAIController.js,backend_runtime,2685
backend/src/controllers/transactionController.js,backend_runtime,1840
backend/src/controllers/walletController.js,backend_runtime,1692
backend/src/controllers/wearableIntegrationController.js,backend_runtime,3125
backend/src/core/ai/aiAuditLogger.js,backend_runtime,9054
backend/src/core/ai/aiConfidenceEngine.js,backend_runtime,5488
backend/src/core/ai/aiCostController.js,backend_runtime,4178
backend/src/core/ai/aiEngineRegistry.js,backend_runtime,7475
backend/src/core/ai/aiGuardrails.js,backend_runtime,6666
backend/src/core/ai/aiOrchestratorCore.js,backend_runtime,12878
backend/src/core/ai/aiProviderAdapters.js,backend_runtime,2252
backend/src/core/ai/AI_MODULE_REGISTRY.json,backend_runtime,1003
backend/src/core/ai/index.js,backend_runtime,2338
backend/src/core/aiOrchestrator.js,backend_runtime,44752
backend/src/core/apiDocumentation.js,backend_runtime,3826
backend/src/core/businessCell.js,backend_runtime,16991
backend/src/core/cache.js,backend_runtime,3036
backend/src/core/claudeAICoordinator.js,backend_runtime,13711
backend/src/core/claudeAIIntegration.js,backend_runtime,18972
backend/src/core/completeSystemRegistry.js,backend_runtime,7336
backend/src/core/configRegistry.js,backend_runtime,14832
backend/src/core/decisionEngine.js,backend_runtime,14932
backend/src/core/disruptionRoutingAgent.js,backend_runtime,12889
backend/src/core/dynamicRouteLoader.js,backend_runtime,16693
backend/src/core/dynamicServiceLoader.js,backend_runtime,14574
backend/src/core/effectors.js,backend_runtime,10548
backend/src/core/enhancedServiceFramework.js,backend_runtime,10120
backend/src/core/erpAgents.js,backend_runtime,47482
backend/src/core/errorHandler.js,backend_runtime,2763
backend/src/core/fileConnectivityAudit.js,backend_runtime,10685
backend/src/core/index.js,backend_runtime,1656
backend/src/core/mcda.js,backend_runtime,8319
backend/src/core/moduleAutoLoader.js,backend_runtime,4190
backend/src/core/moduleContract.js,backend_runtime,1525
backend/src/core/moduleProductionContract.js,backend_runtime,1894
backend/src/core/moduleRegistry.js,backend_runtime,14751
backend/src/core/moduleSystemFactory.js,backend_runtime,4971
backend/src/core/monitoring.js,backend_runtime,4221
backend/src/core/nervousSystem.js,backend_runtime,31784
backend/src/core/outcomeResolver.js,backend_runtime,11863
backend/src/core/outcomeSink.js,backend_runtime,7466
backend/src/core/productionService.js,backend_runtime,5816
backend/src/core/reflexEngine.js,backend_runtime,12527
backend/src/core/serviceAuditAndEnhancement.js,backend_runtime,10392
backend/src/core/serviceLocator.js,backend_runtime,7428
backend/src/core/signalBus.js,backend_runtime,8835
backend/src/core/validation.js,backend_runtime,4237
backend/src/core/withTransaction.js,backend_runtime,4014
backend/src/database/advanced_pool.js,backend_database,13739
backend/src/database/ai_copilot_schema.sql,backend_database,7529
backend/src/database/ar_vr_schema.sql,backend_database,6322
backend/src/database/auth_store.json,backend_database,5956
backend/src/database/biodiversity_schema.sql,backend_database,10589
backend/src/database/blockchain_traceability_schema.sql,backend_database,8528
backend/src/database/cache/redis_cache.js,backend_database,11493
backend/src/database/connection.js,backend_database,7651
backend/src/database/consumer_health_schema.sql,backend_database,9202
backend/src/database/conversational_ai_schema.sql,backend_database,9541
backend/src/database/database_enhancements.js,backend_database,15874
backend/src/database/dbConnection.js,backend_database,4286
backend/src/database/digital_product_passport_schema.sql,backend_database,12775
backend/src/database/engineering_schema.sql,backend_database,44002
backend/src/database/execute-migrations.js,backend_database,6311
backend/src/database/executeMigrationsComplete.js,backend_database,7080
backend/src/database/food_intelligence_schema.sql,backend_database,10263
backend/src/database/food_safety_schema.sql,backend_database,11204
backend/src/database/form_management_schema.sql,backend_database,686
backend/src/database/form_store.json,backend_database,1612
backend/src/database/gi_intelligence_schema.sql,backend_database,12356
backend/src/database/gst_schema.sql,backend_database,12233
backend/src/database/indexes/comprehensive_indexes.sql,backend_database,14334
backend/src/database/indigenous_knowledge_schema.sql,backend_database,9830
backend/src/database/initializeDB.js,backend_database,6358
backend/src/database/institutional_procurement_schema.sql,backend_database,11119
backend/src/database/iot_integration_schema.sql,backend_database,7605
backend/src/database/knowledge_graph_schema.sql,backend_database,6672
backend/src/database/laboratory_erp_schema.sql,backend_database,12271
backend/src/database/logistics_enhancement_schema.sql,backend_database,14827
backend/src/database/migrate.js,backend_database,3339
backend/src/database/migrations/000_base_schema.sql,backend_database,47470
backend/src/database/migrations/001_skeleton_complete_schema.sql,backend_database,22471
backend/src/database/migrations/009_marketplace_enhancements.sql,backend_database,8633
backend/src/database/migrations/010_insurance_enhancements.sql,backend_database,8857
backend/src/database/migrations/011_farmer_portal_enhancements.sql,backend_database,7494
backend/src/database/migrations/012_governance_module.sql,backend_database,8013
backend/src/database/migrations/014_audit_system.sql,backend_database,5792
backend/src/database/migrations/014_custody_chain_events.sql,backend_database,6248
backend/src/database/migrations/014_horticulture_module.sql,backend_database,9527
backend/src/database/migrations/014_platform_foundation_modules.sql,backend_database,14054
backend/src/database/migrations/015_advanced_features.sql,backend_database,9385
backend/src/database/migrations/015_authorization_service.sql,backend_database,10177
backend/src/database/migrations/016_advanced_ponds_iot.sql,backend_database,9941
backend/src/database/migrations/016_ai_copilot_schema.sql,backend_database,8635
backend/src/database/migrations/017_ar_vr_schema.sql,backend_database,8490
backend/src/database/migrations/018_biodiversity_schema.sql,backend_database,11770
backend/src/database/migrations/019_blockchain_traceability_schema.sql,backend_database,9901
backend/src/database/migrations/020_consumer_health_schema.sql,backend_database,10009
backend/src/database/migrations/021_conversational_ai_schema.sql,backend_database,10917
backend/src/database/migrations/022_digital_product_passport_schema.sql,backend_database,14282
backend/src/database/migrations/023_engineering_schema.sql,backend_database,51053
backend/src/database/migrations/024_food_intelligence_schema.sql,backend_database,11049
backend/src/database/migrations/025_food_safety_schema.sql,backend_database,12483
backend/src/database/migrations/026_form_management_schema.sql,backend_database,686
backend/src/database/migrations/027_gi_intelligence_schema.sql,backend_database,13182
backend/src/database/migrations/028_gst_schema.sql,backend_database,13263
backend/src/database/migrations/029_indigenous_knowledge_schema.sql,backend_database,11029
backend/src/database/migrations/030_institutional_procurement_schema.sql,backend_database,14738
backend/src/database/migrations/031_iot_integration_schema.sql,backend_database,9594
backend/src/database/migrations/032_knowledge_graph_schema.sql,backend_database,7339
backend/src/database/migrations/033_laboratory_erp_schema.sql,backend_database,12980
backend/src/database/migrations/034_logistics_enhancement_schema.sql,backend_database,19893
backend/src/database/migrations/035_multilingual_schema.sql,backend_database,13894
backend/src/database/migrations/036_nutrition_intelligence_schema.sql,backend_database,14355
backend/src/database/migrations/037_omnichannel_ai_schema.sql,backend_database,14615
backend/src/database/migrations/038_organic_traceability_schema.sql,backend_database,18840
backend/src/database/migrations/039_predictive_analytics_schema.sql,backend_database,10730
backend/src/database/migrations/040_recipe_intelligence_schema.sql,backend_database,10787
backend/src/database/migrations/041_rural_life_os_schema.sql,backend_database,50046
backend/src/database/migrations/042_rural_procurement_logistics_mobility_schema.sql,backend_database,33543
backend/src/database/migrations/043_shelf_life_schema.sql,backend_database,9303
backend/src/database/migrations/044_value_commerce_schema.sql,backend_database,10545
backend/src/database/migrations/045_voice_ai_schema.sql,backend_database,8525
backend/src/database/migrations/046_advanced_voice_ai_tables.sql,backend_database,6362
backend/src/database/migrations/047_gst_tables.sql,backend_database,13757
backend/src/database/migrations/048_offline_payment_tables.sql,backend_database,9766
backend/src/database/migrations/049_offline_sync_tables.sql,backend_database,11827
backend/src/database/migrations/050_sms_auth_tables.sql,backend_database,4805
backend/src/database/migrations/051_arp_forward_pricing.sql,backend_database,15261
backend/src/database/migrations/052_economic_layer.sql,backend_database,5279
backend/src/database/migrations/053_v42_recovered_finance.sql,backend_database,16995
backend/src/database/migrations/053_village_registry_completion.sql,backend_database,4744
backend/src/database/migrations/054_v8_v9_commerce_recovery.sql,backend_database,12650
backend/src/database/migrations/055_business_report_recovery.sql,backend_database,19684
backend/src/database/migrations/056_named_missing_modules.sql,backend_database,27849
backend/src/database/migrations/057_climate_weather_d14.sql,backend_database,16890
backend/src/database/migrations/058_sam_ai_orchestration.sql,backend_database,20069
backend/src/database/migrations/059_yield_management_pricing.sql,backend_database,16757
backend/src/database/migrations/060_experience_layer_dxp.sql,backend_database,19346
backend/src/database/migrations/061_decision_support_data_gaps.sql,backend_database,3042
backend/src/database/migrations/061_village_project_dpr_subsidy_intelligence.sql,backend_database,10850
backend/src/database/migrations/062_wellness_natural_practices_schema.sql,backend_database,5878
backend/src/database/migrations/063_farmer_credit_risk_resolution.sql,backend_database,3895
backend/src/database/migrations/064_gst_branding_classification.sql,backend_database,9186
backend/src/database/migrations/065_dairy_management_schema.sql,backend_database,2444
backend/src/database/migrations/066_fertilizer_inventory_schema.sql,backend_database,2685
backend/src/database/migrations/067_poultry_management_schema.sql,backend_database,4095
backend/src/database/migrations/068_goat_farming_schema.sql,backend_database,4135
backend/src/database/migrations/069_sheep_farming_schema.sql,backend_database,4290
backend/src/database/migrations/070_pig_farming_schema.sql,backend_database,4098
backend/src/database/migrations/071_animal_health_schema.sql,backend_database,4827
backend/src/database/migrations/072_tier1_m025_m030_schema.sql,backend_database,10108
backend/src/database/migrations/090_create_ai_predictions_table.sql,backend_database,557
backend/src/database/migrations/091_create_ai_optimizations_table.sql,backend_database,585
backend/src/database/migrations/092_create_ai_analyses_table.sql,backend_database,456
backend/src/database/migrations/093_create_ai_training_tables.sql,backend_database,1659
backend/src/database/migrations/094_create_digital_twin_tables.sql,backend_database,1282
backend/src/database/migrations/095_create_monitoring_tables.sql,backend_database,849
backend/src/database/migrations/096_create_gdpr_tables.sql,backend_database,1262
backend/src/database/migrations/097_ai_image_generation_enhanced.sql,backend_database,8205
backend/src/database/migrations/10000_village_external_supply_demand.sql,backend_database,6632
backend/src/database/migrations/1000_user_management.sql,backend_database,946
backend/src/database/migrations/1001_labour_management.sql,backend_database,1747
backend/src/database/migrations/1001_platform_configuration.sql,backend_database,1395
backend/src/database/migrations/1002_farmer_verification_requests.sql,backend_database,605
backend/src/database/migrations/1002_system_administration.sql,backend_database,800
backend/src/database/migrations/1003_farmer_kyc_applications.sql,backend_database,649
backend/src/database/migrations/200_m047_irrigation_management.sql,backend_database,3717
backend/src/database/migrations/3000_M001_generated.sql,backend_database,311
backend/src/database/migrations/3000_M002_generated.sql,backend_database,311
backend/src/database/migrations/3000_M003_generated.sql,backend_database,311
backend/src/database/migrations/3000_M004_generated.sql,backend_database,311
backend/src/database/migrations/3000_M005_generated.sql,backend_database,311
backend/src/database/migrations/3000_M006_generated.sql,backend_database,311
backend/src/database/migrations/3000_M007_generated.sql,backend_database,311
backend/src/database/migrations/3000_M008_generated.sql,backend_database,311
backend/src/database/migrations/3000_M009_generated.sql,backend_database,311
backend/src/database/migrations/3000_M010_generated.sql,backend_database,311
backend/src/database/migrations/3000_M011_generated.sql,backend_database,286
backend/src/database/migrations/3000_M012_generated.sql,backend_database,296
backend/src/database/migrations/3000_M013_generated.sql,backend_database,296
backend/src/database/migrations/3000_M014_generated.sql,backend_database,300
backend/src/database/migrations/3000_M015_generated.sql,backend_database,296
backend/src/database/migrations/3000_M016_generated.sql,backend_database,300
backend/src/database/migrations/3000_M017_generated.sql,backend_database,296
backend/src/database/migrations/3000_M018_generated.sql,backend_database,300
backend/src/database/migrations/3000_M019_generated.sql,backend_database,300
backend/src/database/migrations/3000_M020_generated.sql,backend_database,300
backend/src/database/migrations/3000_M021_generated.sql,backend_database,298
backend/src/database/migrations/3000_M022_generated.sql,backend_database,298
backend/src/database/migrations/3000_M023_generated.sql,backend_database,298
backend/src/database/migrations/3000_M024_generated.sql,backend_database,298
backend/src/database/migrations/3000_M025_generated.sql,backend_database,298
backend/src/database/migrations/3000_M026_generated.sql,backend_database,298
backend/src/database/migrations/3000_M027_generated.sql,backend_database,298
backend/src/database/migrations/3000_M028_generated.sql,backend_database,298
backend/src/database/migrations/3000_M029_generated.sql,backend_database,298
backend/src/database/migrations/3000_M030_generated.sql,backend_database,298
backend/src/database/migrations/3000_M031_generated.sql,backend_database,302
backend/src/database/migrations/3000_M032_generated.sql,backend_database,302
backend/src/database/migrations/3000_M033_generated.sql,backend_database,302
backend/src/database/migrations/3000_M034_generated.sql,backend_database,296
backend/src/database/migrations/3000_M035_generated.sql,backend_database,296
backend/src/database/migrations/3000_M036_generated.sql,backend_database,302
backend/src/database/migrations/3000_M037_generated.sql,backend_database,296
backend/src/database/migrations/3000_M038_generated.sql,backend_database,296
backend/src/database/migrations/3000_M039_generated.sql,backend_database,296
backend/src/database/migrations/3000_M040_generated.sql,backend_database,302
backend/src/database/migrations/3000_M041_generated.sql,backend_database,301
backend/src/database/migrations/3000_M042_generated.sql,backend_database,309
backend/src/database/migrations/3000_M043_generated.sql,backend_database,309
backend/src/database/migrations/3000_M044_generated.sql,backend_database,309
backend/src/database/migrations/3000_M045_generated.sql,backend_database,309
backend/src/database/migrations/3000_M046_generated.sql,backend_database,301
backend/src/database/migrations/3000_M047_generated.sql,backend_database,309
backend/src/database/migrations/3000_M048_generated.sql,backend_database,309
backend/src/database/migrations/3000_M049_generated.sql,backend_database,301
backend/src/database/migrations/3000_M050_generated.sql,backend_database,309
backend/src/database/migrations/3000_M051_generated.sql,backend_database,295
backend/src/database/migrations/3000_M052_generated.sql,backend_database,295
backend/src/database/migrations/3000_M053_generated.sql,backend_database,295
backend/src/database/migrations/3000_M054_generated.sql,backend_database,295
backend/src/database/migrations/3000_M055_generated.sql,backend_database,303
backend/src/database/migrations/3000_M056_generated.sql,backend_database,300
backend/src/database/migrations/3000_M057_generated.sql,backend_database,295
backend/src/database/migrations/3000_M058_generated.sql,backend_database,295
backend/src/database/migrations/3000_M059_generated.sql,backend_database,295
backend/src/database/migrations/3000_M060_generated.sql,backend_database,295
backend/src/database/migrations/3000_M061_generated.sql,backend_database,296
backend/src/database/migrations/3000_M062_generated.sql,backend_database,296
backend/src/database/migrations/3000_M063_generated.sql,backend_database,296
backend/src/database/migrations/3000_M064_generated.sql,backend_database,296
backend/src/database/migrations/3000_M065_generated.sql,backend_database,296
backend/src/database/migrations/3000_M066_generated.sql,backend_database,296
backend/src/database/migrations/3000_M067_generated.sql,backend_database,296
backend/src/database/migrations/3000_M068_generated.sql,backend_database,296
backend/src/database/migrations/3000_M069_generated.sql,backend_database,296
backend/src/database/migrations/3000_M070_generated.sql,backend_database,296
backend/src/database/migrations/3000_M071_generated.sql,backend_database,302
backend/src/database/migrations/3000_M072_generated.sql,backend_database,302
backend/src/database/migrations/3000_M073_generated.sql,backend_database,302
backend/src/database/migrations/3000_M074_generated.sql,backend_database,296
backend/src/database/migrations/3000_M075_generated.sql,backend_database,297
backend/src/database/migrations/3000_M076_generated.sql,backend_database,297
backend/src/database/migrations/3000_M077_generated.sql,backend_database,297
backend/src/database/migrations/3000_M078_generated.sql,backend_database,297
backend/src/database/migrations/3000_M079_generated.sql,backend_database,297
backend/src/database/migrations/3000_M080_generated.sql,backend_database,297
backend/src/database/migrations/3000_M081_generated.sql,backend_database,296
backend/src/database/migrations/3000_M082_generated.sql,backend_database,296
backend/src/database/migrations/3000_M083_generated.sql,backend_database,299
backend/src/database/migrations/3000_M084_generated.sql,backend_database,296
backend/src/database/migrations/3000_M085_generated.sql,backend_database,296
backend/src/database/migrations/3000_M086_generated.sql,backend_database,296
backend/src/database/migrations/3000_M087_generated.sql,backend_database,299
backend/src/database/migrations/3000_M088_generated.sql,backend_database,299
backend/src/database/migrations/3000_M089_generated.sql,backend_database,299
backend/src/database/migrations/3000_M090_generated.sql,backend_database,296
backend/src/database/migrations/3000_M091_generated.sql,backend_database,301
backend/src/database/migrations/3000_M092_generated.sql,backend_database,301
backend/src/database/migrations/3000_M093_generated.sql,backend_database,301
backend/src/database/migrations/3000_M094_generated.sql,backend_database,301
backend/src/database/migrations/3000_M095_generated.sql,backend_database,302
backend/src/database/migrations/3000_M096_generated.sql,backend_database,302
backend/src/database/migrations/3000_M097_generated.sql,backend_database,302
backend/src/database/migrations/3000_M098_generated.sql,backend_database,301
backend/src/database/migrations/3000_M099_generated.sql,backend_database,301
backend/src/database/migrations/3000_M100_generated.sql,backend_database,301
backend/src/database/migrations/3000_M101_generated.sql,backend_database,301
backend/src/database/migrations/3000_M102_generated.sql,backend_database,301
backend/src/database/migrations/3000_M103_generated.sql,backend_database,301
backend/src/database/migrations/3000_M104_generated.sql,backend_database,301
backend/src/database/migrations/3000_M105_generated.sql,backend_database,301
backend/src/database/migrations/3000_M106_generated.sql,backend_database,301
backend/src/database/migrations/3000_M107_generated.sql,backend_database,301
backend/src/database/migrations/3000_M108_generated.sql,backend_database,301
backend/src/database/migrations/3000_M109_generated.sql,backend_database,301
backend/src/database/migrations/3000_M110_generated.sql,backend_database,301
backend/src/database/migrations/3000_M111_generated.sql,backend_database,295
backend/src/database/migrations/3000_M112_generated.sql,backend_database,304
backend/src/database/migrations/3000_M113_generated.sql,backend_database,304
backend/src/database/migrations/3000_M114_generated.sql,backend_database,295
backend/src/database/migrations/3000_M115_generated.sql,backend_database,295
backend/src/database/migrations/3000_M116_generated.sql,backend_database,304
backend/src/database/migrations/3000_M117_generated.sql,backend_database,295
backend/src/database/migrations/3000_M118_generated.sql,backend_database,295
backend/src/database/migrations/3000_M119_generated.sql,backend_database,295
backend/src/database/migrations/3000_M120_generated.sql,backend_database,295
backend/src/database/migrations/3000_M121_generated.sql,backend_database,301
backend/src/database/migrations/3000_M122_generated.sql,backend_database,301
backend/src/database/migrations/3000_M123_generated.sql,backend_database,301
backend/src/database/migrations/3000_M124_generated.sql,backend_database,296
backend/src/database/migrations/3000_M125_generated.sql,backend_database,296
backend/src/database/migrations/3000_M126_generated.sql,backend_database,296
backend/src/database/migrations/3000_M127_generated.sql,backend_database,301
backend/src/database/migrations/3000_M128_generated.sql,backend_database,296
backend/src/database/migrations/3000_M129_generated.sql,backend_database,301
backend/src/database/migrations/3000_M130_generated.sql,backend_database,301
backend/src/database/migrations/3000_M131_generated.sql,backend_database,301
backend/src/database/migrations/3000_M132_generated.sql,backend_database,301
backend/src/database/migrations/3000_M133_generated.sql,backend_database,301
backend/src/database/migrations/3000_M134_generated.sql,backend_database,301
backend/src/database/migrations/3000_M135_generated.sql,backend_database,301
backend/src/database/migrations/3000_M136_generated.sql,backend_database,301
backend/src/database/migrations/3000_M137_generated.sql,backend_database,296
backend/src/database/migrations/3000_M138_generated.sql,backend_database,301
backend/src/database/migrations/3000_M139_generated.sql,backend_database,296
backend/src/database/migrations/3000_M140_generated.sql,backend_database,301
backend/src/database/migrations/3000_M141_generated.sql,backend_database,304
backend/src/database/migrations/3000_M142_generated.sql,backend_database,304
backend/src/database/migrations/3000_M143_generated.sql,backend_database,304
backend/src/database/migrations/3000_M144_generated.sql,backend_database,296
backend/src/database/migrations/3000_M145_generated.sql,backend_database,304
backend/src/database/migrations/3000_M146_generated.sql,backend_database,304
backend/src/database/migrations/3000_M147_generated.sql,backend_database,304
backend/src/database/migrations/3000_M148_generated.sql,backend_database,296
backend/src/database/migrations/3000_M149_generated.sql,backend_database,296
backend/src/database/migrations/3000_M150_generated.sql,backend_database,304
backend/src/database/migrations/3001_phase2_buyer_trust.sql,backend_database,1123
backend/src/database/migrations/3002_phase2_product_certification.sql,backend_database,1053
backend/src/database/migrations/3003_phase2_loans.sql,backend_database,1265
backend/src/database/migrations/3004_phase2_subscriptions.sql,backend_database,1061
backend/src/database/migrations/3005_phase2_price_forecasting.sql,backend_database,907
backend/src/database/migrations/3006_phase2_weather_advisory.sql,backend_database,949
backend/src/database/migrations/3007_phase2_crop_recommendations.sql,backend_database,1263
backend/src/database/migrations/3008_phase3_supply_chain.sql,backend_database,1291
backend/src/database/migrations/3009_phase3_warehouse.sql,backend_database,609
backend/src/database/migrations/3010_phase3_cold_chain.sql,backend_database,1102
backend/src/database/migrations/3011_phase3_bulk_orders.sql,backend_database,1148
backend/src/database/migrations/3012_phase3_freight_pooling.sql,backend_database,617
backend/src/database/migrations/3013_phase4_farm_costing.sql,backend_database,270
backend/src/database/migrations/3014_phase4_yield.sql,backend_database,299
backend/src/database/migrations/3015_m015_mfa.sql,backend_database,3721
backend/src/database/migrations/3015_phase4_soil_health.sql,backend_database,348
backend/src/database/migrations/3016_m016_identity_federation.sql,backend_database,2649
backend/src/database/migrations/3016_phase4_climate.sql,backend_database,332
backend/src/database/migrations/3017_m017_consent_management.sql,backend_database,3140
backend/src/database/migrations/3017_phase4_greenhouse.sql,backend_database,325
backend/src/database/migrations/3018_m018_privacy_controls.sql,backend_database,3390
backend/src/database/migrations/3018_phase4_horticulture.sql,backend_database,338
backend/src/database/migrations/3019_m019_profile_management.sql,backend_database,1940
backend/src/database/migrations/3019_phase4_livestock.sql,backend_database,307
backend/src/database/migrations/3020_m020_account_recovery.sql,backend_database,2184
backend/src/database/migrations/3020_phase5_farm_analytics.sql,backend_database,301
backend/src/database/migrations/3021_m021_farmer_registration.sql,backend_database,3476
backend/src/database/migrations/3021_phase5_market_analytics.sql,backend_database,296
backend/src/database/migrations/3022_phase5_financial_analytics.sql,backend_database,303
backend/src/database/migrations/3023_phase5_supply_chain_analytics.sql,backend_database,300
backend/src/database/migrations/3024_phase5_predictive_analytics.sql,backend_database,308
backend/src/database/migrations/3025_phase6_qa_compliance.sql,backend_database,1153
backend/src/database/migrations/3026_phase7_advanced.sql,backend_database,2551
backend/src/database/migrations/3027_phase8_rural.sql,backend_database,1560
backend/src/database/migrations/3028_phase9_optional.sql,backend_database,1351
backend/src/database/migrations/3029_phase10_integrations.sql,backend_database,1101
backend/src/database/migrations/3030_m030_farmer_advisory.sql,backend_database,2577
backend/src/database/migrations/3030_phase11_enterprise.sql,backend_database,936
backend/src/database/migrations/3031_phase12_future.sql,backend_database,1131
backend/src/database/migrations/3100_ecommerce_tables.sql,backend_database,13984
backend/src/database/migrations/3101_ecommerce_integration_tables.sql,backend_database,10786
backend/src/database/migrations/3102_ecommerce_ai_erp_business_marketing.sql,backend_database,20807
backend/src/database/migrations/3103_nutrient_value_sales.sql,backend_database,8163
backend/src/database/migrations/3104_cold_storage_schema.sql,backend_database,4660
backend/src/database/migrations/3105_dpr_documents_schema.sql,backend_database,3076
backend/src/database/migrations/3106_fpo_member_shares_schema.sql,backend_database,6479
backend/src/database/migrations/3200_hr_module_schema.sql,backend_database,11987
backend/src/database/migrations/331_supply_chains.sql,backend_database,1794
backend/src/database/migrations/332_suppliers.sql,backend_database,1720
backend/src/database/migrations/333_logistics.sql,backend_database,1723
backend/src/database/migrations/334_procurement.sql,backend_database,1746
backend/src/database/migrations/335_inventory.sql,backend_database,1723
backend/src/database/migrations/336_quality_controls.sql,backend_database,1835
backend/src/database/migrations/337_warehouses.sql,backend_database,1738
backend/src/database/migrations/338_cold_chains.sql,backend_database,1756
backend/src/database/migrations/339_returns.sql,backend_database,1694
backend/src/database/migrations/340_sustainability.sql,backend_database,1809
backend/src/database/migrations/341_fleet.sql,backend_database,1649
backend/src/database/migrations/342_drivers.sql,backend_database,1684
backend/src/database/migrations/343_routes_optimization.sql,backend_database,1889
backend/src/database/migrations/344_deliveries.sql,backend_database,1735
backend/src/database/migrations/345_last_mile.sql,backend_database,1719
backend/src/database/migrations/346_visibility.sql,backend_database,1738
backend/src/database/migrations/347_proof_delivery.sql,backend_database,1803
backend/src/database/migrations/348_exceptions.sql,backend_database,1738
backend/src/database/migrations/349_carriers.sql,backend_database,1703
backend/src/database/migrations/350_analytics.sql,backend_database,1722
backend/src/database/migrations/351_soil_health.sql,backend_database,1757
backend/src/database/migrations/352_crop_diseases.sql,backend_database,1791
backend/src/database/migrations/353_pest_management.sql,backend_database,1818
backend/src/database/migrations/354_irrigation.sql,backend_database,1741
backend/src/database/migrations/355_fertilizer.sql,backend_database,1744
backend/src/database/migrations/356_yield_prediction.sql,backend_database,1836
backend/src/database/migrations/357_weather.sql,backend_database,1683
backend/src/database/migrations/358_crop_insurance.sql,backend_database,1800
backend/src/database/migrations/359_agri_finance.sql,backend_database,1772
backend/src/database/migrations/360_input_supply.sql,backend_database,1770
backend/src/database/migrations/361_livestock_health.sql,backend_database,1836
backend/src/database/migrations/362_dairy.sql,backend_database,1649
backend/src/database/migrations/363_poultry.sql,backend_database,1685
backend/src/database/migrations/364_fishery.sql,backend_database,1685
backend/src/database/migrations/365_apiary.sql,backend_database,1667
backend/src/database/migrations/366_organic_cert.sql,backend_database,1773
backend/src/database/migrations/367_land_records.sql,backend_database,1764
backend/src/database/migrations/368_water_rights.sql,backend_database,1764
backend/src/database/migrations/369_carbon_credits.sql,backend_database,1800
backend/src/database/migrations/370_training.sql,backend_database,1699
backend/src/database/migrations/371_market_intel.sql,backend_database,1771
backend/src/database/migrations/372_price_forecast.sql,backend_database,1803
backend/src/database/migrations/373_supply_visibility.sql,backend_database,1860
backend/src/database/migrations/374_blockchain_trace.sql,backend_database,1843
backend/src/database/migrations/375_climate_risk.sql,backend_database,1775
backend/src/database/migrations/376_cooperatives.sql,backend_database,1774
backend/src/database/migrations/377_credit.sql,backend_database,1667
backend/src/database/migrations/378_govt_schemes.sql,backend_database,1770
backend/src/database/migrations/379_equipment_rental.sql,backend_database,1836
backend/src/database/migrations/380_agri_tourism.sql,backend_database,1764
backend/src/database/migrations/381_rural_employment.sql,backend_database,1836
