"File","Role","Client","Method","RawPath","IsDynamic"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M037\M037Page.jsx","OTHER","fetch","GET","/api/m037?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M038\M038Page.jsx","OTHER","fetch","DELETE","/api/m038/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M038\M038Page.jsx","OTHER","fetch","GET","/api/m038/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M038\M038Page.jsx","OTHER","fetch","GET","/api/m038?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M039\M039Page.jsx","OTHER","fetch","DELETE","/api/m039/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M039\M039Page.jsx","OTHER","fetch","GET","/api/m039/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M039\M039Page.jsx","OTHER","fetch","GET","/api/m039?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M040\M040Page.jsx","OTHER","fetch","DELETE","/api/m040/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M040\M040Page.jsx","OTHER","fetch","GET","/api/m040/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M040\M040Page.jsx","OTHER","fetch","GET","/api/m040?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M041\M041Page.jsx","OTHER","fetch","DELETE","/api/m041/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M041\M041Page.jsx","OTHER","fetch","GET","/api/m041/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M041\M041Page.jsx","OTHER","fetch","GET","/api/m041?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M042\M042Page.jsx","OTHER","fetch","DELETE","/api/m042/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M042\M042Page.jsx","OTHER","fetch","GET","/api/m042/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M042\M042Page.jsx","OTHER","fetch","GET","/api/m042?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M043\M043Page.jsx","OTHER","fetch","DELETE","/api/m043/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M043\M043Page.jsx","OTHER","fetch","GET","/api/m043/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M043\M043Page.jsx","OTHER","fetch","GET","/api/m043?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M044\M044Page.jsx","OTHER","fetch","DELETE","/api/m044/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M044\M044Page.jsx","OTHER","fetch","GET","/api/m044/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M044\M044Page.jsx","OTHER","fetch","GET","/api/m044?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M045\M045Page.jsx","OTHER","fetch","DELETE","/api/m045/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M045\M045Page.jsx","OTHER","fetch","GET","/api/m045/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M045\M045Page.jsx","OTHER","fetch","GET","/api/m045?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M046\M046Page.jsx","OTHER","fetch","DELETE","/api/m046/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M046\M046Page.jsx","OTHER","fetch","GET","/api/m046/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M046\M046Page.jsx","OTHER","fetch","GET","/api/m046?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M047\M047Page.jsx","OTHER","fetch","DELETE","/api/m047/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M047\M047Page.jsx","OTHER","fetch","GET","/api/m047/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M047\M047Page.jsx","OTHER","fetch","GET","/api/m047?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M048\M048Page.jsx","OTHER","fetch","DELETE","/api/m048/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M048\M048Page.jsx","OTHER","fetch","GET","/api/m048/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M048\M048Page.jsx","OTHER","fetch","GET","/api/m048?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M049\M049Page.jsx","OTHER","fetch","DELETE","/api/m049/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M049\M049Page.jsx","OTHER","fetch","GET","/api/m049/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M049\M049Page.jsx","OTHER","fetch","GET","/api/m049?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M050\M050Page.jsx","OTHER","fetch","DELETE","/api/m050/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M050\M050Page.jsx","OTHER","fetch","GET","/api/m050/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M050\M050Page.jsx","OTHER","fetch","GET","/api/m050?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M051\M051Page.jsx","OTHER","fetch","DELETE","/api/m051/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M051\M051Page.jsx","OTHER","fetch","GET","/api/m051/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M051\M051Page.jsx","OTHER","fetch","GET","/api/m051?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M052\M052Page.jsx","OTHER","fetch","DELETE","/api/m052/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M052\M052Page.jsx","OTHER","fetch","GET","/api/m052/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M052\M052Page.jsx","OTHER","fetch","GET","/api/m052?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M053\M053Page.jsx","OTHER","fetch","DELETE","/api/m053/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M053\M053Page.jsx","OTHER","fetch","GET","/api/m053/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M053\M053Page.jsx","OTHER","fetch","GET","/api/m053?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M054\M054Page.jsx","OTHER","fetch","DELETE","/api/m054/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M054\M054Page.jsx","OTHER","fetch","GET","/api/m054/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M054\M054Page.jsx","OTHER","fetch","GET","/api/m054?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M055\M055Page.jsx","OTHER","fetch","DELETE","/api/m055/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M055\M055Page.jsx","OTHER","fetch","GET","/api/m055/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M055\M055Page.jsx","OTHER","fetch","GET","/api/m055?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M056\M056Page.jsx","OTHER","fetch","DELETE","/api/m056/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M056\M056Page.jsx","OTHER","fetch","GET","/api/m056/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M056\M056Page.jsx","OTHER","fetch","GET","/api/m056?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M057\M057Page.jsx","OTHER","fetch","DELETE","/api/m057/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M057\M057Page.jsx","OTHER","fetch","GET","/api/m057/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M057\M057Page.jsx","OTHER","fetch","GET","/api/m057?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M058\M058Page.jsx","OTHER","fetch","DELETE","/api/m058/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M058\M058Page.jsx","OTHER","fetch","GET","/api/m058/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M058\M058Page.jsx","OTHER","fetch","GET","/api/m058?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M059\M059Page.jsx","OTHER","fetch","DELETE","/api/m059/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M059\M059Page.jsx","OTHER","fetch","GET","/api/m059/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M059\M059Page.jsx","OTHER","fetch","GET","/api/m059?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M060\M060Page.jsx","OTHER","fetch","DELETE","/api/m060/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M060\M060Page.jsx","OTHER","fetch","GET","/api/m060/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M060\M060Page.jsx","OTHER","fetch","GET","/api/m060?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M061\M061Page.jsx","OTHER","fetch","DELETE","/api/m061/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M061\M061Page.jsx","OTHER","fetch","GET","/api/m061/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M061\M061Page.jsx","OTHER","fetch","GET","/api/m061?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M062\M062Page.jsx","OTHER","fetch","DELETE","/api/m062/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M062\M062Page.jsx","OTHER","fetch","GET","/api/m062/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M062\M062Page.jsx","OTHER","fetch","GET","/api/m062?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M063\M063Page.jsx","OTHER","fetch","DELETE","/api/m063/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M063\M063Page.jsx","OTHER","fetch","GET","/api/m063/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M063\M063Page.jsx","OTHER","fetch","GET","/api/m063?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M064\M064Page.jsx","OTHER","fetch","DELETE","/api/m064/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M064\M064Page.jsx","OTHER","fetch","GET","/api/m064/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M064\M064Page.jsx","OTHER","fetch","GET","/api/m064?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M065\M065Page.jsx","OTHER","fetch","DELETE","/api/m065/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M065\M065Page.jsx","OTHER","fetch","GET","/api/m065/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M065\M065Page.jsx","OTHER","fetch","GET","/api/m065?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M066\M066Page.jsx","OTHER","fetch","DELETE","/api/m066/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M066\M066Page.jsx","OTHER","fetch","GET","/api/m066/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M066\M066Page.jsx","OTHER","fetch","GET","/api/m066?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M067\M067Page.jsx","OTHER","fetch","DELETE","/api/m067/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M067\M067Page.jsx","OTHER","fetch","GET","/api/m067/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M067\M067Page.jsx","OTHER","fetch","GET","/api/m067?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M068\M068Page.jsx","OTHER","fetch","DELETE","/api/m068/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M068\M068Page.jsx","OTHER","fetch","GET","/api/m068/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M068\M068Page.jsx","OTHER","fetch","GET","/api/m068?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M069\M069Page.jsx","OTHER","fetch","DELETE","/api/m069/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M069\M069Page.jsx","OTHER","fetch","GET","/api/m069/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M069\M069Page.jsx","OTHER","fetch","GET","/api/m069?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M070\M070Page.jsx","OTHER","fetch","DELETE","/api/m070/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M070\M070Page.jsx","OTHER","fetch","GET","/api/m070/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M070\M070Page.jsx","OTHER","fetch","GET","/api/m070?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M071\M071Page.jsx","OTHER","fetch","DELETE","/api/m071/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M071\M071Page.jsx","OTHER","fetch","GET","/api/m071/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M071\M071Page.jsx","OTHER","fetch","GET","/api/m071?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M072\M072Page.jsx","OTHER","fetch","DELETE","/api/m072/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M072\M072Page.jsx","OTHER","fetch","GET","/api/m072/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M072\M072Page.jsx","OTHER","fetch","GET","/api/m072?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M073\M073Page.jsx","OTHER","fetch","DELETE","/api/m073/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M073\M073Page.jsx","OTHER","fetch","GET","/api/m073/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M073\M073Page.jsx","OTHER","fetch","GET","/api/m073?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M074\M074Page.jsx","OTHER","fetch","DELETE","/api/m074/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M074\M074Page.jsx","OTHER","fetch","GET","/api/m074/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M074\M074Page.jsx","OTHER","fetch","GET","/api/m074?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M075\M075Page.jsx","OTHER","fetch","DELETE","/api/m075/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M075\M075Page.jsx","OTHER","fetch","GET","/api/m075/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M075\M075Page.jsx","OTHER","fetch","GET","/api/m075?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M076\M076Page.jsx","OTHER","fetch","DELETE","/api/m076/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M076\M076Page.jsx","OTHER","fetch","GET","/api/m076/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M076\M076Page.jsx","OTHER","fetch","GET","/api/m076?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M077\M077Page.jsx","OTHER","fetch","DELETE","/api/m077/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M077\M077Page.jsx","OTHER","fetch","GET","/api/m077/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M077\M077Page.jsx","OTHER","fetch","GET","/api/m077?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M078\M078Page.jsx","OTHER","fetch","DELETE","/api/m078/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M078\M078Page.jsx","OTHER","fetch","GET","/api/m078/search?q=${encodeURIComponent(searchQuery)}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M078\M078Page.jsx","OTHER","fetch","GET","/api/m078?${params}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M079\M079Page.jsx","OTHER","fetch","DELETE","/api/m079/${id}","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M079\M079Page.jsx","OTHER","fetch","GET","/api/m079/search?q=${encodeURIComponent(searchQuery)}","True"
