"Prefix","Variable","ImportPath","BaseCandidate","ExistingCount","ResolvedFile","IndexLine"
"/api/v1/backend-modules/M033","legacyModuleM033Routes","./modules/M033/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M033\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M033\routes.js","1161"
"/api/v1/backend-modules/M034","legacyModuleM034Routes","./modules/M034/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M034\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M034\routes.js","1162"
"/api/v1/backend-modules/M035","legacyModuleM035Routes","./modules/M035/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M035\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M035\routes.js","1163"
"/api/v1/backend-modules/M036","legacyModuleM036Routes","./modules/M036/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M036\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M036\routes.js","1164"
"/api/v1/backend-modules/M037","legacyModuleM037Routes","./modules/M037/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M037\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M037\routes.js","1165"
"/api/v1/backend-modules/M038","legacyModuleM038Routes","./modules/M038/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M038\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M038\routes.js","1166"
"/api/v1/backend-modules/M039","legacyModuleM039Routes","./modules/M039/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M039\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M039\routes.js","1167"
"/api/v1/backend-modules/M040","legacyModuleM040Routes","./modules/M040/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M040\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M040\routes.js","1168"
"/api/v1/backend-modules/M042","legacyModuleM042Routes","./modules/M042/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M042\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M042\routes.js","1169"
"/api/v1/backend-modules/M043","legacyModuleM043Routes","./modules/M043/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M043\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M043\routes.js","1170"
"/api/v1/backend-modules/M044","legacyModuleM044Routes","./modules/M044/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M044\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M044\routes.js","1171"
"/api/v1/backend-modules/M045","legacyModuleM045Routes","./modules/M045/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M045\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M045\routes.js","1172"
"/api/v1/backend-modules/M046","legacyModuleM046Routes","./modules/M046/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M046\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M046\routes.js","1173"
"/api/v1/backend-modules/M047","legacyModuleM047Routes","./modules/M047/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M047\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M047\routes.js","1174"
"/api/v1/backend-modules/M048","legacyModuleM048Routes","./modules/M048/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M048\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M048\routes.js","1175"
"/api/v1/backend-modules/M049","legacyModuleM049Routes","./modules/M049/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M049\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M049\routes.js","1176"
"/api/v1/backend-modules/M050","legacyModuleM050Routes","./modules/M050/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M050\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M050\routes.js","1177"
"/api/v1/backend-modules/M051","legacyModuleM051Routes","./modules/M051/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M051\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M051\routes.js","1178"
"/api/v1/backend-modules/M052","legacyModuleM052Routes","./modules/M052/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M052\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M052\routes.js","1179"
"/api/v1/backend-modules/M053","legacyModuleM053Routes","./modules/M053/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M053\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M053\routes.js","1180"
"/api/v1/backend-modules/M054","legacyModuleM054Routes","./modules/M054/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M054\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M054\routes.js","1181"
"/api/v1/backend-modules/M055","legacyModuleM055Routes","./modules/M055/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M055\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M055\routes.js","1182"
"/api/v1/backend-modules/M056","legacyModuleM056Routes","./modules/M056/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M056\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M056\routes.js","1183"
"/api/v1/backend-modules/M057","legacyModuleM057Routes","./modules/M057/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M057\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M057\routes.js","1184"
"/api/v1/backend-modules/M058","legacyModuleM058Routes","./modules/M058/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M058\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M058\routes.js","1185"
"/api/v1/backend-modules/M059","legacyModuleM059Routes","./modules/M059/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M059\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M059\routes.js","1186"
"/api/v1/backend-modules/M060","legacyModuleM060Routes","./modules/M060/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M060\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M060\routes.js","1187"
"/api/v1/backend-modules/M061","legacyModuleM061Routes","./modules/M061/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M061\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M061\routes.js","1188"
"/api/v1/backend-modules/M062","legacyModuleM062Routes","./modules/M062/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M062\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M062\routes.js","1189"
"/api/v1/backend-modules/M063","legacyModuleM063Routes","./modules/M063/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M063\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M063\routes.js","1190"
"/api/v1/backend-modules/M064","legacyModuleM064Routes","./modules/M064/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M064\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M064\routes.js","1191"
"/api/v1/backend-modules/M065","legacyModuleM065Routes","./modules/M065/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M065\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M065\routes.js","1192"
"/api/v1/backend-modules/M066","legacyModuleM066Routes","./modules/M066/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M066\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M066\routes.js","1193"
"/api/v1/backend-modules/M067","legacyModuleM067Routes","./modules/M067/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M067\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M067\routes.js","1194"
"/api/v1/backend-modules/M068","legacyModuleM068Routes","./modules/M068/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M068\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M068\routes.js","1195"
"/api/v1/backend-modules/M069","legacyModuleM069Routes","./modules/M069/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M069\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M069\routes.js","1196"
"/api/v1/backend-modules/M070","legacyModuleM070Routes","./modules/M070/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M070\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M070\routes.js","1197"
"/api/v1/backend-modules/M071","legacyModuleM071Routes","./modules/M071/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M071\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M071\routes.js","1198"
"/api/v1/backend-modules/M072","legacyModuleM072Routes","./modules/M072/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M072\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M072\routes.js","1199"
"/api/v1/backend-modules/M073","legacyModuleM073Routes","./modules/M073/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M073\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M073\routes.js","1200"
"/api/v1/backend-modules/M074","legacyModuleM074Routes","./modules/M074/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M074\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M074\routes.js","1201"
"/api/v1/backend-modules/M075","legacyModuleM075Routes","./modules/M075/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M075\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M075\routes.js","1202"
"/api/v1/backend-modules/M076","legacyModuleM076Routes","./modules/M076/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M076\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M076\routes.js","1203"
"/api/v1/backend-modules/M077","legacyModuleM077Routes","./modules/M077/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M077\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M077\routes.js","1204"
"/api/v1/backend-modules/M078","legacyModuleM078Routes","./modules/M078/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M078\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M078\routes.js","1205"
"/api/v1/backend-modules/M079","legacyModuleM079Routes","./modules/M079/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M079\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M079\routes.js","1206"
"/api/v1/backend-modules/M080","legacyModuleM080Routes","./modules/M080/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M080\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M080\routes.js","1207"
"/api/v1/backend-modules/M081","legacyModuleM081Routes","./modules/M081/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M081\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M081\routes.js","1208"
"/api/v1/backend-modules/M082","legacyModuleM082Routes","./modules/M082/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M082\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M082\routes.js","1209"
"/api/v1/backend-modules/M083","legacyModuleM083Routes","./modules/M083/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M083\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M083\routes.js","1210"
"/api/v1/backend-modules/M084","legacyModuleM084Routes","./modules/M084/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M084\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M084\routes.js","1211"
"/api/v1/backend-modules/M085","legacyModuleM085Routes","./modules/M085/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M085\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M085\routes.js","1212"
"/api/v1/backend-modules/M086","legacyModuleM086Routes","./modules/M086/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M086\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M086\routes.js","1213"
"/api/v1/backend-modules/M087","legacyModuleM087Routes","./modules/M087/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M087\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M087\routes.js","1214"
"/api/v1/backend-modules/M088","legacyModuleM088Routes","./modules/M088/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M088\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M088\routes.js","1215"
"/api/v1/backend-modules/M089","legacyModuleM089Routes","./modules/M089/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M089\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M089\routes.js","1216"
"/api/v1/backend-modules/M090","legacyModuleM090Routes","./modules/M090/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M090\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M090\routes.js","1217"
"/api/v1/backend-modules/M091","legacyModuleM091Routes","./modules/M091/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M091\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M091\routes.js","1218"
"/api/v1/backend-modules/M092","legacyModuleM092Routes","./modules/M092/routes.js","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M092\routes.js","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\.\modules\M092\routes.js","1219"
