relative_path,bytes,target_sha256,source_sha256,copy_status
backend/src/controllers/ecommerceController.js,12655,6754563ff247b079c58e192e76f346143f9def1a83d6d68b6b8ac0c77b6ea41d,6754563ff247b079c58e192e76f346143f9def1a83d6d68b6b8ac0c77b6ea41d,verified-identical
backend/src/controllers/ecommerceERPController.js,4943,ccb282641602fc049962d2dc644a33356861d515421177a70a05c5bcfbd14615,ccb282641602fc049962d2dc644a33356861d515421177a70a05c5bcfbd14615,verified-identical
backend/src/controllers/ecommerceIntegrationController.js,8233,c21c307dc801774e222b2f5864d30d08d4c8263b57f61378cb4e272ca4672e06,c21c307dc801774e222b2f5864d30d08d4c8263b57f61378cb4e272ca4672e06,verified-identical
backend/src/controllers/ecommerceMarketingController.js,7639,be56ad8073332567f5832d1d88c47275d77e0abf53fce6780fb4960425496d8a,be56ad8073332567f5832d1d88c47275d77e0abf53fce6780fb4960425496d8a,verified-identical
backend/src/controllers/farmerTrainingController.js,4042,7f473506306dfbfb6e1e9af1052efba558b39353d98e9f88eed2261e9e67534e,7f473506306dfbfb6e1e9af1052efba558b39353d98e9f88eed2261e9e67534e,verified-identical
backend/src/controllers/hrController.js,4118,2ec5565ed53ff82027d6ede0b210d36ddd06a66a079222ab15a6f1717dcf4956,2ec5565ed53ff82027d6ede0b210d36ddd06a66a079222ab15a6f1717dcf4956,verified-identical
backend/src/controllers/nervousSystemController.js,16435,898105d42e630aef16cb2b0f0d5b9ea0cec22b328b9b937d5cef7918698e7e73,898105d42e630aef16cb2b0f0d5b9ea0cec22b328b9b937d5cef7918698e7e73,verified-identical
backend/src/controllers/nutrientValueSalesController.js,8377,761d1c21aba5a41019aca6b7c56934ce12c0577429a37289a537bcb01b35b17b,761d1c21aba5a41019aca6b7c56934ce12c0577429a37289a537bcb01b35b17b,verified-identical
backend/src/controllers/paymentGatewayController.js,1771,dc925733c94db661fb18b15fe26989c0c305f1fb47d2350f20ce5b6310ac2c36,dc925733c94db661fb18b15fe26989c0c305f1fb47d2350f20ce5b6310ac2c36,verified-identical
backend/src/controllers/platformTelemetryController.js,1252,bbcd85b96c15854250f8766f87b35f336d8885c6a4e777dc22f1e3604b875582,bbcd85b96c15854250f8766f87b35f336d8885c6a4e777dc22f1e3604b875582,verified-identical
backend/src/controllers/productMediaAIController.js,2685,b2aa63b8870f2ea48bbb59a7ebdf590b5c70d7d78bb6b17deea620be6d1b37ce,b2aa63b8870f2ea48bbb59a7ebdf590b5c70d7d78bb6b17deea620be6d1b37ce,verified-identical
backend/src/controllers/transactionController.js,1840,f13c7b839adab352d3f8f12b91c8fa383a199d872d0cbea0e33c6e4e1fdb19ab,f13c7b839adab352d3f8f12b91c8fa383a199d872d0cbea0e33c6e4e1fdb19ab,verified-identical
backend/src/controllers/walletController.js,1692,54afd74fb5d9c02adc227b4e47489289b801d050ba989662d73251dd2e27417c,54afd74fb5d9c02adc227b4e47489289b801d050ba989662d73251dd2e27417c,verified-identical
backend/src/controllers/wearableIntegrationController.js,3125,36103b25ac892c6083a8518fd0de0b022529f96542ba762e642eb0da916c897b,36103b25ac892c6083a8518fd0de0b022529f96542ba762e642eb0da916c897b,verified-identical
backend/src/core/ai/aiAuditLogger.js,9054,3adb09bf39086fef01f218fb54b3be00d951a6433acd250914c5c3a971d0b6c5,3adb09bf39086fef01f218fb54b3be00d951a6433acd250914c5c3a971d0b6c5,verified-identical
backend/src/core/ai/aiConfidenceEngine.js,5488,ff307c010e088b755fc3557f00039c21cf0bab009b3debb4d9047ac3baf2eb30,ff307c010e088b755fc3557f00039c21cf0bab009b3debb4d9047ac3baf2eb30,verified-identical
backend/src/core/ai/aiCostController.js,4178,3b8334903d7791aaf721e930559dbfea2e6397cd459d79c0ad421f3f24e19e0d,3b8334903d7791aaf721e930559dbfea2e6397cd459d79c0ad421f3f24e19e0d,verified-identical
backend/src/core/ai/aiEngineRegistry.js,7475,90d9c97ec4586c07c264d10d69b7b99cdcfc0ec27da21197a05e1473d6ae270d,90d9c97ec4586c07c264d10d69b7b99cdcfc0ec27da21197a05e1473d6ae270d,verified-identical
backend/src/core/ai/aiGuardrails.js,6666,236b979b00c9a588ac86adca797427e0d4830b33f048b19911a964c37518bb37,236b979b00c9a588ac86adca797427e0d4830b33f048b19911a964c37518bb37,verified-identical
backend/src/core/ai/aiOrchestratorCore.js,12878,9e613104031f3b34a9a7ee73bde87b58f481a7dec3c9f104a12cc3088aaf9a3c,9e613104031f3b34a9a7ee73bde87b58f481a7dec3c9f104a12cc3088aaf9a3c,verified-identical
backend/src/core/ai/aiProviderAdapters.js,2252,9d1ae02db4b63bdb179a4017d7dd1041fdb2a778a06198e574e24e01ea9000d3,9d1ae02db4b63bdb179a4017d7dd1041fdb2a778a06198e574e24e01ea9000d3,verified-identical
backend/src/core/ai/AI_MODULE_REGISTRY.json,1003,717e7c2f9b16f70c3734c214505969691f258cd20d808439f67829052a2bdf18,717e7c2f9b16f70c3734c214505969691f258cd20d808439f67829052a2bdf18,verified-identical
backend/src/core/ai/index.js,2338,aef37b350b6953c6c9dd0fca7f5894151d31af8a6e4de9fc81a839262a4f7d76,aef37b350b6953c6c9dd0fca7f5894151d31af8a6e4de9fc81a839262a4f7d76,verified-identical
backend/src/core/aiOrchestrator.js,44752,4ecc22c3232bf4ef936ae90affea596fd0305c5ebded58c06149d4d405e58732,4ecc22c3232bf4ef936ae90affea596fd0305c5ebded58c06149d4d405e58732,verified-identical
backend/src/core/apiDocumentation.js,3826,8a96b68508fd4ca00c0cc22521842ffffc29c6b45072006f649bcbbf6cbe4e1e,8a96b68508fd4ca00c0cc22521842ffffc29c6b45072006f649bcbbf6cbe4e1e,verified-identical
backend/src/core/businessCell.js,16991,d8cdf28663a47aac08bc936ca1e5f128f0fc31683afa6a40af703d880db93ff9,d8cdf28663a47aac08bc936ca1e5f128f0fc31683afa6a40af703d880db93ff9,verified-identical
backend/src/core/cache.js,3036,4a064c797d71e77f390d5dba8d17e096c46f415c83983f7d825d5a07b2e6181a,4a064c797d71e77f390d5dba8d17e096c46f415c83983f7d825d5a07b2e6181a,verified-identical
backend/src/core/claudeAICoordinator.js,13711,cfb7c80a3efd8983defe0affbe7f3f95e3974df00319b57a14c97eff860b110d,cfb7c80a3efd8983defe0affbe7f3f95e3974df00319b57a14c97eff860b110d,verified-identical
backend/src/core/claudeAIIntegration.js,18972,2569b3af479669fe30b51c358bfa273a8867ab046118200c2e536a83e1fd06e2,2569b3af479669fe30b51c358bfa273a8867ab046118200c2e536a83e1fd06e2,verified-identical
backend/src/core/completeSystemRegistry.js,7336,fa5c0db5aeee4ac440f498ebedcdd060e0683183e68a54b1b7ee15e0ff0e7082,fa5c0db5aeee4ac440f498ebedcdd060e0683183e68a54b1b7ee15e0ff0e7082,verified-identical
backend/src/core/configRegistry.js,14832,8856559651ec4d59c482349a21b1baece187586dc8e49721556080030d409fe7,8856559651ec4d59c482349a21b1baece187586dc8e49721556080030d409fe7,verified-identical
backend/src/core/decisionEngine.js,14932,8908aaecd1b09664252191e10e0a92b7687f03e6d60ad597f41d037897134d0a,8908aaecd1b09664252191e10e0a92b7687f03e6d60ad597f41d037897134d0a,verified-identical
backend/src/core/disruptionRoutingAgent.js,12889,39cb4077405bceb56f06b3d3aaeadf6b06ff32d270446d9cb830974222126f11,39cb4077405bceb56f06b3d3aaeadf6b06ff32d270446d9cb830974222126f11,verified-identical
backend/src/core/dynamicRouteLoader.js,16693,24f04454936f8654200992ca4441ae9516c46a7aab8176839385d5516cf8841e,24f04454936f8654200992ca4441ae9516c46a7aab8176839385d5516cf8841e,verified-identical
backend/src/core/dynamicServiceLoader.js,14574,f286d738efaeb6b8bd6e4cf5bdb7753f90006f1db3061f460d5cbb63d213a10f,f286d738efaeb6b8bd6e4cf5bdb7753f90006f1db3061f460d5cbb63d213a10f,verified-identical
backend/src/core/effectors.js,10548,9cad6f41a668c0d2b9d03fe7b4e5c54dad908d4545240ffe451043ba14959e08,9cad6f41a668c0d2b9d03fe7b4e5c54dad908d4545240ffe451043ba14959e08,verified-identical
backend/src/core/enhancedServiceFramework.js,10120,db88158fe5032da33192b0149154ef2ea4c4a042c44e991eef6136597ba79c16,db88158fe5032da33192b0149154ef2ea4c4a042c44e991eef6136597ba79c16,verified-identical
backend/src/core/erpAgents.js,47482,9377de16656268db010a05eb9f72827403a3ba42a966a33bc6a52c97b0fcac6a,9377de16656268db010a05eb9f72827403a3ba42a966a33bc6a52c97b0fcac6a,verified-identical
backend/src/core/errorHandler.js,2763,9a4c45cfb2917e5613991962d19c2ba3466e5dfb078b21d5c8b527b1bb5ffcb2,9a4c45cfb2917e5613991962d19c2ba3466e5dfb078b21d5c8b527b1bb5ffcb2,verified-identical
backend/src/core/fileConnectivityAudit.js,10685,0cb401288d35855033e8e368246616380a4273db177d7a25b6fc2f3ae8f38c49,0cb401288d35855033e8e368246616380a4273db177d7a25b6fc2f3ae8f38c49,verified-identical
backend/src/core/index.js,1656,c66e09eb42ddc07340cdbfc9851a04f59158069b041f3f4c4b38e31e182df99b,c66e09eb42ddc07340cdbfc9851a04f59158069b041f3f4c4b38e31e182df99b,verified-identical
backend/src/core/mcda.js,8319,98ef55e230d64ddc5eb737a74b55d32c108a7a4f575e9995c153aba9af46060d,98ef55e230d64ddc5eb737a74b55d32c108a7a4f575e9995c153aba9af46060d,verified-identical
backend/src/core/moduleAutoLoader.js,4190,810625f001e4481fc790b3dd32eb75aa616246bd826470be614e72f37da63c71,810625f001e4481fc790b3dd32eb75aa616246bd826470be614e72f37da63c71,verified-identical
backend/src/core/moduleContract.js,1525,f33720de4ba416ce068ee98a420a076ee3ecbda6466b0da83976d61bd6a3d169,f33720de4ba416ce068ee98a420a076ee3ecbda6466b0da83976d61bd6a3d169,verified-identical
backend/src/core/moduleProductionContract.js,1894,1f8e67d9075dcb924ed1ba149892881668d85023435e275e21d0e448f13b7cd2,1f8e67d9075dcb924ed1ba149892881668d85023435e275e21d0e448f13b7cd2,verified-identical
backend/src/core/moduleRegistry.js,14751,5866a01014101d29612609924dc082b10c3444412e8beb26f07bd27385a7993e,5866a01014101d29612609924dc082b10c3444412e8beb26f07bd27385a7993e,verified-identical
backend/src/core/moduleSystemFactory.js,4971,2cd510b014cfeed63a22988212f3de2f54b589eec97334784d5ad7833715bcfb,2cd510b014cfeed63a22988212f3de2f54b589eec97334784d5ad7833715bcfb,verified-identical
backend/src/core/monitoring.js,4221,87cb1e52368df5a4172a45ac665ef16213f56cfa2b43c7b8f8e7c2689ccaca9c,87cb1e52368df5a4172a45ac665ef16213f56cfa2b43c7b8f8e7c2689ccaca9c,verified-identical
backend/src/core/nervousSystem.js,31784,59e506ae6c840d3f788fce563edaaf93ac2e938ecf2f0de7aec328fa87b07a06,59e506ae6c840d3f788fce563edaaf93ac2e938ecf2f0de7aec328fa87b07a06,verified-identical
backend/src/core/outcomeResolver.js,11863,6b9a7b1af12f617db9b67e7497f074b992b02988f91851f79e583fcea147643a,6b9a7b1af12f617db9b67e7497f074b992b02988f91851f79e583fcea147643a,verified-identical
backend/src/core/outcomeSink.js,7466,25294388b33fb5c96b39b5826eada6b4eeec367447e265df38906ac66f853ffb,25294388b33fb5c96b39b5826eada6b4eeec367447e265df38906ac66f853ffb,verified-identical
backend/src/core/productionService.js,5816,1b2ecfe6dee9da6e8cbbf6128f6fec6c66f28eef1b70005c018914bec640af89,1b2ecfe6dee9da6e8cbbf6128f6fec6c66f28eef1b70005c018914bec640af89,verified-identical
backend/src/core/reflexEngine.js,12527,c1cb9231c8b6d900f61c6fdf975f8234867cc37d6afff5112ccd0591cd015a1b,c1cb9231c8b6d900f61c6fdf975f8234867cc37d6afff5112ccd0591cd015a1b,verified-identical
backend/src/core/serviceAuditAndEnhancement.js,10392,5d401410e9b1f92f9e1801b0c34a16512fd6b1578f51e7e0b8e7ddf8802fb4da,5d401410e9b1f92f9e1801b0c34a16512fd6b1578f51e7e0b8e7ddf8802fb4da,verified-identical
backend/src/core/serviceLocator.js,7428,cd785075a080078141d1a8ae35fb479f4d4e4f3d45d51cff561ffb6eccfc0432,cd785075a080078141d1a8ae35fb479f4d4e4f3d45d51cff561ffb6eccfc0432,verified-identical
backend/src/core/signalBus.js,8835,d6be677fe09ce95a654319a935038331af5c8f595c67878a8f21cc8fe3a73582,d6be677fe09ce95a654319a935038331af5c8f595c67878a8f21cc8fe3a73582,verified-identical
backend/src/core/validation.js,4237,9e98aa7715816961e1678da7a8ff171119ef5f16a04bf3ecca02dda37739fc22,9e98aa7715816961e1678da7a8ff171119ef5f16a04bf3ecca02dda37739fc22,verified-identical
backend/src/core/withTransaction.js,4014,635a20ff0acc6ea0f84bc756e34c6fd131c9f0311c6d13ae4493a1bd8930e96b,635a20ff0acc6ea0f84bc756e34c6fd131c9f0311c6d13ae4493a1bd8930e96b,verified-identical
backend/src/database/advanced_pool.js,13739,b7167128594b073aad3c9ad15cd1796504fab5c498d90d6ab5abb806aa3c44dd,b7167128594b073aad3c9ad15cd1796504fab5c498d90d6ab5abb806aa3c44dd,verified-identical
backend/src/database/ai_copilot_schema.sql,7529,43e25a0c9ab454ff1534aa04e7c9170b5f5dbea79707f88edb9205a90b856068,43e25a0c9ab454ff1534aa04e7c9170b5f5dbea79707f88edb9205a90b856068,verified-identical
backend/src/database/ar_vr_schema.sql,6322,66f4e722ba048e506b5030e4971071fc0ae53ac0ea96471bc887e2402ed534c1,66f4e722ba048e506b5030e4971071fc0ae53ac0ea96471bc887e2402ed534c1,verified-identical
backend/src/database/auth_store.json,5956,44d9177bf293c66f8350a3df4505fe13bf143faa3051ad245cf8e8eae1844e18,44d9177bf293c66f8350a3df4505fe13bf143faa3051ad245cf8e8eae1844e18,verified-identical
backend/src/database/biodiversity_schema.sql,10589,cce7d273093e8549be7c8fdd8113bd2e387cf010ba710b5139997a31064d38ef,cce7d273093e8549be7c8fdd8113bd2e387cf010ba710b5139997a31064d38ef,verified-identical
backend/src/database/blockchain_traceability_schema.sql,8528,485e709893b29887059a98ba6832c49a1007d3b4299a6a1e844ce3b2e9fb1c47,485e709893b29887059a98ba6832c49a1007d3b4299a6a1e844ce3b2e9fb1c47,verified-identical
backend/src/database/cache/redis_cache.js,11493,c07265e77c88fec10cd829fe9f0dc28ef12504a95f573afa227beae09ddab8d3,c07265e77c88fec10cd829fe9f0dc28ef12504a95f573afa227beae09ddab8d3,verified-identical
backend/src/database/connection.js,7651,cde5122154cde8dc0f12d0c2ee3633b44f8d9bc21810233e0f1893776ace0912,cde5122154cde8dc0f12d0c2ee3633b44f8d9bc21810233e0f1893776ace0912,verified-identical
backend/src/database/consumer_health_schema.sql,9202,2ed85bf2ebd6fa4a3d508f0766a602a2906f459f2da1fe53f8d3dbf802b228a1,2ed85bf2ebd6fa4a3d508f0766a602a2906f459f2da1fe53f8d3dbf802b228a1,verified-identical
backend/src/database/conversational_ai_schema.sql,9541,e82af477bd103688625727cdf3c792aa11ab78efac72a84f09193cddc9e602d4,e82af477bd103688625727cdf3c792aa11ab78efac72a84f09193cddc9e602d4,verified-identical
backend/src/database/database_enhancements.js,15874,c5d82475491412c195245ae7e458f769d74fc6be20c8793f870f95eb38ef617b,c5d82475491412c195245ae7e458f769d74fc6be20c8793f870f95eb38ef617b,verified-identical
backend/src/database/dbConnection.js,4286,e928981da2e47f0a1eeeb75dcb3ac3b36ec36184b43b5f3db4887255876f70c6,e928981da2e47f0a1eeeb75dcb3ac3b36ec36184b43b5f3db4887255876f70c6,verified-identical
backend/src/database/digital_product_passport_schema.sql,12775,b883e04a58a8758791c7854738ba0bff45ff4eb6f57b274fc1e41f34bffb93a1,b883e04a58a8758791c7854738ba0bff45ff4eb6f57b274fc1e41f34bffb93a1,verified-identical
backend/src/database/engineering_schema.sql,44002,7d77d682ccf9ce7af74230a792d8d17176fab61305654284330677ad5b59c77d,7d77d682ccf9ce7af74230a792d8d17176fab61305654284330677ad5b59c77d,verified-identical
backend/src/database/execute-migrations.js,6311,4b971c5a985405870d7971c4fcac5dca2361774e00d3537420bd58687de439d3,4b971c5a985405870d7971c4fcac5dca2361774e00d3537420bd58687de439d3,verified-identical
backend/src/database/executeMigrationsComplete.js,7080,a4abbfad9d79d8f36c3dac6ddcb431424e44920d4581080d007a2a413a161859,a4abbfad9d79d8f36c3dac6ddcb431424e44920d4581080d007a2a413a161859,verified-identical
backend/src/database/food_intelligence_schema.sql,10263,76ad024529a8a9c5ca492880e1a5e7222f79176b9cad6ea7a4ca4ea9ae4c38b2,76ad024529a8a9c5ca492880e1a5e7222f79176b9cad6ea7a4ca4ea9ae4c38b2,verified-identical
backend/src/database/food_safety_schema.sql,11204,5031f142b8211cb4782a552d419927c9389329562879b71478c07c1a0a8788ff,5031f142b8211cb4782a552d419927c9389329562879b71478c07c1a0a8788ff,verified-identical
backend/src/database/form_management_schema.sql,686,5aec104971178730d455ad39813d0d226b2593b28ba3382d183cfdc040b2f236,5aec104971178730d455ad39813d0d226b2593b28ba3382d183cfdc040b2f236,verified-identical
backend/src/database/form_store.json,1612,23fbc6420ca4a99aae26cfcde6aebd5c451ac71f923bd568476aa2f2360130f2,23fbc6420ca4a99aae26cfcde6aebd5c451ac71f923bd568476aa2f2360130f2,verified-identical
backend/src/database/gi_intelligence_schema.sql,12356,d795a0e726e5353a2a72d7644699a7810b88ec121eb98a8190bdf8d288166ff3,d795a0e726e5353a2a72d7644699a7810b88ec121eb98a8190bdf8d288166ff3,verified-identical
backend/src/database/gst_schema.sql,12233,707a006d1e84b2086fab01003c470b671edd093ab9da805165c54536eac62a0b,707a006d1e84b2086fab01003c470b671edd093ab9da805165c54536eac62a0b,verified-identical
backend/src/database/indexes/comprehensive_indexes.sql,14334,65472ba3acbc4740ee00c674d0b676e8f0bb25c9e15b23f83893bfe584ae70cf,65472ba3acbc4740ee00c674d0b676e8f0bb25c9e15b23f83893bfe584ae70cf,verified-identical
backend/src/database/indigenous_knowledge_schema.sql,9830,d12b77c30237f9c5bc686a6b7e842554781a74cafb5ad4220b389ad4ff7a5075,d12b77c30237f9c5bc686a6b7e842554781a74cafb5ad4220b389ad4ff7a5075,verified-identical
backend/src/database/initializeDB.js,6358,3b4781e9c97ba1f1c4db21c8b1d35db17ed412631a703039630d6c02b9b9c69b,3b4781e9c97ba1f1c4db21c8b1d35db17ed412631a703039630d6c02b9b9c69b,verified-identical
backend/src/database/institutional_procurement_schema.sql,11119,83c0676037785094e5e8b275ecbe26884ee2be99d8204d7d182c30e7b886e8b4,83c0676037785094e5e8b275ecbe26884ee2be99d8204d7d182c30e7b886e8b4,verified-identical
backend/src/database/iot_integration_schema.sql,7605,b5517feebd959ee42e2f59836fcd5803aa99792ad3e5fad637620f6332cbd920,b5517feebd959ee42e2f59836fcd5803aa99792ad3e5fad637620f6332cbd920,verified-identical
backend/src/database/knowledge_graph_schema.sql,6672,e45b87330025d218bf26b8725a2e8ff1b5c8466485ad473bf6bbd87f585811b1,e45b87330025d218bf26b8725a2e8ff1b5c8466485ad473bf6bbd87f585811b1,verified-identical
backend/src/database/laboratory_erp_schema.sql,12271,b78048451b52bb64f998a89cbbec76d70f561794f3bf8e5c3cc9fbee90e7f85f,b78048451b52bb64f998a89cbbec76d70f561794f3bf8e5c3cc9fbee90e7f85f,verified-identical
backend/src/database/logistics_enhancement_schema.sql,14827,2ad087353bfd124e41115927df6cc962b003d345fe8b6a276526fa021b0d59a8,2ad087353bfd124e41115927df6cc962b003d345fe8b6a276526fa021b0d59a8,verified-identical
