"FrontendFile","Method","RawPath","CandidatePath","Status","BackendPath","BackendRouter"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/fertility-management/record/${id}","/fertility-management/record/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","DELETE","/disease-forecasting/forecasts/forecast/${id}","/disease-forecasting/forecasts/forecast/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M246\M246Page.jsx","GET","/api/m246?${params}","/api/m246","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M307\M307Page.jsx","GET","/api/m307/search?q=${encodeURIComponent(searchQuery)}","/api/m307/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M110\M110.jsx","DELETE","/api/v1/backend-modules/M110/${id}","/api/v1/backend-modules/M110/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M110/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M110\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/best-sellers/${id}","/best-sellers/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M046\M046Page.jsx","GET","/api/m046/search?q=${encodeURIComponent(searchQuery)}","/api/m046/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/dairy/animal/${id}","/dairy/animal/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M188\M188.jsx","DELETE","/api/v1/backend-modules/M188/${id}","/api/v1/backend-modules/M188/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M188/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M188\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M276\M276Page.jsx","GET","/api/m276?${params}","/api/m276","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M258\M258Page.jsx","GET","/api/m258/search?q=${encodeURIComponent(searchQuery)}","/api/m258/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\commerceApi.js","PUT","/orders/${id}/status","/orders/:param/status","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M274\M274Page.jsx","DELETE","/api/m274/${id}","/api/m274/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M226\M226Page.jsx","DELETE","/api/m226/${id}","/api/m226/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M200\M200Page.jsx","GET","/api/m200/search?q=${encodeURIComponent(searchQuery)}","/api/m200/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/logistics-enhancement/tracking/${id}","/logistics-enhancement/tracking/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M042\M042Page.jsx","GET","/api/m042?${params}","/api/m042","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M193\M193Page.jsx","GET","/api/m193/search?q=${encodeURIComponent(searchQuery)}","/api/m193/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M133\M133Page.jsx","GET","/api/m133/search?q=${encodeURIComponent(searchQuery)}","/api/m133/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/fish-processing/batch/${id}","/fish-processing/batch/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M141\M141Page.jsx","DELETE","/api/m141/${id}","/api/m141/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M063\M063Page.jsx","DELETE","/api/m063/${id}","/api/m063/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M069\M069Page.jsx","DELETE","/api/m069/${id}","/api/m069/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","DELETE","/role-management/role/${id}","/role-management/role/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M310\M310Page.jsx","GET","/api/m310?${params}","/api/m310","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/ecommercemarketing/apply-promotion/:promoCode","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceMarketingRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/ecommerceai/optimize-inventory/:productId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceAIRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/ecommerceai/forecast-demand/:productId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceAIRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/nutrientvaluesales/calculate-commission/:orderId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nutrientValueSalesRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/ecommercemarketing/update-campaign-metrics/:campaignId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceMarketingRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/ecommercebusinesssales/accept-quotation/:quotationId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceBusinessSalesRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/ecommercemarketing/launch-campaign/:campaignId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceMarketingRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/ecommerceerp/generate-gst-invoice/:orderId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceERPRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/productreview/products/:productId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\productReviewRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/nutrientvaluesales/approve-verification/:verificationId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nutrientValueSalesRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/paymentgateway/refund/:paymentId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\paymentGatewayRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/gst/invoice/:orderId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\finance\gstRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/nutrientvaluesales/assign-tier/:productId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nutrientValueSalesRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/wallet/add-funds/:walletId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\walletRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/farmertraining/certificates/:registrationId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerTrainingRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/ecommercebusinesssales/calculate-commission/:orderId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceBusinessSalesRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/ecommerceerp/sync-customer/:userId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceERPRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/ecommerceintegration/nutrition-score/:productId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceIntegrationRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/nutrientvaluesales/calculate-price/:productId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nutrientValueSalesRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\artificialScientistAPI.js","POST","${base}/${entityType}/${id}/reviews","/:param/:param/:param/reviews","DYNAMIC_NORMALIZED_MATCH","/api/ecommerceerp/sync-inventory/:productId","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceERPRoutes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M059\M059Page.jsx","GET","/api/m059?${params}","/api/m059","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M161\M161Page.jsx","GET","/api/m161?${params}","/api/m161","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\AdvancedMedicalCodingPage.jsx","GET","/advanced-medical-coding/natural-therapist-knowledge/${condition}","/advanced-medical-coding/natural-therapist-knowledge/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","DELETE","/sessions/${id}","/sessions/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M077\M077Page.jsx","GET","/api/m077?${params}","/api/m077","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","DELETE","/farm-activity/activity/${id}","/farm-activity/activity/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M075\M075Page.jsx","DELETE","/api/m075/${id}","/api/m075/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M255\M255Page.jsx","DELETE","/api/m255/${id}","/api/m255/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/irrigation-system/${id}","/irrigation-system/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/research-development/rd-project/${projectId}","/research-development/rd-project/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M209\M209Page.jsx","GET","/api/m209?${params}","/api/m209","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M257\M257Page.jsx","DELETE","/api/m257/${id}","/api/m257/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\componentApi.js","GET","/modules/${moduleId}/operations","/modules/:param/operations","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M229\M229.jsx","DELETE","/api/v1/backend-modules/M229/${id}","/api/v1/backend-modules/M229/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M229/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M229\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M120\M120.jsx","DELETE","/api/v1/backend-modules/M120/${id}","/api/v1/backend-modules/M120/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M120/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M120\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M274\M274Page.jsx","GET","/api/m274/search?q=${encodeURIComponent(searchQuery)}","/api/m274/search","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/groups/${id}","/groups/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M190\M190Page.jsx","DELETE","/api/m190/${id}","/api/m190/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M265\M265.jsx","DELETE","/api/v1/backend-modules/M265/${id}","/api/v1/backend-modules/M265/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M265/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M265\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/istio-configs/${id}","/istio-configs/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M166\M166Page.jsx","DELETE","/api/m166/${id}","/api/m166/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M288\M288.jsx","DELETE","/api/v1/backend-modules/M288/${id}","/api/v1/backend-modules/M288/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M288/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M288\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/rural-development-project/${id}","/rural-development-project/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M336\M336.jsx","DELETE","/api/v1/backend-modules/M336/${id}","/api/v1/backend-modules/M336/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M336/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M336\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/videos/${id}","/videos/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\operationsApi.js","GET","/logistics/shipments/${shipmentId}/live-tracking","/logistics/shipments/:param/live-tracking","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M229\M229Page.jsx","GET","/api/m229?${params}","/api/m229","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","PUT","/research-development/rd-project/${projectId}/milestone/${milestoneId}","/research-development/rd-project/:param/milestone/:param","DYNAMIC_UNRESOLVED",,
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M214\M214.jsx","DELETE","/api/v1/backend-modules/M214/${id}","/api/v1/backend-modules/M214/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M214/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M214\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\modules\M116\M116.jsx","DELETE","/api/v1/backend-modules/M116/${id}","/api/v1/backend-modules/M116/:param","DYNAMIC_NORMALIZED_MATCH","/api/v1/backend-modules/M116/:id","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M116\routes.js"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\modules\M163\M163Page.jsx","GET","/api/m163/search?q=${encodeURIComponent(searchQuery)}","/api/m163/search","DYNAMIC_UNRESOLVED",,
