"File","Import","ExpectedResolvedApi","Exists","CentralApiExists"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\B2BMarketplace.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\BankerDashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\BankPassportPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\BlockchainVerificationPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\BulkOrderPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CADashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CartPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CheckoutPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ClimateAdvisoryPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ClimateMonitoringDashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ClimateMonitoringPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ClimateWeatherPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ColdStorageDashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ColdStoragePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CommunityForumPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CommunityManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ComparePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CompetitivePositionPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CompleteAIIntegrationPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CompleteERPIntegrationPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ComplianceDashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CompliancePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ComprehensiveERPPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ContractFarmingPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CooperativeSharePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CorporateBuyerPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CorridorEconomicsPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CostControlPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CropCalendarPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CropMonitoringPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CropRegistrationPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CropValueReviewPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\CropVarietyPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\DairyManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\DecisionEngineDashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\DecisionSupportPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\DefenseFitnessPrepPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\DietRecipesPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\DigitalTwinDashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\DisruptionPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\DynamicPricingPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\EcommerceIntegrationPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\EcommerceMarketplacePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\EngineeringProjectPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\EnterpriseAIPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\EnterpriseControlPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\EnterpriseIntegrationPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\EnterpriseMemoryDashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ERPDashboard.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ERPDashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\EscrowPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ExperienceLayerPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ExportDocumentationPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmAdvisorPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmCostingPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerFamilyPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerFieldPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerHealthWelfarePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerHomePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerKycPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerPortalPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerProcurementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerProfilePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerRevenueLedgerPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerSellPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerSkillPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FarmerVerificationPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FertilizerInventoryPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FinancialServicesDashboard.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FisheriesManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FitbitCallbackPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FormManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ForwardPricingPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\FPODashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\GoatFarmingPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\GovernmentDashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\GovernmentSubsidyPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\HarvestScorePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\HorticultureManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\HouseholdProcurementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\IdentityManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\IndiaCoveragePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\InformationSharingPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\InputSupplyManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\InsuranceManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\IoTMonitoringDashboard.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\IrrigationManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\KnowledgeBasePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\KnowledgeReferencePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\LabourManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\LandManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\LandRegistryPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\LandUseCarbonPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\LedgerPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\LivestockManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\LoanManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\LoginPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\LogisticsEnhancementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\LogisticsMatchingPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\LogisticsProviderPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\MachineryManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\MarketingCenter.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\MarketIntelligencePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\MarketSignalsPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\MedicalCodingDashboardPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ModuleHubPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\ModuleRuntimePage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\NervousSystemPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\NurseryManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\NutrientCalculatorPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\NutrientValueMarketplace.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\OperationalDashboard.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\OperationsManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\OrchardManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\OrderDetailPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\OrganizationTenantManagementPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\PaymentGatewayPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\PaymentProcessingPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\pages\PigFarmingPage.jsx","../services/api","C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","True","True"
