"RouterFile","Prefixes","ReachableFiles","HasController","HasMiddleware","HasService","HasRepository","HasModel","HasDatabase","HasRedis","HasQueue","HasAI","HasERP","HasGraphQL","HasRealtime","HasIntegration","HasSecurity"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M014\routes.js","/api/v1/backend-modules/M014","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M015\routes.js","/api/v1/backend-modules/M015","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M016\routes.js","/api/v1/backend-modules/M016","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M017\routes.js","/api/v1/backend-modules/M017","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M018\routes.js","/api/v1/backend-modules/M018","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M019\routes.js","/api/v1/backend-modules/M019","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M020\routes.js","/api/v1/backend-modules/M020","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M021\routes.js","/api/v1/backend-modules/M021","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M022\routes.js","/api/v1/backend-modules/M022","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M023\routes.js","/api/v1/backend-modules/M023","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M024\routes.js","/api/v1/backend-modules/M024","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M025\routes.js","/api/v1/backend-modules/M025","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M026\routes.js","/api/v1/backend-modules/M026","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M027\routes.js","/api/v1/backend-modules/M027","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M028\routes.js","/api/v1/backend-modules/M028","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M029\routes.js","/api/v1/backend-modules/M029","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M030\routes.js","/api/v1/backend-modules/M030","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M031\routes.js","/api/v1/backend-modules/M031","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M032\routes.js","/api/v1/backend-modules/M032","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M033\routes.js","/api/v1/backend-modules/M033","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M034\routes.js","/api/v1/backend-modules/M034","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M035\routes.js","/api/v1/backend-modules/M035","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M036\routes.js","/api/v1/backend-modules/M036","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M037\routes.js","/api/v1/backend-modules/M037","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M038\routes.js","/api/v1/backend-modules/M038","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M039\routes.js","/api/v1/backend-modules/M039","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M040\routes.js","/api/v1/backend-modules/M040","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M041\routes.js","/api/v1/backend-modules/M041","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M042\routes.js","/api/v1/backend-modules/M042","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M043\routes.js","/api/v1/backend-modules/M043","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M044\routes.js","/api/v1/backend-modules/M044","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M045\routes.js","/api/v1/backend-modules/M045","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M046\routes.js","/api/v1/backend-modules/M046","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M047\routes.js","/api/v1/backend-modules/M047","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M048\routes.js","/api/v1/backend-modules/M048","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M049\routes.js","/api/v1/backend-modules/M049","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M050\routes.js","/api/v1/backend-modules/M050","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M051\routes.js","/api/v1/backend-modules/M051","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M052\routes.js","/api/v1/backend-modules/M052","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M053\routes.js","/api/v1/backend-modules/M053","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M054\routes.js","/api/v1/backend-modules/M054","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M055\routes.js","/api/v1/backend-modules/M055","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M056\routes.js","/api/v1/backend-modules/M056","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M057\routes.js","/api/v1/backend-modules/M057","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M058\routes.js","/api/v1/backend-modules/M058","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M059\routes.js","/api/v1/backend-modules/M059","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M060\routes.js","/api/v1/backend-modules/M060","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M061\routes.js","/api/v1/backend-modules/M061","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M062\routes.js","/api/v1/backend-modules/M062","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M063\routes.js","/api/v1/backend-modules/M063","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M064\routes.js","/api/v1/backend-modules/M064","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M065\routes.js","/api/v1/backend-modules/M065","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M066\routes.js","/api/v1/backend-modules/M066","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M067\routes.js","/api/v1/backend-modules/M067","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M068\routes.js","/api/v1/backend-modules/M068","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M069\routes.js","/api/v1/backend-modules/M069","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M070\routes.js","/api/v1/backend-modules/M070","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M071\routes.js","/api/v1/backend-modules/M071","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M072\routes.js","/api/v1/backend-modules/M072","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M073\routes.js","/api/v1/backend-modules/M073","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M074\routes.js","/api/v1/backend-modules/M074","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M075\routes.js","/api/v1/backend-modules/M075","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M076\routes.js","/api/v1/backend-modules/M076","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M077\routes.js","/api/v1/backend-modules/M077","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M078\routes.js","/api/v1/backend-modules/M078","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M079\routes.js","/api/v1/backend-modules/M079","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M080\routes.js","/api/v1/backend-modules/M080","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M081\routes.js","/api/v1/backend-modules/M081","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M082\routes.js","/api/v1/backend-modules/M082","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M083\routes.js","/api/v1/backend-modules/M083","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M084\routes.js","/api/v1/backend-modules/M084","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M085\routes.js","/api/v1/backend-modules/M085","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M086\routes.js","/api/v1/backend-modules/M086","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M087\routes.js","/api/v1/backend-modules/M087","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M088\routes.js","/api/v1/backend-modules/M088","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M089\routes.js","/api/v1/backend-modules/M089","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M090\routes.js","/api/v1/backend-modules/M090","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M091\routes.js","/api/v1/backend-modules/M091","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M092\routes.js","/api/v1/backend-modules/M092","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M093\routes.js","/api/v1/backend-modules/M093","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M094\routes.js","/api/v1/backend-modules/M094","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M095\routes.js","/api/v1/backend-modules/M095","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M096\routes.js","/api/v1/backend-modules/M096","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M097\routes.js","/api/v1/backend-modules/M097","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M098\routes.js","/api/v1/backend-modules/M098","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M099\routes.js","/api/v1/backend-modules/M099","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M100\routes.js","/api/v1/backend-modules/M100","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M101\routes.js","/api/v1/backend-modules/M101","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M102\routes.js","/api/v1/backend-modules/M102","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M103\routes.js","/api/v1/backend-modules/M103","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M104\routes.js","/api/v1/backend-modules/M104","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M105\routes.js","/api/v1/backend-modules/M105","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M106\routes.js","/api/v1/backend-modules/M106","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M107\routes.js","/api/v1/backend-modules/M107","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M108\routes.js","/api/v1/backend-modules/M108","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M109\routes.js","/api/v1/backend-modules/M109","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M110\routes.js","/api/v1/backend-modules/M110","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M111\routes.js","/api/v1/backend-modules/M111","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M112\routes.js","/api/v1/backend-modules/M112","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M113\routes.js","/api/v1/backend-modules/M113","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M114\routes.js","/api/v1/backend-modules/M114","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M115\routes.js","/api/v1/backend-modules/M115","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M116\routes.js","/api/v1/backend-modules/M116","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M117\routes.js","/api/v1/backend-modules/M117","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M118\routes.js","/api/v1/backend-modules/M118","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M119\routes.js","/api/v1/backend-modules/M119","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M120\routes.js","/api/v1/backend-modules/M120","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M121\routes.js","/api/v1/backend-modules/M121","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M122\routes.js","/api/v1/backend-modules/M122","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M123\routes.js","/api/v1/backend-modules/M123","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M124\routes.js","/api/v1/backend-modules/M124","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M125\routes.js","/api/v1/backend-modules/M125","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M126\routes.js","/api/v1/backend-modules/M126","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M127\routes.js","/api/v1/backend-modules/M127","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M128\routes.js","/api/v1/backend-modules/M128","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M129\routes.js","/api/v1/backend-modules/M129","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M130\routes.js","/api/v1/backend-modules/M130","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M131\routes.js","/api/v1/backend-modules/M131","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M132\routes.js","/api/v1/backend-modules/M132","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M133\routes.js","/api/v1/backend-modules/M133","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M134\routes.js","/api/v1/backend-modules/M134","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M135\routes.js","/api/v1/backend-modules/M135","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M136\routes.js","/api/v1/backend-modules/M136","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M137\routes.js","/api/v1/backend-modules/M137","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M138\routes.js","/api/v1/backend-modules/M138","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M139\routes.js","/api/v1/backend-modules/M139","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M140\routes.js","/api/v1/backend-modules/M140","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M141\routes.js","/api/v1/backend-modules/M141","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M142\routes.js","/api/v1/backend-modules/M142","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M143\routes.js","/api/v1/backend-modules/M143","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M144\routes.js","/api/v1/backend-modules/M144","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M145\routes.js","/api/v1/backend-modules/M145","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M146\routes.js","/api/v1/backend-modules/M146","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M147\routes.js","/api/v1/backend-modules/M147","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M148\routes.js","/api/v1/backend-modules/M148","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\modules\M149\routes.js","/api/v1/backend-modules/M149","1941","True","True","True","False","False","True","True","False","True","False","False","True","True","False"
