"PhysicalPath","FileName","Extension","SizeBytes","SHA256","PhysicalItemID","IdentitySource","Confidence","AuthorityOriginalPath","AuthorityCurrentLocation","AuthorityOriginalFileName","LogicalIdentity","ImplementationIdentity","VariantIdentity","LibraryPathMatch","LibraryHashMatch","SubhEvidenceMatch","Status","Reason"
".claude\worktrees\agent-a9f69f226252901da\AFRERA_DEVELOPMENT_STACK_SETUP.md","AFRERA_DEVELOPMENT_STACK_SETUP.md",".md","13482","4FE1A7BBDFC685CA01B0EB94EB6557897814A3ED7FF0EB0662D5ED7202F3E788","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_DIGITAL_ORGANISM_REFERENCE_ARCHITECTURE_DORA.md","AFRERA_DIGITAL_ORGANISM_REFERENCE_ARCHITECTURE_DORA.md",".md","25371","8C4BBA5ABCDC92C23600B3EBF5457C5500DC995157ECFF432AE21DA330BDDEA1","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_SPECIFICATION.md","AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_SPECIFICATION.md",".md","57595","A5E4B0EE07703331AD5BF21EDD437FE9E4B7B105B281440B0A95DC5C01615C15","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_ENTERPRISE_AI_INTELLIGENCE_FABRIC.md","AFRERA_ENTERPRISE_AI_INTELLIGENCE_FABRIC.md",".md","29393","E2C6F79E7F176727E68DB9AD7D505EC1CE8426BDF7CDBD85CC2321992C22113D","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_ENTERPRISE_MODULE_SPECIFICATION_30_LEVEL_FRAMEWORK.md","AFRERA_ENTERPRISE_MODULE_SPECIFICATION_30_LEVEL_FRAMEWORK.md",".md","23442","DC198FC28B03CC0ABC521BF7069F9BE9FF69C50A38ECF2B9E873D8015D5D8BEA","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_ENTERPRISE_PLATFORM_HIERARCHY_SPECIFICATION.md","AFRERA_ENTERPRISE_PLATFORM_HIERARCHY_SPECIFICATION.md",".md","20266","6AB672BEC67AF00856F23DC207D02D4659E18B36AF6F0D2B950E9C13422FCF53","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_ENTERPRISE_STRUCTURE.md","AFRERA_ENTERPRISE_STRUCTURE.md",".md","30650","7A5FABAA9623BC9863B5E33657EF9CF5BED1C633F1FC8BB99EBA8A0BD2AC260C","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_FINANCIAL_SERVICES_PLATFORM_SPECIFICATION.md","AFRERA_FINANCIAL_SERVICES_PLATFORM_SPECIFICATION.md",".md","42662","98758D543A484E2CB15789482482B1EB3F2E4B0AEF9DFF8F0514E425F04C7245","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_IMPLEMENTATION_INSTRUCTIONS_FOR_DEVIN.md","AFRERA_IMPLEMENTATION_INSTRUCTIONS_FOR_DEVIN.md",".md","21551","41C46896B6280AC22CF04C4B74ED9877EE239419E653AD785BDC8EC98EC029F4","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_INNOVATION_ARCHITECTURE_SPECIFICATION.md","AFRERA_INNOVATION_ARCHITECTURE_SPECIFICATION.md",".md","27827","9CEF75542FA411455460F77AE33B3A0E01CB4FF1E2A940FA28ABFD7B317F2D14","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_INTEGRATED_PLATFORM_ARCHITECTURE.md","AFRERA_INTEGRATED_PLATFORM_ARCHITECTURE.md",".md","61848","393C57E8C2AF88DB89FCE98459C00A6D28405F81B649755D4D7152CBC595A9E8","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_MASTER_ARCHITECTURAL_SPECIFICATION.md","AFRERA_MASTER_ARCHITECTURAL_SPECIFICATION.md",".md","20876","9BBF1FA661E7DAAA4DCD8C12558C32E0C6807B34643B3266C2DBC5E936B12C24","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_MASTER_ENGINEERING_DIRECTIVE_DOA_BIEA.md","AFRERA_MASTER_ENGINEERING_DIRECTIVE_DOA_BIEA.md",".md","25166","7DF07D12A27E7F1EB2D81823709401B888918BA3C980E5F88295504FF8077078","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_MISSING_PLATFORMS_ANALYSIS.md","AFRERA_MISSING_PLATFORMS_ANALYSIS.md",".md","43879","B6D41BB2FC89EA7B45E2E18E72692A98F5A9E6C5D7B41845C5CED2A1B2E2FA60","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_NEXT_GENERATION_TRANSFORMATION_PROGRAM.md","AFRERA_NEXT_GENERATION_TRANSFORMATION_PROGRAM.md",".md","29853","CF58E534906EDEC2DA369287C865C21EEF42B3D2BFB2F258BC17B095766854C7","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\afrera_platform_v43.html","afrera_platform_v43.html",".html","1178331","A1F3E221B263AE20D9F0F62BCCD0D5138D8517DF96371F00FA0E6EE0F45AC9CC","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_PRECISION_AGRICULTURE_INTELLIGENCE_PLATFORM_SPECIFICATION.md","AFRERA_PRECISION_AGRICULTURE_INTELLIGENCE_PLATFORM_SPECIFICATION.md",".md","31479","1E2A525A5081A0C37068180FE328C8C00408F518C10BF5D84452A2F7C7A5561A","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_PUBLIC_DATA_INTELLIGENCE_PLATFORM_SPECIFICATION.md","AFRERA_PUBLIC_DATA_INTELLIGENCE_PLATFORM_SPECIFICATION.md",".md","28304","3E75F5E588EAAE7B949FDA5259A20026D352A24FACCCBE873927CAED46A78DE9","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_PUBLIC_DATA_INTELLIGENCE_PLATFORM_SPECIFICATION_ENHANCED.md","AFRERA_PUBLIC_DATA_INTELLIGENCE_PLATFORM_SPECIFICATION_ENHANCED.md",".md","32066","29354528C96AD99E081C2EB0EDA7090EC07F3E4B9EAF2735342BAD5497F1ECF5","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_SOFTWARE_ANATOMY_SPECIFICATION.md","AFRERA_SOFTWARE_ANATOMY_SPECIFICATION.md",".md","20501","E0DCC28F37FCE0E37D0C04A2F82D211B45F0520C79657F4734E50EC101E06192","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_UNIFIED_MULTI_EXPERIENCE_PLATFORM_ARCHITECTURE.md","AFRERA_UNIFIED_MULTI_EXPERIENCE_PLATFORM_ARCHITECTURE.md",".md","26361","6EF4D2F20D0EB9F8A7F39589DD5EBD2E54FAC28D57DBD54F2A156DD461C47A4B","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\AFRERA_VETERINARY_INTELLIGENCE_PLATFORM_SPECIFICATION.md","AFRERA_VETERINARY_INTELLIGENCE_PLATFORM_SPECIFICATION.md",".md","30797","EC103EC99E2D25F5EE8817FEA84E7CE3AED87665A26887E4B53C9F3AD357A4D9","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\ARCHITECTURE_ENHANCEMENT_PLAN.md","ARCHITECTURE_ENHANCEMENT_PLAN.md",".md","15960","54655AB48F42129673C4A620E934AC0CBFDF4C1D8ACF502B081077C58450B88F","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\audit_initial_report.md","audit_initial_report.md",".md","2729","20EAF533CA484FB1EFE69FA9E46AD9C187E7ED575EDD85487044E372A4808E90","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\audit_module_inventory.csv","audit_module_inventory.csv",".csv","1735","14AC5AA9BBD0C0251667977A91AC7208A10013F013AE67BFBFDC2DB8B1CC09C7","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\audit_test_results.md","audit_test_results.md",".md","1177","2175FC28C5AE7C97895B8A8211D476A35C937A6FFEC04CA0DAB818B141E6D9FA","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\CLAUDE.md","CLAUDE.md",".md","5026","D756867AE6985D74185BE089F2282AF76A449604FBAB2F7F1419255E29205861","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\CLAUDE_ENHANCEMENT_PROMPT.md","CLAUDE_ENHANCEMENT_PROMPT.md",".md","3194","D1EF6BAA20881E5B890D8C13CC83330B7AF50E2451BAC5120F97528D7BC6678D","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\COMPLETION_REPORT.md","COMPLETION_REPORT.md",".md","11848","25B781826231E348A26E1345C3091523FF9A3C3FA1A2AB5A9832AD0F995D8871","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\COMPREHENSIVE_AUDIT_REPORT.md","COMPREHENSIVE_AUDIT_REPORT.md",".md","27511","AFCFC4DD210E80C2F56CFDD376F8764CE1AB9DC4409A1B1A6452BB87F00F6220","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\COMPREHENSIVE_MODULE_COMPLETION_REPORT.md","COMPREHENSIVE_MODULE_COMPLETION_REPORT.md",".md","12186","4A744B6BAABA2597FC0B1484853ACE526BEB16295978E4DB6E49F105AB49C074","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\COMPREHENSIVE_PROJECT_ANALYSIS.md","COMPREHENSIVE_PROJECT_ANALYSIS.md",".md","63885","38E25CCA3D4CFEA8713F10E6ADBF0D78D29FDEF31352037060090EEB7F70D2B6","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EARLIER_SPECIFICATION_SET_STATUS.md","EARLIER_SPECIFICATION_SET_STATUS.md",".md","4296","75A982F8F48E680D7A4A6CE9D8E3F5AD0FE17AEFB0B3F1F50EDCD785DDC3F032","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EBDESIGN.code-workspace","EBDESIGN.code-workspace",".code-workspace","67","1CCFB133087107E717EA6D77D21067C61B3ABA1369B24D63CCBDA239259A3C35","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\ENGINEERING_ENHANCEMENT_COMPLETION_REPORT.md","ENGINEERING_ENHANCEMENT_COMPLETION_REPORT.md",".md","16809","FEBB34A3227289C98EBF02795B9D53EE12E8B7A84EE25CC3FB81D2E419B84D28","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\ENGINEERING_ENHANCEMENT_PLAN.md","ENGINEERING_ENHANCEMENT_PLAN.md",".md","25471","6279CC764B51C7F847E5320BCBA1902915B318EEFD852510755022D6F22E830C","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\ENTERPRISE_FORM_MANAGEMENT_PLATFORM_SPECIFICATION.md","ENTERPRISE_FORM_MANAGEMENT_PLATFORM_SPECIFICATION.md",".md","667944","4C02112EB8C229A2C942351B9273ADC2B474DCD4E0C4C4C6E23A13B93F8020C4","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_CAP_IMPLEMENTATION_BACKLOG.md","EVGA_CAP_IMPLEMENTATION_BACKLOG.md",".md","4013","D41F786137A2856EC88431F865CF51C582CFDFA4C77EB8AA7E2A1A87C67EC506","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\evga_cap_map.csv","evga_cap_map.csv",".csv","127993","A595760155D2F22245C3D3162CCBC80134D29BB41AAA281DA0F8F72151A56B99","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\evga_cap_mapping.md","evga_cap_mapping.md",".md","2783","8A2C865489A0FB90E04A7437497A81D83119F809E13B91D3C87CD81169776DEA","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_FINAL_Deliverables.md","EVGA_FINAL_Deliverables.md",".md","29545","7A2D988491C055B5B3AA1D6205ADC95D994FE32BE800EADB5F4751770D892887","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md","EVGA_PHASE11_Expanded_Enterprise_Platforms_Audit.md",".md","31859","521236594BF26917E38FCB507B45C78347E41A2DA45B392B60401BFC796FF2A7","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE13_Enhanced_Evidence_Verification.md","EVGA_PHASE13_Enhanced_Evidence_Verification.md",".md","27488","2352351893AD8180B9366500A435CADD03CCEE429FB4CF893AA165A70D7DF145","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE13_Enhanced_Evidence_Verification.pdf","EVGA_PHASE13_Enhanced_Evidence_Verification.pdf",".pdf","801545","F473B3D59DCE61639FC6AB8687478632F154F707F87BD1CF6FBFF4B8A1D2975C","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE13_REVERIFIED_2026-08-03.md","EVGA_PHASE13_REVERIFIED_2026-08-03.md",".md","9586","906437DE021DADA95DB013D6A5398E0D2387C7D237B2F03F2744AAAFECF6FDA5","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE14_Enhanced_Heat_Maps.md","EVGA_PHASE14_Enhanced_Heat_Maps.md",".md","24986","C8BD3E93736453A491B202CD561FD4E75EE600F560BF5A541FDD2D9840546497","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE1_Repository_Inventory.md","EVGA_PHASE1_Repository_Inventory.md",".md","19641","C47C32E41EEFA16F10548487E3EB1218ED4C984ACAB78CFCCE34F339ECB1145B","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE2_Documentation_Discovery.md","EVGA_PHASE2_Documentation_Discovery.md",".md","4078","EF50B99E6FB9702FDE8B8FDA58905E8017AFC4FC36A46B1C75625ABD46B8CC16","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE3_Master_Capability_Repository.md","EVGA_PHASE3_Master_Capability_Repository.md",".md","44709","9572152CFD699AC9AB32B9263011E3DF7791D2FFA35FE72E7F165FD2353FE4F7","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE4_Evidence_Based_Verification.md","EVGA_PHASE4_Evidence_Based_Verification.md",".md","52620","3B4FA89F1044E165AFA49CF3CE387840877F6ED0DF4C8D6A56FA7D87D0FCBC1A","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE5_Problem_Detection.md","EVGA_PHASE5_Problem_Detection.md",".md","30217","E6F426EA88004CD2117DD3B11A6FB118B1837A822F29D02CE23A544193D74278","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE6_Heat_Maps.md","EVGA_PHASE6_Heat_Maps.md",".md","20612","C34E07EB5B663612FA507C3872208781B1DD58500CA1C2A2400092EDB33ECE21","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE7_Traceability_Matrix.md","EVGA_PHASE7_Traceability_Matrix.md",".md","20077","389D7285D84516BD3FC5B9FC108DD2AE97F10FF80017E57360DDE6E2BD90B189","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE8_AI_Verification.md","EVGA_PHASE8_AI_Verification.md",".md","24442","BA499AA9E11CCA99A78F18A5ED3954C02356DEC482BEC2E48A9346D7C5C9A13E","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\EVGA_PHASE9_Production_Readiness.md","EVGA_PHASE9_Production_Readiness.md",".md","20831","6DECB0DA45949FF1485E19FE2E463D04CDBF804DC47F7F94541DF092E84AC734","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\fix_markdown.py","fix_markdown.py",".py","2967","CCD4EFD9C9A18D343EFECD4292838725EE93D58CCDACB1799F069F1080FA4225","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\FUTURE_WORKFLOW.md","FUTURE_WORKFLOW.md",".md","7981","CDA656B5A227890C30AC1AB8A2AF8F480CBB210EF5C9651E4855C836B04D1FCF","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\HUMAN_HEALTH_INTELLIGENCE_PLATFORM_SPECIFICATION.md","HUMAN_HEALTH_INTELLIGENCE_PLATFORM_SPECIFICATION.md",".md","33671","3A1CE3071C59E160BC496010F5542DD8D1318572E3A7351E0F6ECF2745CE7741","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\IMPLEMENTATION_INDEX.md","IMPLEMENTATION_INDEX.md",".md","11852","4846118A84875645620589AA1FE0B0FEC9E2B1009AE04607CA6F13460B71A95E","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\IMPLEMENTATION_MATRIX.md","IMPLEMENTATION_MATRIX.md",".md","22086","AF5BE2A5B60F6C96DDA6A4C4892E6DEFE25F2135D30E7A6B8DC3295FBEC791FB","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\IMPLEMENTATION_SUMMARY_2026-08-05.md","IMPLEMENTATION_SUMMARY_2026-08-05.md",".md","12253","0E69AB266D7437E2777148BC595661955C06BF071C133977CCFE141498397BDF","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\ISSUES_AND_RESOLUTIONS_REPORT.md","ISSUES_AND_RESOLUTIONS_REPORT.md",".md","40059","9C67907AA2CCEDDCB4EC3A0A0EE434D14675A337C90E7075FDDBB26647349792","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\MASTER_DOCUMENTATION_INDEX_AND_REOS_ROADMAP.md","MASTER_DOCUMENTATION_INDEX_AND_REOS_ROADMAP.md",".md","16743","72DC0022673FBA6F6D0E6A57A923D542FF4329B212C4729CADFD5056A19C66C7","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\missing_in_code_caps.csv","missing_in_code_caps.csv",".csv","69244","71534EAEE5138985B2FA9980F0DD4C94DE709B444A1DC75830F879CD19F10D89","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\MODULES_IMPLEMENTATION_README.md","MODULES_IMPLEMENTATION_README.md",".md","20746","A146F85BFC90832AE45FD098E3998A69E644ECBA080423E2D99DBCEA56A15FF2","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\MODULE_COMPLETION_REPORT.md","MODULE_COMPLETION_REPORT.md",".md","6518","48C2362874886A35C05E2A77ED0F0CB472BF4A2B841DC4EED348303FF2E11D5D","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
".claude\worktrees\agent-a9f69f226252901da\MODULE_DESIGN_SPECIFICATION_CUSTOMER_ISSUE_RESOLUTION.md","MODULE_DESIGN_SPECIFICATION_CUSTOMER_ISSUE_RESOLUTION.md",".md","86471","0744DBD0B4D045314C34EBCDB383BD9E78A520BEBF862C518E07250EE6B53046","","","0","","","","","","","False","False","False","UNKNOWN","No authoritative path/SHA256 identity or library duplicate established."
