"PhysicalPath","FileName","Extension","SizeBytes","SHA256","PhysicalItemID","IdentitySource","Confidence","AuthorityOriginalPath","AuthorityCurrentLocation","AuthorityOriginalFileName","LogicalIdentity","ImplementationIdentity","VariantIdentity","LibraryPathMatch","LibraryHashMatch","SubhEvidenceMatch","Status","Reason","TriageBucket","TriageReason"
"AFRERA_BIO_INSPIRED_ENTERPRISE_INTELLIGENCE_ARCHITECTURE_BIEA.md","AFRERA_BIO_INSPIRED_ENTERPRISE_INTELLIGENCE_ARCHITECTURE_BIEA.md",".md","30211","ADE053AB46F6E4DC78EAA48B65B72D9A4F1EBD40FF9EC1B99D8511FE6E4B7416","EBD-PHY-0000260640","AUTHORITY_PATH","85","AFRERA_BIO_INSPIRED_ENTERPRISE_INTELLIGENCE_ARCHITECTURE_BIEA.md","AFRERA_BIO_INSPIRED_ENTERPRISE_INTELLIGENCE_ARCHITECTURE_BIEA.md","AFRERA_BIO_INSPIRED_ENTERPRISE_INTELLIGENCE_ARCHITECTURE_BIEA.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_BUSINESS_CELL_ANATOMY_MODULE_IMPLEMENTATION.md","AFRERA_BUSINESS_CELL_ANATOMY_MODULE_IMPLEMENTATION.md",".md","40876","8A6C60324687C2DF5A23B7FA81DC99CA63A7B1B9552AC3A8C9125B858B3706AF","EBD-PHY-0000260641","AUTHORITY_PATH","85","AFRERA_BUSINESS_CELL_ANATOMY_MODULE_IMPLEMENTATION.md","AFRERA_BUSINESS_CELL_ANATOMY_MODULE_IMPLEMENTATION.md","AFRERA_BUSINESS_CELL_ANATOMY_MODULE_IMPLEMENTATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_BUSINESS_CELL_ANATOMY_SPECIFICATION.md","AFRERA_BUSINESS_CELL_ANATOMY_SPECIFICATION.md",".md","31363","DADEF7562B742C513F22E4DE89A975E50AE66610935E366A66168670116E7D7B","EBD-PHY-0000260642","AUTHORITY_PATH","85","AFRERA_BUSINESS_CELL_ANATOMY_SPECIFICATION.md","AFRERA_BUSINESS_CELL_ANATOMY_SPECIFICATION.md","AFRERA_BUSINESS_CELL_ANATOMY_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_CLAUDE_BUILD_DIRECTIVE.md","AFRERA_CLAUDE_BUILD_DIRECTIVE.md",".md","50896","5B2A5212C015467E9257600E4C2E562FDFB132E9D5FB38EFC372613B50111F75","EBD-PHY-0000260643","AUTHORITY_PATH","85","AFRERA_CLAUDE_BUILD_DIRECTIVE.md","AFRERA_CLAUDE_BUILD_DIRECTIVE.md","AFRERA_CLAUDE_BUILD_DIRECTIVE.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_DEVELOPMENT_INFRASTRUCTURE_MODULE_IMPLEMENTATION.md","AFRERA_DEVELOPMENT_INFRASTRUCTURE_MODULE_IMPLEMENTATION.md",".md","49476","A2DEFE8915342B1B8DC4089EB0A55B3A951EC92CBCE46ACB99F5A675F247D766","EBD-PHY-0000260644","AUTHORITY_PATH","85","AFRERA_DEVELOPMENT_INFRASTRUCTURE_MODULE_IMPLEMENTATION.md","AFRERA_DEVELOPMENT_INFRASTRUCTURE_MODULE_IMPLEMENTATION.md","AFRERA_DEVELOPMENT_INFRASTRUCTURE_MODULE_IMPLEMENTATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_DEVELOPMENT_INFRASTRUCTURE_SPECIFICATION.md","AFRERA_DEVELOPMENT_INFRASTRUCTURE_SPECIFICATION.md",".md","23935","44809954299B69D2A5406BFC3062004284036BDD35C809833C9E8FF00AD873C5","EBD-PHY-0000260645","AUTHORITY_PATH","85","AFRERA_DEVELOPMENT_INFRASTRUCTURE_SPECIFICATION.md","AFRERA_DEVELOPMENT_INFRASTRUCTURE_SPECIFICATION.md","AFRERA_DEVELOPMENT_INFRASTRUCTURE_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_DEVELOPMENT_OPERATING_SYSTEM_MODULE_IMPLEMENTATION.md","AFRERA_DEVELOPMENT_OPERATING_SYSTEM_MODULE_IMPLEMENTATION.md",".md","50875","A9F269648CBF295C70F48EBB2D94BDE5B103A398C944791C798E55B1CF33025C","EBD-PHY-0000260646","AUTHORITY_PATH","85","AFRERA_DEVELOPMENT_OPERATING_SYSTEM_MODULE_IMPLEMENTATION.md","AFRERA_DEVELOPMENT_OPERATING_SYSTEM_MODULE_IMPLEMENTATION.md","AFRERA_DEVELOPMENT_OPERATING_SYSTEM_MODULE_IMPLEMENTATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_DEVELOPMENT_OPERATING_SYSTEM_SPECIFICATION.md","AFRERA_DEVELOPMENT_OPERATING_SYSTEM_SPECIFICATION.md",".md","60015","8306E68F08B4E4F0DF8F964DB3966377E6E8E0143109CB72177CCBD143DFB6B9","EBD-PHY-0000260647","AUTHORITY_PATH","85","AFRERA_DEVELOPMENT_OPERATING_SYSTEM_SPECIFICATION.md","AFRERA_DEVELOPMENT_OPERATING_SYSTEM_SPECIFICATION.md","AFRERA_DEVELOPMENT_OPERATING_SYSTEM_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_DEVELOPMENT_STACK_SETUP.md","AFRERA_DEVELOPMENT_STACK_SETUP.md",".md","13482","4FE1A7BBDFC685CA01B0EB94EB6557897814A3ED7FF0EB0662D5ED7202F3E788","EBD-PHY-0000260648","AUTHORITY_PATH","85","AFRERA_DEVELOPMENT_STACK_SETUP.md","AFRERA_DEVELOPMENT_STACK_SETUP.md","AFRERA_DEVELOPMENT_STACK_SETUP.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_DIGITAL_ORGANISM_REFERENCE_ARCHITECTURE_DORA.md","AFRERA_DIGITAL_ORGANISM_REFERENCE_ARCHITECTURE_DORA.md",".md","24014","4E5A7465331043059101CC05E03226DACC227B03F077959971682656B099CC61","EBD-PHY-0000260649","AUTHORITY_PATH","85","AFRERA_DIGITAL_ORGANISM_REFERENCE_ARCHITECTURE_DORA.md","AFRERA_DIGITAL_ORGANISM_REFERENCE_ARCHITECTURE_DORA.md","AFRERA_DIGITAL_ORGANISM_REFERENCE_ARCHITECTURE_DORA.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_MODULE_IMPLEMENTATION.md","AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_MODULE_IMPLEMENTATION.md",".md","58201","AB8BCABC8703FAF5AD574969BFB66F96E0131C1A643ED6DA2881ADD498D09AC6","EBD-PHY-0000260650","AUTHORITY_PATH","85","AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_MODULE_IMPLEMENTATION.md","AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_MODULE_IMPLEMENTATION.md","AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_MODULE_IMPLEMENTATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_SPECIFICATION.md","AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_SPECIFICATION.md",".md","57595","A5E4B0EE07703331AD5BF21EDD437FE9E4B7B105B281440B0A95DC5C01615C15","EBD-PHY-0000260651","AUTHORITY_PATH","85","AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_SPECIFICATION.md","AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_SPECIFICATION.md","AFRERA_ENGINEERING_GOVERNANCE_SYSTEM_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_ENTERPRISE_AI_INTELLIGENCE_FABRIC.md","AFRERA_ENTERPRISE_AI_INTELLIGENCE_FABRIC.md",".md","27960","56D087C40E116E41BB462CA9125C67F42D35770497F0C377EC54B1F01C2CF832","EBD-PHY-0000260652","AUTHORITY_PATH","85","AFRERA_ENTERPRISE_AI_INTELLIGENCE_FABRIC.md","AFRERA_ENTERPRISE_AI_INTELLIGENCE_FABRIC.md","AFRERA_ENTERPRISE_AI_INTELLIGENCE_FABRIC.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_ENTERPRISE_MODULE_SPECIFICATION_30_LEVEL_FRAMEWORK.md","AFRERA_ENTERPRISE_MODULE_SPECIFICATION_30_LEVEL_FRAMEWORK.md",".md","22415","0B632EF0A8694C604987214CE9F8DE7D98EE08F2D0801DFD9AA97A965F0C47CD","EBD-PHY-0000260653","AUTHORITY_PATH","85","AFRERA_ENTERPRISE_MODULE_SPECIFICATION_30_LEVEL_FRAMEWORK.md","AFRERA_ENTERPRISE_MODULE_SPECIFICATION_30_LEVEL_FRAMEWORK.md","AFRERA_ENTERPRISE_MODULE_SPECIFICATION_30_LEVEL_FRAMEWORK.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_ENTERPRISE_PLATFORM_HIERARCHY_MODULE_IMPLEMENTATION.md","AFRERA_ENTERPRISE_PLATFORM_HIERARCHY_MODULE_IMPLEMENTATION.md",".md","39013","ABF8054A170CE192190B2CF631F9C33073CB0F0A442838B2487DA1084D07D2F4","EBD-PHY-0000260654","AUTHORITY_PATH","85","AFRERA_ENTERPRISE_PLATFORM_HIERARCHY_MODULE_IMPLEMENTATION.md","AFRERA_ENTERPRISE_PLATFORM_HIERARCHY_MODULE_IMPLEMENTATION.md","AFRERA_ENTERPRISE_PLATFORM_HIERARCHY_MODULE_IMPLEMENTATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_ENTERPRISE_PLATFORM_HIERARCHY_SPECIFICATION.md","AFRERA_ENTERPRISE_PLATFORM_HIERARCHY_SPECIFICATION.md",".md","19231","DD1D200DCA545C2D1E0CE2FC3CCC78A2C04B45C76B743E55DE33356E5C72D488","EBD-PHY-0000260655","AUTHORITY_PATH","85","AFRERA_ENTERPRISE_PLATFORM_HIERARCHY_SPECIFICATION.md","AFRERA_ENTERPRISE_PLATFORM_HIERARCHY_SPECIFICATION.md","AFRERA_ENTERPRISE_PLATFORM_HIERARCHY_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_ENTERPRISE_STRUCTURE.md","AFRERA_ENTERPRISE_STRUCTURE.md",".md","29407","9E9A91DA6B9EE3CC2E929D7AC19E863B221BAF279FF14A6A5E434615D7D6161E","EBD-PHY-0000260656","AUTHORITY_PATH","85","AFRERA_ENTERPRISE_STRUCTURE.md","AFRERA_ENTERPRISE_STRUCTURE.md","AFRERA_ENTERPRISE_STRUCTURE.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_FINANCIAL_SERVICES_PLATFORM_SPECIFICATION.md","AFRERA_FINANCIAL_SERVICES_PLATFORM_SPECIFICATION.md",".md","40595","71542DDCD7727299332B1469B88D89AA57DE275F775CA1DADE612EC734D8417F","EBD-PHY-0000260657","AUTHORITY_PATH","85","AFRERA_FINANCIAL_SERVICES_PLATFORM_SPECIFICATION.md","AFRERA_FINANCIAL_SERVICES_PLATFORM_SPECIFICATION.md","AFRERA_FINANCIAL_SERVICES_PLATFORM_SPECIFICATION.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_FULL_PLATFORM_IMPLEMENTATION_PLAN.md","AFRERA_FULL_PLATFORM_IMPLEMENTATION_PLAN.md",".md","20042","00346FEC0605F9B4F6F872CCE150E648C35D383EC0F8A1D3B9B39D554468BB9D","EBD-PHY-0000260658","AUTHORITY_PATH","85","AFRERA_FULL_PLATFORM_IMPLEMENTATION_PLAN.md","AFRERA_FULL_PLATFORM_IMPLEMENTATION_PLAN.md","AFRERA_FULL_PLATFORM_IMPLEMENTATION_PLAN.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
"AFRERA_IMPLEMENTATION_INSTRUCTIONS_FOR_DEVIN.md","AFRERA_IMPLEMENTATION_INSTRUCTIONS_FOR_DEVIN.md",".md","20799","87904002C16224D9E6F8AECDBD35572F6B6B7FDCC16F89C33ECE22F44CECED5E","EBD-PHY-0000260659","AUTHORITY_PATH","85","AFRERA_IMPLEMENTATION_INSTRUCTIONS_FOR_DEVIN.md","AFRERA_IMPLEMENTATION_INSTRUCTIONS_FOR_DEVIN.md","AFRERA_IMPLEMENTATION_INSTRUCTIONS_FOR_DEVIN.md","UNRESOLVED","UNRESOLVED","UNRESOLVED","False","False","False","REVIEW_REQUIRED","Unique path identity but SHA256 does not independently corroborate.","SAFE_TO_ACCESSION_PATH_CONFIRMED","Path-based Authority identity already established (PhysicalItemID assigned); missing hash corroboration is an Authority-registry completeness gap, not file ambiguity — global CONFLICT and DUPLICATE counts for this run were both 0. Safe to backfill SHA256 onto the existing PhysicalItemID."
