"FrontendFile","Method","RawPath","NormalizedPath","Classification","MatchedVariant","BackendMethods","EvidencePath"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/animal-health/outbreaks/active","/animal-health/outbreaks/active","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/animal-health/outbreaks/active",,"/api/v1/animal-health/outbreaks/active"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/animal-health/overview","/animal-health/overview","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/animal-health/overview",,"/api/v1/animal-health/overview"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/animal-health/quarantines","/animal-health/quarantines","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/animal-health/quarantines",,"/api/v1/animal-health/quarantines"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/animal-health/quarantines/active","/animal-health/quarantines/active","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/animal-health/quarantines/active",,"/api/v1/animal-health/quarantines/active"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/animal-health/treatments","/animal-health/treatments","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/animal-health/treatments",,"/api/v1/animal-health/treatments"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/authorization/roles","/authorization/roles","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/authorization/roles",,"/api/v1/authorization/roles"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/authorization/users","/authorization/users","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/authorization/users",,"/api/v1/authorization/users"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/blockchain-verification/stats","/blockchain-verification/stats","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/blockchain-verification/stats",,"/api/v1/blockchain-verification/stats"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/bulk-orders","/bulk-orders","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/bulk-orders",,"/api/v1/bulk-orders"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/cattle-registry/animals","/cattle-registry/animals","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/cattle-registry/animals",,"/api/v1/cattle-registry/animals"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/civil-disruption/active","/civil-disruption/active","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/civil-disruption/active",,"/api/v1/civil-disruption/active"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/climate-advisory/advisories","/climate-advisory/advisories","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/climate-advisory/advisories",,"/api/v1/climate-advisory/advisories"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/cold-storage/bookings","/cold-storage/bookings","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/cold-storage/bookings",,"/api/v1/cold-storage/bookings"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/cold-storage/facilities","/cold-storage/facilities","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/cold-storage/facilities",,"/api/v1/cold-storage/facilities"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/cold-storage/status","/cold-storage/status","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/cold-storage/status",,"/api/v1/cold-storage/status"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/cold-storage/utilization","/cold-storage/utilization","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/cold-storage/utilization",,"/api/v1/cold-storage/utilization"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/companies","/companies","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/companies",,"/api/v1/companies"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/company","/company","NAMESPACE_VARIANT_METHOD_MATCH","/api/company",,"/api/company"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/compliance/rcm-outstanding","/compliance/rcm-outstanding","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/compliance/rcm-outstanding",,"/api/v1/compliance/rcm-outstanding"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/compliance/tds-rates","/compliance/tds-rates","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/compliance/tds-rates",,"/api/v1/compliance/tds-rates"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/compliance/tds-summary","/compliance/tds-summary","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/compliance/tds-summary",,"/api/v1/compliance/tds-summary"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/conversational-ai/domains","/conversational-ai/domains","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/conversational-ai/domains",,"/api/v1/conversational-ai/domains"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/cost-management/corridor-model","/cost-management/corridor-model","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/cost-management/corridor-model",,"/api/v1/cost-management/corridor-model"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/crop-monitoring","/crop-monitoring","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/crop-monitoring",,"/api/v1/crop-monitoring"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/crop-value-research/pending","/crop-value-research/pending","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/crop-value-research/pending",,"/api/v1/crop-value-research/pending"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/dairy/animals","/dairy/animals","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/dairy/animals",,"/api/v1/dairy/animals"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/dairy/milk-records","/dairy/milk-records","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/dairy/milk-records",,"/api/v1/dairy/milk-records"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/decision-support/scheme-expiry-status","/decision-support/scheme-expiry-status","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/decision-support/scheme-expiry-status",,"/api/v1/decision-support/scheme-expiry-status"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/defense-fitness-prep/categories","/defense-fitness-prep/categories","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/defense-fitness-prep/categories",,"/api/v1/defense-fitness-prep/categories"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-ai/market-basket","/ecommerce-ai/market-basket","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-ai/market-basket",,"/api/v1/ecommerce-ai/market-basket"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-ai/predict-sales","/ecommerce-ai/predict-sales","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-ai/predict-sales",,"/api/v1/ecommerce-ai/predict-sales"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-ai/segment-customers/behavioral","/ecommerce-ai/segment-customers/behavioral","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-ai/segment-customers/behavioral",,"/api/v1/ecommerce-ai/segment-customers/behavioral"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-ai/segment-customers/rfm","/ecommerce-ai/segment-customers/rfm","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-ai/segment-customers/rfm",,"/api/v1/ecommerce-ai/segment-customers/rfm"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-business-sales/b2b-conversion-metrics","/ecommerce-business-sales/b2b-conversion-metrics","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-business-sales/b2b-conversion-metrics",,"/api/v1/ecommerce-business-sales/b2b-conversion-metrics"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-business-sales/sales-analytics","/ecommerce-business-sales/sales-analytics","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-business-sales/sales-analytics",,"/api/v1/ecommerce-business-sales/sales-analytics"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-integration/dietitian-collections","/ecommerce-integration/dietitian-collections","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-integration/dietitian-collections",,"/api/v1/ecommerce-integration/dietitian-collections"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-integration/dietitian-recommendation","/ecommerce-integration/dietitian-recommendation","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-integration/dietitian-recommendation",,"/api/v1/ecommerce-integration/dietitian-recommendation"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-integration/health-recommendations","/ecommerce-integration/health-recommendations","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-integration/health-recommendations",,"/api/v1/ecommerce-integration/health-recommendations"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-marketing","/ecommerce-marketing","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-marketing",,"/api/v1/ecommerce-marketing"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-marketplace/gi-listings","/ecommerce-marketplace/gi-listings","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-marketplace/gi-listings",,"/api/v1/ecommerce-marketplace/gi-listings"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-marketplace/listings","/ecommerce-marketplace/listings","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-marketplace/listings",,"/api/v1/ecommerce-marketplace/listings"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-marketplace/seller-analytics","/ecommerce-marketplace/seller-analytics","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-marketplace/seller-analytics",,"/api/v1/ecommerce-marketplace/seller-analytics"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-marketplace/seller-listings","/ecommerce-marketplace/seller-listings","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-marketplace/seller-listings",,"/api/v1/ecommerce-marketplace/seller-listings"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/ecommerce-marketplace/seller-origins","/ecommerce-marketplace/seller-origins","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/ecommerce-marketplace/seller-origins",,"/api/v1/ecommerce-marketplace/seller-origins"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/engineering-project/projects","/engineering-project/projects","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/engineering-project/projects",,"/api/v1/engineering-project/projects"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/enterprise-control/crm/pipeline","/enterprise-control/crm/pipeline","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/enterprise-control/crm/pipeline",,"/api/v1/enterprise-control/crm/pipeline"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/enterprise-control/emergency/active","/enterprise-control/emergency/active","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/enterprise-control/emergency/active",,"/api/v1/enterprise-control/emergency/active"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/enterprise-control/legal/calendar","/enterprise-control/legal/calendar","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/enterprise-control/legal/calendar",,"/api/v1/enterprise-control/legal/calendar"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/enterprise-control/risk/heatmap","/enterprise-control/risk/heatmap","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/enterprise-control/risk/heatmap",,"/api/v1/enterprise-control/risk/heatmap"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/enterprise-integration/current","/enterprise-integration/current","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/enterprise-integration/current",,"/api/v1/enterprise-integration/current"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/equipment-exchange/listings","/equipment-exchange/listings","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/equipment-exchange/listings",,"/api/v1/equipment-exchange/listings"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/erp/status","/erp/status","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/erp/status",,"/api/v1/erp/status"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/escrow/list","/escrow/list","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/escrow/list",,"/api/v1/escrow/list"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/experience-layer/accessibility","/experience-layer/accessibility","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/experience-layer/accessibility",,"/api/v1/experience-layer/accessibility"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/experience-layer/components","/experience-layer/components","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/experience-layer/components",,"/api/v1/experience-layer/components"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/experience-layer/themes","/experience-layer/themes","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/experience-layer/themes",,"/api/v1/experience-layer/themes"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/farm-costing","/farm-costing","NAMESPACE_VARIANT_METHOD_MATCH","/api/farm-costing",,"/api/farm-costing"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/farm-costing/records","/farm-costing/records","NAMESPACE_VARIANT_METHOD_MATCH","/api/farm-costing/records",,"/api/farm-costing/records"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/farmer","/farmer","NAMESPACE_VARIANT_METHOD_MATCH","/api/farmer",,"/api/farmer"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/farmer-health/records","/farmer-health/records","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/farmer-health/records",,"/api/v1/farmer-health/records"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/farmer-kyc/applications","/farmer-kyc/applications","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/farmer-kyc/applications",,"/api/v1/farmer-kyc/applications"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/farmer-value/season-ledger","/farmer-value/season-ledger","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/farmer-value/season-ledger",,"/api/v1/farmer-value/season-ledger"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\frontend\src\services\api.js","GET","/farmer-verification/requests","/farmer-verification/requests","NAMESPACE_VARIANT_METHOD_MATCH","/api/v1/farmer-verification/requests",,"/api/v1/farmer-verification/requests"
