"path","filename","hasTodo","hasThrow","exports","hasTest"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\foodSafetyService.js","foodSafetyService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\formService.js","formService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\giIntelligenceService.js","giIntelligenceService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\governanceService.js","governanceService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\governmentSchemeService.js","governmentSchemeService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\greenhouseService.js","greenhouseService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\gstService.js","gstService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\indigenousKnowledgeService.js","indigenousKnowledgeService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\institutionalProcurementService.js","institutionalProcurementService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\insuranceClaimsService.js","insuranceClaimsService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\insuranceFraudDetectionService.js","insuranceFraudDetectionService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\insurancePolicyIssuanceService.js","insurancePolicyIssuanceService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\insurancePremiumService.js","insurancePremiumService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\insuranceService.js","insuranceService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\iotIntegrationService.js","iotIntegrationService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\knowledgeGraphService.js","knowledgeGraphService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\laboratoryERPService.js","laboratoryERPService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\landRecordsService.js","landRecordsService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\logisticsEnhancementService.js","logisticsEnhancementService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\logisticsService.js","logisticsService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\merchandisingService.js","merchandisingService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\moduleCatalogService.js","moduleCatalogService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\multilingualService.js","multilingualService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\neProductIntelligenceService.js","neProductIntelligenceService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\nutritionIntelligenceService.js","nutritionIntelligenceService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\offlinePaymentService.js","offlinePaymentService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\offlineSyncService.js","offlineSyncService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\omnichannelAIService.js","omnichannelAIService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\orderService.js","orderService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\organicTraceabilityService.js","organicTraceabilityService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\predictiveAnalyticsService.js","predictiveAnalyticsService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\preSeasonOrderService.js","preSeasonOrderService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\productReviewService.js","productReviewService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\productService.js","productService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\recipeIntelligenceService.js","recipeIntelligenceService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\revenueService.js","revenueService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\sharedInfraService.js","sharedInfraService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\shelfLifeService.js","shelfLifeService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\smsAuthService.js","smsAuthService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\soilTestingService.js","soilTestingService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\subsidyService.js","subsidyService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\v42IntelligenceService.js","v42IntelligenceService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\valueCommerceService.js","valueCommerceService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\voiceAIService.js","voiceAIService.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\energy\EnergyCostCalculator.js","EnergyCostCalculator.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\erp\CostControlModule.js","CostControlModule.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\services\food\FoodIntelligenceEngine.js","FoodIntelligenceEngine.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\advancedFeatures.js","advancedFeatures.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\auditRoutes.js","auditRoutes.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\costRoutes.js","costRoutes.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\decisionSupportRoutes.js","decisionSupportRoutes.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\demandRoutes.js","demandRoutes.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\energyRoutes.js","energyRoutes.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\enterpriseAIRoutes.js","enterpriseAIRoutes.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\erpRoutes.js","erpRoutes.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerPortalEnhancements.js","farmerPortalEnhancements.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerRoutes.js","farmerRoutes.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\foodRoutes.js","foodRoutes.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\governanceModule.js","governanceModule.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\gstRoutes.js","gstRoutes.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\insuranceEnhancements.js","insuranceEnhancements.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\logisticsEnhancementRoutes.js","logisticsEnhancementRoutes.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\logisticsEnhancements.js","logisticsEnhancements.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\marketplaceEnhancements.js","marketplaceEnhancements.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\revenueRoutes.js","revenueRoutes.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\vendorRoutes.js","vendorRoutes.js","System.Object[]","System.Object[]","System.Object[]","False"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\platforms\platformDetector.js","platformDetector.js","System.Object[]","System.Object[]","System.Object[]","False"
