"Source","Target","Pattern"
"backend/src/modules/M300_ERP_CORE/frontend/pages/ERPDashboard.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M308_ASSET_MANAGEMENT/frontend/pages/AssetAccountingPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M308_ASSET_MANAGEMENT/frontend/pages/AssetAccountingPage.jsx","../components/common/DataPrimitives","MISSING_SHARED_COMPONENT"
"backend/src/modules/M308_ASSET_MANAGEMENT/frontend/pages/AssetAccountingPage.jsx","../components/common/ResourceManager","MISSING_SHARED_COMPONENT"
"backend/src/modules/M386100_SUBSIDY/frontend/pages/SubsidyManagementPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M400_AI_CORE/frontend/pages/AIBackbonePage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M400_AI_CORE/frontend/pages/AIBackbonePage.jsx","../components/common/DataPrimitives","MISSING_SHARED_COMPONENT"
"backend/src/modules/M400_AI_CORE/frontend/pages/AIBackbonePage.jsx","../components/ui/card","MISSING_UI_COMPONENT"
"backend/src/modules/M400_AI_CORE/frontend/pages/AIBackbonePage.jsx","../components/ui/badge","MISSING_UI_COMPONENT"
"backend/src/modules/M400_AI_CORE/frontend/pages/AIBackbonePage.jsx","../components/ui/button","MISSING_UI_COMPONENT"
"backend/src/modules/M401_AI_GATEWAY/frontend/pages/AIDashboard.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M403_AGRICULTURAL_AI/frontend/pages/ClimateAdvisoryPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M407_CONVERSATIONAL_AI/frontend/pages/FarmAdvisorPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M408_KNOWLEDGE_MANAGEMENT/frontend/pages/ResearchDashboardPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M445100_VILLAGEPROFILE/frontend/pages/VillageRegistryPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M499100_SHEEP/frontend/pages/SheepFarmingPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M501100_IDENTITYMANAGEMENT/frontend/pages/IdentityManagementPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M501100_IDENTITYMANAGEMENT/frontend/pages/IdentityManagementPage.jsx","../components/common/ResourceManager","MISSING_SHARED_COMPONENT"
"backend/src/modules/M602100_COMMUNITYMANAGEMENT/frontend/pages/CommunityManagementPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M602100_COMMUNITYMANAGEMENT/frontend/pages/CommunityManagementPage.jsx","../components/common/ResourceManager","MISSING_SHARED_COMPONENT"
"backend/src/modules/M615100_LOGISTICS/frontend/pages/LogisticsPage.jsx","../components/IoTIntegration/DeviceMonitor","MODULE_LOCAL_IMPORT"
"backend/src/modules/M615100_LOGISTICS/frontend/pages/LogisticsPage.jsx","../components/Logistics/RealTimeTracking","MODULE_LOCAL_IMPORT"
"backend/src/modules/M615100_LOGISTICS/frontend/pages/LogisticsPage.jsx","../components/Logistics/CustodyChainViewer","MODULE_LOCAL_IMPORT"
"backend/src/modules/M645100_LIBRARYKNOWLEDGE/backend/service.js","./UserProfile","MODULE_LOCAL_IMPORT"
"backend/src/modules/M652100_GOVERNMENTSCHEME/frontend/pages/GovernmentDashboardPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M74100_OPERATIONSMANAGEMENT/frontend/pages/OperationsManagementPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M74100_OPERATIONSMANAGEMENT/frontend/pages/OperationsManagementPage.jsx","../components/common/ResourceManager","MISSING_SHARED_COMPONENT"
"backend/src/modules/M746100_ANALYTICS/frontend/pages/AnalyticsPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M77100_WATERMANAGEMENT/frontend/pages/WaterManagementPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M77100_WATERMANAGEMENT/frontend/pages/WaterManagementPage.jsx","../components/common/ResourceManager","MISSING_SHARED_COMPONENT"
"backend/src/modules/M771100_COSTCONTROL/frontend/pages/CostControlPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M771100_COSTCONTROL/frontend/pages/CostControlPage.jsx","../components/common/DataPrimitives","MISSING_SHARED_COMPONENT"
"backend/src/modules/M771100_COSTCONTROL/frontend/pages/CostControlPage.jsx","../components/common/ResourceManager","MISSING_SHARED_COMPONENT"
"backend/src/modules/M82100_GOAT/frontend/pages/GoatFarmingPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M840100_SYSTEMADMINISTRATION/frontend/pages/SystemAdministrationPage.jsx","../components/ui/card","MISSING_UI_COMPONENT"
"backend/src/modules/M840100_SYSTEMADMINISTRATION/frontend/pages/SystemAdministrationPage.jsx","../components/ui/button","MISSING_UI_COMPONENT"
"backend/src/modules/M840100_SYSTEMADMINISTRATION/frontend/pages/SystemAdministrationPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M858100_PIG/frontend/pages/PigFarmingPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M865100_PROJECTSYSTEMS/frontend/pages/ProjectSystemsPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M865100_PROJECTSYSTEMS/frontend/pages/ProjectSystemsPage.jsx","../components/common/DataPrimitives","MISSING_SHARED_COMPONENT"
"backend/src/modules/M865100_PROJECTSYSTEMS/frontend/pages/ProjectSystemsPage.jsx","../components/common/ResourceManager","MISSING_SHARED_COMPONENT"
"backend/src/modules/M868100_HORTICULTUREMANAGEMENT/frontend/pages/HorticultureManagementPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/M868100_HORTICULTUREMANAGEMENT/frontend/pages/HorticultureManagementPage.jsx","../components/common/ResourceManager","MISSING_SHARED_COMPONENT"
"backend/src/modules/M87100_ANIMALHEALTH/frontend/pages/AnimalHealthPage.jsx","../services/api","MISSING_API_BRIDGE"
"backend/src/modules/MIGRATION_SYSTEM/frontend-migration-script.js","./pages/${pageName}","TEMPLATE_VARIABLE"
"backend/src/modules/TEMPLATES/MODULE_TEMPLATE/frontend/index.jsx","./components/ModuleComponent","OTHER"
"backend/src/routes/M041VillageERP.js","../modules/M041/M041Service","OTHER"
"backend/src/services/index.js","./sapModuleArchitectureService","OTHER"
"backend/src/services/index.js","./aiBrainService","OTHER"
"backend/src/services/platform/sapModuleArchitectureService.js","../<domain>/<file>","OTHER"
"backend/src/tests/libraryKnowledgeService.test.js","./modules/M645100_LIBRARYKNOWLEDGE/backend/service.js","OTHER"
"backend/src/__tests__/critical-phase1.test.js","../services/marketplaceService","OTHER"
"backend/src/__tests__/critical-phase1.test.js","../services/financeService","OTHER"
"backend/src/__tests__/critical-phase1.test.js","../routes/marketplaceRoutes","OTHER"
"frontend/src/modules/M031/M031Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M032/M032Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M033/M033Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M034/M034Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M035/M035Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M036/M036Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M037/M037Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M038/M038Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M039/M039Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M040/M040Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M041/M041Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M042/M042Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M043/M043Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M044/M044Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M045/M045Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M046/M046Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M047/M047Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M048/M048Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M049/M049Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M050/M050Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M051/M051Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M052/M052Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M053/M053Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M054/M054Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M055/M055Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M056/M056Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M057/M057Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M058/M058Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M059/M059Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M060/M060Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M061/M061Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M062/M062Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M063/M063Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M064/M064Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M065/M065Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M066/M066Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M067/M067Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M068/M068Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M069/M069Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M070/M070Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M071/M071Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M072/M072Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M073/M073Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M074/M074Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M075/M075Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M076/M076Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M077/M077Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M078/M078Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M079/M079Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M080/M080Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M081/M081Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M082/M082Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M083/M083Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M084/M084Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M085/M085Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M086/M086Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M087/M087Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M088/M088Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M089/M089Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M090/M090Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M091/M091Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M092/M092Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M093/M093Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M094/M094Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M095/M095Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M096/M096Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M097/M097Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M098/M098Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M099/M099Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M100/M100Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M101/M101Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M102/M102Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M103/M103Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M104/M104Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M105/M105Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M106/M106Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M107/M107Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M108/M108Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M109/M109Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M110/M110Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M111/M111Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M112/M112Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M113/M113Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M114/M114Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M115/M115Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M116/M116Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M117/M117Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M118/M118Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M119/M119Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M120/M120Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M121/M121Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M122/M122Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M123/M123Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M124/M124Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M125/M125Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M126/M126Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M127/M127Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M128/M128Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M129/M129Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M130/M130Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M131/M131Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M132/M132Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M133/M133Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M134/M134Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M135/M135Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M136/M136Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M137/M137Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M138/M138Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M139/M139Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M140/M140Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M141/M141Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M142/M142Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M143/M143Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M144/M144Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M145/M145Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M146/M146Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M147/M147Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M148/M148Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M149/M149Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M150/M150Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M151/M151Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M152/M152Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M153/M153Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M154/M154Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M155/M155Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M156/M156Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M157/M157Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M158/M158Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M159/M159Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M160/M160Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M161/M161Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M162/M162Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M163/M163Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M164/M164Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M165/M165Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M166/M166Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M167/M167Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M168/M168Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M169/M169Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M170/M170Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M171/M171Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M172/M172Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M173/M173Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M174/M174Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M175/M175Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M176/M176Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M177/M177Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M178/M178Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M179/M179Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M180/M180Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M181/M181Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M182/M182Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M183/M183Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M184/M184Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M185/M185Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M186/M186Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M187/M187Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M188/M188Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M189/M189Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M190/M190Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M191/M191Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M192/M192Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M193/M193Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M194/M194Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M195/M195Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M196/M196Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M197/M197Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M198/M198Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M199/M199Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M200/M200Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M201/M201Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M202/M202Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M203/M203Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M204/M204Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M205/M205Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M206/M206Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M207/M207Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M208/M208Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M209/M209Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M210/M210Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M211/M211Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M212/M212Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M213/M213Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M214/M214Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M215/M215Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M216/M216Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M217/M217Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M218/M218Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M219/M219Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M220/M220Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M221/M221Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M222/M222Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M223/M223Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M224/M224Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M225/M225Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M226/M226Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M227/M227Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M228/M228Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M229/M229Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M230/M230Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
"frontend/src/modules/M231/M231Page.jsx","./${className}.css","TEMPLATE_VARIABLE"
