"File","Lines","Bytes","PlaceholderHits","Classification"
"backend/src/modules/M067/service.js","243","6990","2","REVIEW"
"backend/src/modules/M068/service.js","243","6990","2","REVIEW"
"backend/src/modules/M069/service.js","243","6992","2","REVIEW"
"backend/src/modules/M070/service.js","243","6986","2","REVIEW"
"backend/src/modules/M071/service.js","243","6990","2","REVIEW"
"backend/src/modules/M072/service.js","243","6992","2","REVIEW"
"backend/src/modules/M073/service.js","243","6995","2","REVIEW"
"backend/src/modules/M074/service.js","243","6994","2","REVIEW"
"backend/src/modules/M075/service.js","243","6990","2","REVIEW"
"backend/src/modules/M076/service.js","243","6990","2","REVIEW"
"backend/src/modules/M077/service.js","243","6984","2","REVIEW"
"backend/src/modules/M078/service.js","243","6990","2","REVIEW"
"backend/src/modules/M079/service.js","243","6994","2","REVIEW"
"backend/src/modules/M080/service.js","243","6990","2","REVIEW"
"backend/src/modules/M081/service.js","243","6994","2","REVIEW"
"backend/src/modules/M082/service.js","243","6987","2","REVIEW"
"backend/src/modules/M083/service.js","243","6987","2","REVIEW"
"backend/src/modules/M084/service.js","243","6998","2","REVIEW"
"backend/src/modules/M085/service.js","243","6991","2","REVIEW"
"backend/src/modules/M086/service.js","243","6988","2","REVIEW"
"backend/src/modules/M087/service.js","243","6995","2","REVIEW"
"backend/src/modules/M088/service.js","243","6990","2","REVIEW"
"backend/src/modules/M089/service.js","243","6994","2","REVIEW"
"backend/src/modules/M090/service.js","243","6988","2","REVIEW"
"backend/src/modules/M091/service.js","243","6991","2","REVIEW"
"backend/src/modules/M092/service.js","243","6996","2","REVIEW"
"backend/src/modules/M093/service.js","243","6994","2","REVIEW"
"backend/src/modules/M094/service.js","243","6988","2","REVIEW"
"backend/src/modules/M095/service.js","243","6991","2","REVIEW"
"backend/src/modules/M096/service.js","243","6990","2","REVIEW"
"backend/src/modules/M097/service.js","243","6987","2","REVIEW"
"backend/src/modules/M098/service.js","243","6986","2","REVIEW"
"backend/src/modules/M099/service.js","243","6985","2","REVIEW"
"backend/src/modules/M100/service.js","243","6989","2","REVIEW"
"backend/src/modules/M100100_LOGISTICSENHANCEMENT/frontend/pages/LogisticsProviderPage.jsx","456","20845","2","REVIEW"
"backend/src/modules/M101_LIVESTOCK_MANAGEMENT/frontend/pages/LivestockManagementPage.jsx","448","25636","8","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M102_DAIRY_MANAGEMENT/frontend/pages/DairyManagementPage.jsx","291","16548","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/modules/M103/service.js","243","6980","2","REVIEW"
"backend/src/modules/M103_FISHERIES_MANAGEMENT/frontend/pages/FisheriesManagementPage.jsx","412","20473","9","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M104/service.js","243","6988","2","REVIEW"
"backend/src/modules/M104_SOIL_MANAGEMENT/frontend/pages/SoilManagementPage.jsx","295","14418","6","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M105/service.js","243","6992","2","REVIEW"
"backend/src/modules/M106/service.js","243","6992","2","REVIEW"
"backend/src/modules/M107/service.js","243","6992","2","REVIEW"
"backend/src/modules/M108/service.js","243","6987","2","REVIEW"
"backend/src/modules/M108_FERTILIZER_MANAGEMENT/frontend/pages/FertilizerInventoryPage.jsx","262","15527","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/modules/M109/service.js","243","6987","2","REVIEW"
"backend/src/modules/M109_SEED_MANAGEMENT/frontend/pages/SeedVaultPage.jsx","467","21012","7","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M110/service.js","243","6987","2","REVIEW"
"backend/src/modules/M111/service.js","243","6986","2","REVIEW"
"backend/src/modules/M112/service.js","243","6995","2","REVIEW"
"backend/src/modules/M113/service.js","243","6987","2","REVIEW"
"backend/src/modules/M114/service.js","243","6989","2","REVIEW"
"backend/src/modules/M115/service.js","243","6990","2","REVIEW"
"backend/src/modules/M116/service.js","243","6987","2","REVIEW"
"backend/src/modules/M117/service.js","243","6985","2","REVIEW"
"backend/src/modules/M118/service.js","243","6994","2","REVIEW"
"backend/src/modules/M119/service.js","243","6992","2","REVIEW"
"backend/src/modules/M120/service.js","243","6984","2","REVIEW"
"backend/src/modules/M121/service.js","243","6980","2","REVIEW"
"backend/src/modules/M122/service.js","243","6985","2","REVIEW"
"backend/src/modules/M123/service.js","243","6986","2","REVIEW"
"backend/src/modules/M124/service.js","243","6987","2","REVIEW"
"backend/src/modules/M125/service.js","243","6991","2","REVIEW"
"backend/src/modules/M126/service.js","243","6981","2","REVIEW"
"backend/src/modules/M127/service.js","243","6992","2","REVIEW"
"backend/src/modules/M128/service.js","243","6998","2","REVIEW"
"backend/src/modules/M129/service.js","243","6987","2","REVIEW"
"backend/src/modules/M130/service.js","243","6990","2","REVIEW"
"backend/src/modules/M131/service.js","243","6983","2","REVIEW"
"backend/src/modules/M132/service.js","243","6987","2","REVIEW"
"backend/src/modules/M133/service.js","243","6994","2","REVIEW"
"backend/src/modules/M134/service.js","243","6984","2","REVIEW"
"backend/src/modules/M135/service.js","243","6987","2","REVIEW"
"backend/src/modules/M136/service.js","243","6985","2","REVIEW"
"backend/src/modules/M137/service.js","243","6988","2","REVIEW"
"backend/src/modules/M138/service.js","243","6984","2","REVIEW"
"backend/src/modules/M139/service.js","243","6982","2","REVIEW"
"backend/src/modules/M140/service.js","243","6989","2","REVIEW"
"backend/src/modules/M141/service.js","243","6986","2","REVIEW"
"backend/src/modules/M142/service.js","243","6989","2","REVIEW"
"backend/src/modules/M143/service.js","243","6992","2","REVIEW"
"backend/src/modules/M144/service.js","243","6988","2","REVIEW"
"backend/src/modules/M145/service.js","243","6985","2","REVIEW"
"backend/src/modules/M146/service.js","243","6986","2","REVIEW"
"backend/src/modules/M147/service.js","243","6992","2","REVIEW"
"backend/src/modules/M148/service.js","243","6984","2","REVIEW"
"backend/src/modules/M149/service.js","243","6995","2","REVIEW"
"backend/src/modules/M150/service.js","243","6997","2","REVIEW"
"backend/src/modules/M152/service.js","243","6992","2","REVIEW"
"backend/src/modules/M153/service.js","243","6992","2","REVIEW"
"backend/src/modules/M154/service.js","243","6981","2","REVIEW"
"backend/src/modules/M155/service.js","243","6993","2","REVIEW"
"backend/src/modules/M156/service.js","243","6986","2","REVIEW"
"backend/src/modules/M157/service.js","243","6992","2","REVIEW"
"backend/src/modules/M158/service.js","243","6992","2","REVIEW"
"backend/src/modules/M159/service.js","243","6988","2","REVIEW"
"backend/src/modules/M160/service.js","243","6993","2","REVIEW"
"backend/src/modules/M161/service.js","243","6993","2","REVIEW"
"backend/src/modules/M162/service.js","243","6999","2","REVIEW"
"backend/src/modules/M163/service.js","243","6982","2","REVIEW"
"backend/src/modules/M164/service.js","243","6980","2","REVIEW"
"backend/src/modules/M165/service.js","243","6980","2","REVIEW"
"backend/src/modules/M166/service.js","243","6980","2","REVIEW"
"backend/src/modules/M167/service.js","243","6983","2","REVIEW"
"backend/src/modules/M168/service.js","243","6985","2","REVIEW"
"backend/src/modules/M169/service.js","243","6987","2","REVIEW"
"backend/src/modules/M170/service.js","243","6981","2","REVIEW"
"backend/src/modules/M171/service.js","243","6988","2","REVIEW"
"backend/src/modules/M172/service.js","243","6996","2","REVIEW"
"backend/src/modules/M173/service.js","243","6985","2","REVIEW"
"backend/src/modules/M174/service.js","243","6991","2","REVIEW"
"backend/src/modules/M175/service.js","243","6999","2","REVIEW"
"backend/src/modules/M176/service.js","243","6998","2","REVIEW"
"backend/src/modules/M177/service.js","243","6994","2","REVIEW"
"backend/src/modules/M178/service.js","243","6996","2","REVIEW"
"backend/src/modules/M179/service.js","243","6997","2","REVIEW"
"backend/src/modules/M180/service.js","243","6987","2","REVIEW"
"backend/src/modules/M181/service.js","243","6992","2","REVIEW"
"backend/src/modules/M18100_POULTRY/frontend/pages/PoultryManagementPage.jsx","240","14381","11","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M182/service.js","243","6998","2","REVIEW"
"backend/src/modules/M183/service.js","243","6987","2","REVIEW"
"backend/src/modules/M184/service.js","243","6996","2","REVIEW"
"backend/src/modules/M185/service.js","243","6998","2","REVIEW"
"backend/src/modules/M186/service.js","243","6995","2","REVIEW"
"backend/src/modules/M187/service.js","243","6993","2","REVIEW"
"backend/src/modules/M188/service.js","243","6992","2","REVIEW"
"backend/src/modules/M189/service.js","243","6989","2","REVIEW"
"backend/src/modules/M190/service.js","243","6994","2","REVIEW"
"backend/src/modules/M191/service.js","243","6981","2","REVIEW"
"backend/src/modules/M192/service.js","243","6990","2","REVIEW"
"backend/src/modules/M193/service.js","243","6993","2","REVIEW"
"backend/src/modules/M194/service.js","243","6989","2","REVIEW"
"backend/src/modules/M195/service.js","243","6986","2","REVIEW"
"backend/src/modules/M196/service.js","243","6990","2","REVIEW"
"backend/src/modules/M197/service.js","243","6990","2","REVIEW"
"backend/src/modules/M198/service.js","243","6993","2","REVIEW"
"backend/src/modules/M199/service.js","243","6992","2","REVIEW"
"backend/src/modules/M200/service.js","243","6986","2","REVIEW"
"backend/src/modules/M200_ORGANIZATION_MANAGEMENT/frontend/pages/PlatformManagementPage.jsx","334","13585","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/modules/M202/service.js","243","6993","2","REVIEW"
"backend/src/modules/M203/service.js","243","7000","2","REVIEW"
"backend/src/modules/M204/service.js","243","6997","2","REVIEW"
"backend/src/modules/M205/service.js","243","6992","2","REVIEW"
"backend/src/modules/M206/service.js","243","6994","2","REVIEW"
"backend/src/modules/M207/service.js","243","6996","2","REVIEW"
"backend/src/modules/M208/service.js","243","6995","2","REVIEW"
"backend/src/modules/M209/service.js","243","6986","2","REVIEW"
"backend/src/modules/M210/service.js","243","6995","2","REVIEW"
"backend/src/modules/M211/service.js","243","6988","2","REVIEW"
"backend/src/modules/M212/service.js","243","6992","2","REVIEW"
"backend/src/modules/M213/service.js","243","6988","2","REVIEW"
"backend/src/modules/M214/service.js","243","6989","2","REVIEW"
"backend/src/modules/M215/service.js","243","6997","2","REVIEW"
"backend/src/modules/M216/service.js","243","7000","2","REVIEW"
"backend/src/modules/M217/service.js","243","6996","2","REVIEW"
"backend/src/modules/M218/service.js","243","6997","2","REVIEW"
"backend/src/modules/M219/service.js","243","6993","2","REVIEW"
"backend/src/modules/M220/service.js","243","6993","2","REVIEW"
"backend/src/modules/M221/service.js","243","6989","2","REVIEW"
"backend/src/modules/M222/service.js","243","6989","2","REVIEW"
"backend/src/modules/M223/service.js","243","6989","2","REVIEW"
"backend/src/modules/M224/service.js","243","6982","2","REVIEW"
"backend/src/modules/M225/service.js","243","6982","2","REVIEW"
"backend/src/modules/M226/service.js","243","6994","2","REVIEW"
"backend/src/modules/M227/service.js","243","6991","2","REVIEW"
"backend/src/modules/M228/service.js","243","6996","2","REVIEW"
"backend/src/modules/M229/service.js","243","6984","2","REVIEW"
"backend/src/modules/M230/service.js","243","7000","2","REVIEW"
"backend/src/modules/M231/service.js","243","6997","2","REVIEW"
"backend/src/modules/M232/service.js","243","7002","2","REVIEW"
"backend/src/modules/M233/service.js","243","6995","2","REVIEW"
"backend/src/modules/M234/service.js","243","6992","2","REVIEW"
"backend/src/modules/M235/service.js","243","6987","2","REVIEW"
"backend/src/modules/M236/service.js","243","6992","2","REVIEW"
"backend/src/modules/M237/service.js","243","6989","2","REVIEW"
"backend/src/modules/M238/service.js","243","6992","2","REVIEW"
"backend/src/modules/M239/service.js","243","6992","2","REVIEW"
"backend/src/modules/M240/service.js","243","6998","2","REVIEW"
"backend/src/modules/M241/service.js","243","6993","2","REVIEW"
"backend/src/modules/M242/service.js","243","7001","2","REVIEW"
"backend/src/modules/M243/service.js","243","6987","2","REVIEW"
"backend/src/modules/M244/service.js","243","6985","2","REVIEW"
"backend/src/modules/M245/service.js","243","6990","2","REVIEW"
"backend/src/modules/M246/service.js","243","6984","2","REVIEW"
"backend/src/modules/M247/service.js","243","6981","2","REVIEW"
"backend/src/modules/M248/service.js","243","6982","2","REVIEW"
"backend/src/modules/M249/service.js","243","6997","2","REVIEW"
"backend/src/modules/M250/service.js","243","6999","2","REVIEW"
"backend/src/modules/M251/service.js","243","6994","2","REVIEW"
"backend/src/modules/M252/service.js","243","6991","2","REVIEW"
"backend/src/modules/M253/service.js","243","6986","2","REVIEW"
"backend/src/modules/M254/service.js","243","6984","2","REVIEW"
"backend/src/modules/M255/service.js","243","6990","2","REVIEW"
"backend/src/modules/M256/service.js","243","6990","2","REVIEW"
"backend/src/modules/M257/service.js","243","6992","2","REVIEW"
"backend/src/modules/M258/service.js","243","6988","2","REVIEW"
"backend/src/modules/M259/service.js","243","6989","2","REVIEW"
"backend/src/modules/M260/service.js","243","6985","2","REVIEW"
"backend/src/modules/M261/service.js","243","6990","2","REVIEW"
"backend/src/modules/M262/service.js","243","6995","2","REVIEW"
"backend/src/modules/M263/service.js","243","6991","2","REVIEW"
"backend/src/modules/M264/service.js","243","6990","2","REVIEW"
"backend/src/modules/M265/service.js","243","6992","2","REVIEW"
"backend/src/modules/M266/service.js","243","6985","2","REVIEW"
"backend/src/modules/M267/service.js","243","6998","2","REVIEW"
"backend/src/modules/M268/service.js","243","6987","2","REVIEW"
"backend/src/modules/M269/service.js","243","6987","2","REVIEW"
"backend/src/modules/M270/service.js","243","6990","2","REVIEW"
"backend/src/modules/M271/service.js","243","6994","2","REVIEW"
"backend/src/modules/M272/service.js","243","6996","2","REVIEW"
"backend/src/modules/M273/service.js","243","6992","2","REVIEW"
"backend/src/modules/M274/service.js","243","6982","2","REVIEW"
"backend/src/modules/M275/service.js","243","6992","2","REVIEW"
"backend/src/modules/M276/service.js","243","6993","2","REVIEW"
"backend/src/modules/M277/service.js","243","6991","2","REVIEW"
"backend/src/modules/M278/service.js","243","6993","2","REVIEW"
"backend/src/modules/M279/service.js","243","6989","2","REVIEW"
"backend/src/modules/M280/service.js","243","6989","2","REVIEW"
"backend/src/modules/M281/service.js","243","6988","2","REVIEW"
"backend/src/modules/M282/service.js","243","6992","2","REVIEW"
"backend/src/modules/M283/service.js","243","6996","2","REVIEW"
"backend/src/modules/M284/service.js","243","6982","2","REVIEW"
"backend/src/modules/M285/service.js","243","6983","2","REVIEW"
"backend/src/modules/M286/service.js","243","6984","2","REVIEW"
"backend/src/modules/M287/service.js","243","6982","2","REVIEW"
"backend/src/modules/M288/service.js","243","6981","2","REVIEW"
"backend/src/modules/M289/service.js","243","6982","2","REVIEW"
"backend/src/modules/M290/service.js","243","6982","2","REVIEW"
"backend/src/modules/M290100_MACHINERYACCESS/frontend/pages/MachineryManagementPage.jsx","501","28690","9","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M291/service.js","243","6982","2","REVIEW"
"backend/src/modules/M292/service.js","243","6994","2","REVIEW"
"backend/src/modules/M293/service.js","243","6998","2","REVIEW"
"backend/src/modules/M294/service.js","243","6993","2","REVIEW"
"backend/src/modules/M295/service.js","243","6981","2","REVIEW"
"backend/src/modules/M296/service.js","243","6996","2","REVIEW"
"backend/src/modules/M297/service.js","243","6985","2","REVIEW"
"backend/src/modules/M298/service.js","243","6982","2","REVIEW"
"backend/src/modules/M299/service.js","243","6987","2","REVIEW"
"backend/src/modules/M300/service.js","243","6997","2","REVIEW"
"backend/src/modules/M300_ERP_CORE/frontend/pages/ERPDashboard.jsx","483","19711","5","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M302/service.js","243","6993","2","REVIEW"
"backend/src/modules/M303/service.js","243","6997","2","REVIEW"
"backend/src/modules/M304/service.js","243","6991","2","REVIEW"
"backend/src/modules/M305/service.js","243","6996","2","REVIEW"
"backend/src/modules/M306/service.js","243","6993","2","REVIEW"
"backend/src/modules/M307/service.js","243","7002","2","REVIEW"
"backend/src/modules/M308/service.js","243","6998","2","REVIEW"
"backend/src/modules/M308_ASSET_MANAGEMENT/frontend/pages/AssetAccountingPage.jsx","353","17498","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/modules/M309/service.js","243","6996","2","REVIEW"
"backend/src/modules/M310/service.js","243","6998","2","REVIEW"
"backend/src/modules/M311/service.js","243","6997","2","REVIEW"
"backend/src/modules/M312/service.js","243","6983","2","REVIEW"
"backend/src/modules/M313/service.js","243","6986","2","REVIEW"
"backend/src/modules/M314/service.js","243","6989","2","REVIEW"
"backend/src/modules/M315/service.js","243","6995","2","REVIEW"
"backend/src/modules/M316/service.js","243","6994","2","REVIEW"
"backend/src/modules/M317/service.js","243","6988","2","REVIEW"
"backend/src/modules/M318/service.js","243","6998","2","REVIEW"
"backend/src/modules/M319/service.js","243","6997","2","REVIEW"
"backend/src/modules/M320/service.js","243","6991","2","REVIEW"
"backend/src/modules/M321/service.js","243","6986","2","REVIEW"
"backend/src/modules/M322/service.js","243","6985","2","REVIEW"
"backend/src/modules/M323/service.js","243","6987","2","REVIEW"
"backend/src/modules/M324/service.js","243","6982","2","REVIEW"
"backend/src/modules/M325/service.js","243","6989","2","REVIEW"
"backend/src/modules/M326/service.js","243","6991","2","REVIEW"
"backend/src/modules/M327/service.js","243","6992","2","REVIEW"
"backend/src/modules/M328/service.js","243","6986","2","REVIEW"
"backend/src/modules/M329/service.js","243","6989","2","REVIEW"
"backend/src/modules/M330/service.js","243","6986","2","REVIEW"
"backend/src/modules/M331/service.js","243","6991","2","REVIEW"
"backend/src/modules/M332/service.js","243","6993","2","REVIEW"
"backend/src/modules/M333/service.js","243","6992","2","REVIEW"
"backend/src/modules/M334/service.js","243","6982","2","REVIEW"
"backend/src/modules/M335/service.js","243","6995","2","REVIEW"
"backend/src/modules/M336/service.js","243","6992","2","REVIEW"
"backend/src/modules/M337/service.js","243","6993","2","REVIEW"
"backend/src/modules/M338/service.js","243","6993","2","REVIEW"
"backend/src/modules/M339/service.js","243","6986","2","REVIEW"
"backend/src/modules/M340/service.js","243","6997","2","REVIEW"
"backend/src/modules/M341/service.js","243","6991","2","REVIEW"
"backend/src/modules/M342/service.js","243","6995","2","REVIEW"
"backend/src/modules/M343/service.js","243","6985","2","REVIEW"
"backend/src/modules/M344/service.js","243","6991","2","REVIEW"
"backend/src/modules/M386100_SUBSIDY/frontend/pages/SubsidyManagementPage.jsx","366","18987","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/modules/M400_AI_CORE/frontend/pages/AIBackbonePage.jsx","277","12145","2","REVIEW"
"backend/src/modules/M401_AI_GATEWAY/frontend/pages/AIDashboard.jsx","709","30393","4","REVIEW"
"backend/src/modules/M403_AGRICULTURAL_AI/frontend/pages/ClimateAdvisoryPage.jsx","168","9103","2","REVIEW"
"backend/src/modules/M407_CONVERSATIONAL_AI/frontend/pages/FarmAdvisorPage.jsx","258","12031","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/modules/M445100_VILLAGEPROFILE/frontend/pages/VillageRegistryPage.jsx","209","12084","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/modules/M499100_SHEEP/frontend/pages/SheepFarmingPage.jsx","286","17862","16","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M501100_IDENTITYMANAGEMENT/frontend/pages/IdentityManagementPage.jsx","329","16158","7","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M602100_COMMUNITYMANAGEMENT/frontend/pages/CommunityManagementPage.jsx","365","17213","8","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M615100_LOGISTICS/frontend/pages/LogisticsPage.jsx","105","4573","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/modules/M645100_LIBRARYKNOWLEDGE/backend/service.js","2703","102726","2","REVIEW"
"backend/src/modules/M645100_LIBRARYKNOWLEDGE/frontend/index.jsx","140","3939","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/modules/M723100_AIBRAIN/backend/service.js","18","749","1","REVIEW"
"backend/src/modules/M74100_OPERATIONSMANAGEMENT/frontend/pages/OperationsManagementPage.jsx","391","19689","10","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M77100_WATERMANAGEMENT/frontend/pages/WaterManagementPage.jsx","256","12807","5","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M771100_COSTCONTROL/frontend/pages/CostControlPage.jsx","409","21317","3","REVIEW"
"backend/src/modules/M82100_GOAT/frontend/pages/GoatFarmingPage.jsx","280","17088","13","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M858100_PIG/frontend/pages/PigFarmingPage.jsx","285","17615","15","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M865100_PROJECTSYSTEMS/frontend/pages/ProjectSystemsPage.jsx","436","23862","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/modules/M868100_HORTICULTUREMANAGEMENT/frontend/pages/HorticultureManagementPage.jsx","420","20895","9","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/M87100_ANIMALHEALTH/frontend/pages/AnimalHealthPage.jsx","350","21392","19","HIGH_PLACEHOLDER_DENSITY"
"backend/src/modules/TEMPLATES/MODULE_TEMPLATE/backend/service.js","459","11997","5","HIGH_PLACEHOLDER_DENSITY"
"backend/src/platform/ai/aiCoordinator.js","170","4793","5","HIGH_PLACEHOLDER_DENSITY"
"backend/src/platform/config/configService.js","134","3718","4","REVIEW"
"backend/src/platform/data/dataPipeline.js","141","3899","5","HIGH_PLACEHOLDER_DENSITY"
"backend/src/platform/events/eventBus.js","175","4536","5","HIGH_PLACEHOLDER_DENSITY"
"backend/src/platform/iam/auditService.js","115","3135","4","REVIEW"
"backend/src/platform/iam/authorizationService.js","85","2341","3","REVIEW"
"backend/src/platform/iam/authService.js","113","2926","4","REVIEW"
"backend/src/platform/iam/mfaService.js","121","3201","5","HIGH_PLACEHOLDER_DENSITY"
"backend/src/platform/iam/sessionService.js","102","2772","4","REVIEW"
"backend/src/platform/integration/integrationHub.js","170","4401","6","HIGH_PLACEHOLDER_DENSITY"
"backend/src/platform/masterData/masterDataService.js","120","3375","4","REVIEW"
"backend/src/platform/middleware/errorHandler.js","25","629","1","REVIEW"
"backend/src/platform/middleware/requestValidator.js","25","645","1","REVIEW"
"backend/src/platform/rules/rulesEngine.js","142","3814","5","HIGH_PLACEHOLDER_DENSITY"
"backend/src/platform/workflow/workflowEngine.js","175","4924","6","HIGH_PLACEHOLDER_DENSITY"
"backend/src/routes/ar.js","21","294","1","REVIEW"
"backend/src/routes/auditTrail.js","21","311","1","REVIEW"
"backend/src/routes/automation.js","21","310","1","REVIEW"
"backend/src/routes/biometric.js","21","308","1","REVIEW"
"backend/src/routes/blockchainTrace.js","21","321","1","REVIEW"
"backend/src/routes/bulkOrders.js","21","311","1","REVIEW"
"backend/src/routes/certificationManagement.js","21","337","1","REVIEW"
"backend/src/routes/claude/backendModuleBridge.js","21","330","1","REVIEW"
"backend/src/routes/climateAdvisory.js","21","321","1","REVIEW"
"backend/src/routes/coldChainMonitoring.js","21","330","1","REVIEW"
"backend/src/routes/communityRoutes.js","581","12325","1","LIKELY_FALSE_POSITIVE_OR_MINOR_TODO"
"backend/src/routes/complianceTracking.js","21","327","1","REVIEW"
"backend/src/routes/contractFarmingRoutes.js","144","5824","2","REVIEW"
"backend/src/routes/costRoutes.js","48","1924","2","REVIEW"
"backend/src/routes/dataVisualization.js","21","325","1","REVIEW"
"backend/src/routes/dual-use/mfaRoutes.js","188","4720","3","REVIEW"
"backend/src/routes/ENDPOINT_MISMATCH_FIXER.js","21","356","1","REVIEW"
"backend/src/routes/ENDPOINT_MISMATCH_FIXER_COMPLETE.js","21","382","1","REVIEW"
"backend/src/routes/farmAnalytics.js","21","317","1","REVIEW"
"backend/src/routes/financialAIDomainRoutes.js","28","855","1","REVIEW"
"backend/src/routes/financialAnalytics.js","21","327","1","REVIEW"
"backend/src/routes/freightPooling.js","21","319","1","REVIEW"
"backend/src/routes/governanceModule.js","265","9796","2","REVIEW"
"backend/src/routes/governmentSubsidyRoutes.js","127","5444","3","REVIEW"
"backend/src/routes/greenhouse.js","21","310","1","REVIEW"
