group_id,library_id,original_path,sha256,action,precondition
MERGE-33DABCDA9AA47002,EBDLIB-1F0F8C4BCBBB818B,C:\Users\DIYA GOEL\Downloads\EBDESIGN.local-backups\backend-frontend-api-implementation-stats_20260909_2217\.env.docker,572b336f46f25dd8f29e23185c836c330c6b24fd0a03d82f003b07860117e947,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-3DAA234E0D8A33FC,EBDLIB-C187BF90B2C47D96,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\ACTUAL_RESOLUTION_STATUS.md,5758b9e44c8302a2a448e6778f1d0ba70e6f29ca67505089aa7cb3b620a8ef09,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-3DAA234E0D8A33FC,EBDLIB-1A3FD216BB7E392F,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resume-and-also-add-attachment-pasted-text-1\ACTUAL_RESOLUTION_STATUS.md,5758b9e44c8302a2a448e6778f1d0ba70e6f29ca67505089aa7cb3b620a8ef09,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-3DAA234E0D8A33FC,EBDLIB-AB4F2A136D2CB476,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resolve-all-backend-and-frontend-issues-there-is\ACTUAL_RESOLUTION_STATUS.md,5758b9e44c8302a2a448e6778f1d0ba70e6f29ca67505089aa7cb3b620a8ef09,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-3DAA234E0D8A33FC,EBDLIB-31A1905EB9EBF57B,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\integration-devin-key-apk\ACTUAL_RESOLUTION_STATUS.md,5758b9e44c8302a2a448e6778f1d0ba70e6f29ca67505089aa7cb3b620a8ef09,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-3DAA234E0D8A33FC,EBDLIB-0B5B9ABAF8CEC722,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\backend-frontend-api-implementation-stats\ACTUAL_RESOLUTION_STATUS.md,5758b9e44c8302a2a448e6778f1d0ba70e6f29ca67505089aa7cb3b620a8ef09,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-3DAA234E0D8A33FC,EBDLIB-F13D5E62BEC867AC,C:\Users\DIYA GOEL\Documents\GitHub\AFRERA-EBDESIGN-project\ACTUAL_RESOLUTION_STATUS.md,5758b9e44c8302a2a448e6778f1d0ba70e6f29ca67505089aa7cb3b620a8ef09,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-D956FBBD1B3D668B,EBDLIB-9655ACAA3B77BF0C,C:\Users\DIYA GOEL\Downloads\EBDESIGN.local-backups\backend-frontend-api-implementation-stats_20260909_2217\ADVANCED_MEDICAL_CODING_COMPLETION_REPORT.md,3b71e584dd4395cfc7d9b800b91f701df20e7d6a7e39ec35a381f4a67b230a75,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-D956FBBD1B3D668B,EBDLIB-5013E8F737921B36,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\ADVANCED_MEDICAL_CODING_COMPLETION_REPORT.md,3b71e584dd4395cfc7d9b800b91f701df20e7d6a7e39ec35a381f4a67b230a75,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-D956FBBD1B3D668B,EBDLIB-E3A96228B51CC187,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resume-and-also-add-attachment-pasted-text-1\ADVANCED_MEDICAL_CODING_COMPLETION_REPORT.md,3b71e584dd4395cfc7d9b800b91f701df20e7d6a7e39ec35a381f4a67b230a75,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-D956FBBD1B3D668B,EBDLIB-8099ADC4518F6AA3,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resolve-all-backend-and-frontend-issues-there-is\ADVANCED_MEDICAL_CODING_COMPLETION_REPORT.md,3b71e584dd4395cfc7d9b800b91f701df20e7d6a7e39ec35a381f4a67b230a75,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-D956FBBD1B3D668B,EBDLIB-9CBA382721CA8EE1,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\integration-devin-key-apk\ADVANCED_MEDICAL_CODING_COMPLETION_REPORT.md,3b71e584dd4395cfc7d9b800b91f701df20e7d6a7e39ec35a381f4a67b230a75,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-D956FBBD1B3D668B,EBDLIB-BD2AD8C8F5441BBE,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\backend-frontend-api-implementation-stats\ADVANCED_MEDICAL_CODING_COMPLETION_REPORT.md,3b71e584dd4395cfc7d9b800b91f701df20e7d6a7e39ec35a381f4a67b230a75,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-D956FBBD1B3D668B,EBDLIB-2B8E5B2BE1B328AB,C:\Users\DIYA GOEL\Documents\GitHub\AFRERA-EBDESIGN-project\ADVANCED_MEDICAL_CODING_COMPLETION_REPORT.md,3b71e584dd4395cfc7d9b800b91f701df20e7d6a7e39ec35a381f4a67b230a75,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-576148A09B7F2FBA,EBDLIB-FDFEE13407CD35E5,C:\Users\DIYA GOEL\Downloads\EBDESIGN.local-backups\backend-frontend-api-implementation-stats_20260909_2217\AI_SERVICES_ANALYSIS.md,d88eb029ea24e876ac10b6a34060b816657f37840b50c7d396ebcc5e3c8e3382,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-576148A09B7F2FBA,EBDLIB-8E4941FEC20F03BD,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\AI_SERVICES_ANALYSIS.md,d88eb029ea24e876ac10b6a34060b816657f37840b50c7d396ebcc5e3c8e3382,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-576148A09B7F2FBA,EBDLIB-9333D5B5F1D9DD42,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resume-and-also-add-attachment-pasted-text-1\AI_SERVICES_ANALYSIS.md,d88eb029ea24e876ac10b6a34060b816657f37840b50c7d396ebcc5e3c8e3382,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-576148A09B7F2FBA,EBDLIB-09FE7B60E9C2A65D,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resolve-all-backend-and-frontend-issues-there-is\AI_SERVICES_ANALYSIS.md,d88eb029ea24e876ac10b6a34060b816657f37840b50c7d396ebcc5e3c8e3382,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-576148A09B7F2FBA,EBDLIB-31967072649C0590,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\integration-devin-key-apk\AI_SERVICES_ANALYSIS.md,d88eb029ea24e876ac10b6a34060b816657f37840b50c7d396ebcc5e3c8e3382,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-576148A09B7F2FBA,EBDLIB-F7B0D981A5E02E24,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\backend-frontend-api-implementation-stats\AI_SERVICES_ANALYSIS.md,d88eb029ea24e876ac10b6a34060b816657f37840b50c7d396ebcc5e3c8e3382,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-576148A09B7F2FBA,EBDLIB-21FB350338C0223D,C:\Users\DIYA GOEL\Documents\GitHub\AFRERA-EBDESIGN-project\AI_SERVICES_ANALYSIS.md,d88eb029ea24e876ac10b6a34060b816657f37840b50c7d396ebcc5e3c8e3382,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-0A783A96978B2EC0,EBDLIB-617E2811B3EF2F51,C:\Users\DIYA GOEL\Downloads\EBDESIGN.local-backups\backend-frontend-api-implementation-stats_20260909_2217\API_ENDPOINT_MAPPING_MATRIX.md,84b9df6ca7b8c7fe106d27b6030eae278d68d729c61f679aab2ce7de3a66855f,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-0A783A96978B2EC0,EBDLIB-19D1377F24B962C3,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\API_ENDPOINT_MAPPING_MATRIX.md,84b9df6ca7b8c7fe106d27b6030eae278d68d729c61f679aab2ce7de3a66855f,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-0A783A96978B2EC0,EBDLIB-F02C06579E61F3D6,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resume-and-also-add-attachment-pasted-text-1\API_ENDPOINT_MAPPING_MATRIX.md,84b9df6ca7b8c7fe106d27b6030eae278d68d729c61f679aab2ce7de3a66855f,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-0A783A96978B2EC0,EBDLIB-1DB5AA557CAF1EFE,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resolve-all-backend-and-frontend-issues-there-is\API_ENDPOINT_MAPPING_MATRIX.md,84b9df6ca7b8c7fe106d27b6030eae278d68d729c61f679aab2ce7de3a66855f,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-0A783A96978B2EC0,EBDLIB-445A6582EB0C40A7,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\integration-devin-key-apk\API_ENDPOINT_MAPPING_MATRIX.md,84b9df6ca7b8c7fe106d27b6030eae278d68d729c61f679aab2ce7de3a66855f,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-0A783A96978B2EC0,EBDLIB-627860A080BE0B38,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\backend-frontend-api-implementation-stats\API_ENDPOINT_MAPPING_MATRIX.md,84b9df6ca7b8c7fe106d27b6030eae278d68d729c61f679aab2ce7de3a66855f,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-0A783A96978B2EC0,EBDLIB-E7E1CD5539E842F3,C:\Users\DIYA GOEL\Documents\GitHub\AFRERA-EBDESIGN-project\API_ENDPOINT_MAPPING_MATRIX.md,84b9df6ca7b8c7fe106d27b6030eae278d68d729c61f679aab2ce7de3a66855f,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-9084DB257339B18C,EBDLIB-9DE90F832B91B8EF,C:\Users\DIYA GOEL\Downloads\EBDESIGN.local-backups\backend-frontend-api-implementation-stats_20260909_2217\ARCHITECTURAL_DECISION_RECORD.md,f82b319de460c1712ca354f9257999b1c969c029c67037066b31f37271f5ee71,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-9084DB257339B18C,EBDLIB-3593B6E08674B617,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\ARCHITECTURAL_DECISION_RECORD.md,f82b319de460c1712ca354f9257999b1c969c029c67037066b31f37271f5ee71,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-9084DB257339B18C,EBDLIB-21D592A90DFE8428,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resume-and-also-add-attachment-pasted-text-1\ARCHITECTURAL_DECISION_RECORD.md,f82b319de460c1712ca354f9257999b1c969c029c67037066b31f37271f5ee71,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-9084DB257339B18C,EBDLIB-D1A183279B6EEC28,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resolve-all-backend-and-frontend-issues-there-is\ARCHITECTURAL_DECISION_RECORD.md,f82b319de460c1712ca354f9257999b1c969c029c67037066b31f37271f5ee71,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-9084DB257339B18C,EBDLIB-A628816DA984FADC,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\integration-devin-key-apk\ARCHITECTURAL_DECISION_RECORD.md,f82b319de460c1712ca354f9257999b1c969c029c67037066b31f37271f5ee71,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-9084DB257339B18C,EBDLIB-CF6FEDB519D69A68,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\backend-frontend-api-implementation-stats\ARCHITECTURAL_DECISION_RECORD.md,f82b319de460c1712ca354f9257999b1c969c029c67037066b31f37271f5ee71,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-9084DB257339B18C,EBDLIB-7607C3F327F3D08B,C:\Users\DIYA GOEL\Documents\GitHub\AFRERA-EBDESIGN-project\ARCHITECTURAL_DECISION_RECORD.md,f82b319de460c1712ca354f9257999b1c969c029c67037066b31f37271f5ee71,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-BDACD2CAA82269C8,EBDLIB-03DEDF42A86E9B74,C:\Users\DIYA GOEL\Downloads\EBDESIGN.local-backups\backend-frontend-api-implementation-stats_20260909_2217\audit-run-output.txt,8c14fdf5c613f56ef1755248a9d0c3a739ed5f3ba13746aa8315ee569cabec17,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-BDACD2CAA82269C8,EBDLIB-7431C42B4E321EFA,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\audit-run-output.txt,8c14fdf5c613f56ef1755248a9d0c3a739ed5f3ba13746aa8315ee569cabec17,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-BDACD2CAA82269C8,EBDLIB-6F3E4CF81D7D18D2,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resume-and-also-add-attachment-pasted-text-1\audit-run-output.txt,8c14fdf5c613f56ef1755248a9d0c3a739ed5f3ba13746aa8315ee569cabec17,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-BDACD2CAA82269C8,EBDLIB-FDFA4CFAF8FFFFD3,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resolve-all-backend-and-frontend-issues-there-is\audit-run-output.txt,8c14fdf5c613f56ef1755248a9d0c3a739ed5f3ba13746aa8315ee569cabec17,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-BDACD2CAA82269C8,EBDLIB-06408F5AB91F8BB1,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\integration-devin-key-apk\audit-run-output.txt,8c14fdf5c613f56ef1755248a9d0c3a739ed5f3ba13746aa8315ee569cabec17,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-BDACD2CAA82269C8,EBDLIB-F9C07F8116C39DA8,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\backend-frontend-api-implementation-stats\audit-run-output.txt,8c14fdf5c613f56ef1755248a9d0c3a739ed5f3ba13746aa8315ee569cabec17,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-BDACD2CAA82269C8,EBDLIB-65A03BDAE3FFA37D,C:\Users\DIYA GOEL\Documents\GitHub\AFRERA-EBDESIGN-project\audit-run-output.txt,8c14fdf5c613f56ef1755248a9d0c3a739ed5f3ba13746aa8315ee569cabec17,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-B42122D92541A22E,EBDLIB-A4EB398AC0328F3E,C:\Users\DIYA GOEL\Downloads\EBDESIGN.local-backups\backend-frontend-api-implementation-stats_20260909_2217\AUDIT_EXECUTIVE_SUMMARY.md,319e2f589c95cef706b61b58d64f041dcd1d583bcb54969d8d4c5d945c0de376,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-B42122D92541A22E,EBDLIB-2CAE52FF3F26BF7F,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\AUDIT_EXECUTIVE_SUMMARY.md,319e2f589c95cef706b61b58d64f041dcd1d583bcb54969d8d4c5d945c0de376,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-B42122D92541A22E,EBDLIB-97C04150E7A64F64,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resume-and-also-add-attachment-pasted-text-1\AUDIT_EXECUTIVE_SUMMARY.md,319e2f589c95cef706b61b58d64f041dcd1d583bcb54969d8d4c5d945c0de376,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-B42122D92541A22E,EBDLIB-409FD3A9063975B7,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resolve-all-backend-and-frontend-issues-there-is\AUDIT_EXECUTIVE_SUMMARY.md,319e2f589c95cef706b61b58d64f041dcd1d583bcb54969d8d4c5d945c0de376,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-B42122D92541A22E,EBDLIB-48531DAE5AAF7BEA,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\integration-devin-key-apk\AUDIT_EXECUTIVE_SUMMARY.md,319e2f589c95cef706b61b58d64f041dcd1d583bcb54969d8d4c5d945c0de376,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-B42122D92541A22E,EBDLIB-3D720D2DB7BC0019,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\backend-frontend-api-implementation-stats\AUDIT_EXECUTIVE_SUMMARY.md,319e2f589c95cef706b61b58d64f041dcd1d583bcb54969d8d4c5d945c0de376,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-B42122D92541A22E,EBDLIB-EC2ACCF4EF865A8F,C:\Users\DIYA GOEL\Documents\GitHub\AFRERA-EBDESIGN-project\AUDIT_EXECUTIVE_SUMMARY.md,319e2f589c95cef706b61b58d64f041dcd1d583bcb54969d8d4c5d945c0de376,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-88439299C291871A,EBDLIB-53814810A9B13172,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\GitHub\AFRERA-EBDESIGN-project\audit_module_inventory.csv,14ac5aa9bbd0c0251667977a91ac7208a10013f013ae67bfbfdc2db8b1cc09c7,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-88439299C291871A,EBDLIB-A3FE783E8CFB6819,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\EBDESIGN.worktrees\enterprise-enhancement-production-ready\audit_module_inventory.csv,14ac5aa9bbd0c0251667977a91ac7208a10013f013ae67bfbfdc2db8b1cc09c7,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-88439299C291871A,EBDLIB-17B4E93502A8F0D4,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\claude_reorg_backup_20262808\audit_module_inventory.csv,14ac5aa9bbd0c0251667977a91ac7208a10013f013ae67bfbfdc2db8b1cc09c7,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-88439299C291871A,EBDLIB-64508F162AD58234,C:\Users\DIYA GOEL\Downloads\EBDESIGN.local-backups\backend-frontend-api-implementation-stats_20260909_2217\audit_module_inventory.csv,14ac5aa9bbd0c0251667977a91ac7208a10013f013ae67bfbfdc2db8b1cc09c7,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-88439299C291871A,EBDLIB-D8CC375CBE1026D4,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\audit_module_inventory.csv,14ac5aa9bbd0c0251667977a91ac7208a10013f013ae67bfbfdc2db8b1cc09c7,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-88439299C291871A,EBDLIB-38C3187E4BA6B8CE,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resume-and-also-add-attachment-pasted-text-1\audit_module_inventory.csv,14ac5aa9bbd0c0251667977a91ac7208a10013f013ae67bfbfdc2db8b1cc09c7,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-88439299C291871A,EBDLIB-1E785FFB262A8269,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resolve-all-backend-and-frontend-issues-there-is\audit_module_inventory.csv,14ac5aa9bbd0c0251667977a91ac7208a10013f013ae67bfbfdc2db8b1cc09c7,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-88439299C291871A,EBDLIB-806468D7F2775EF4,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\integration-devin-key-apk\audit_module_inventory.csv,14ac5aa9bbd0c0251667977a91ac7208a10013f013ae67bfbfdc2db8b1cc09c7,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-88439299C291871A,EBDLIB-06556ED90A751EE3,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\enterprise-enhancement-production-ready\audit_module_inventory.csv,14ac5aa9bbd0c0251667977a91ac7208a10013f013ae67bfbfdc2db8b1cc09c7,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-88439299C291871A,EBDLIB-D1C507F80F8A84C8,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\backend-frontend-api-implementation-stats\audit_module_inventory.csv,14ac5aa9bbd0c0251667977a91ac7208a10013f013ae67bfbfdc2db8b1cc09c7,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-88439299C291871A,EBDLIB-F1985AA326C49B50,C:\Users\DIYA GOEL\Documents\GitHub\AFRERA-EBDESIGN-project\audit_module_inventory.csv,14ac5aa9bbd0c0251667977a91ac7208a10013f013ae67bfbfdc2db8b1cc09c7,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-B6B85311BC57CC02,EBDLIB-2104F330C239BFDA,C:\Users\DIYA GOEL\Downloads\EBDESIGN.local-backups\backend-frontend-api-implementation-stats_20260909_2217\AUTO_DISCOVERY_DEPLOYMENT_STATUS.md,7a409813ac5ccaf8ac30022a21667e22d6975908b3984b9d5c0acdbd908374a3,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-B6B85311BC57CC02,EBDLIB-BBEAB3B0075FF8FF,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\AUTO_DISCOVERY_DEPLOYMENT_STATUS.md,7a409813ac5ccaf8ac30022a21667e22d6975908b3984b9d5c0acdbd908374a3,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
MERGE-B6B85311BC57CC02,EBDLIB-138B2D0FAC5C7745,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resume-and-also-add-attachment-pasted-text-1\AUTO_DISCOVERY_DEPLOYMENT_STATUS.md,7a409813ac5ccaf8ac30022a21667e22d6975908b3984b9d5c0acdbd908374a3,exclude-from-new-unified-project,canonical hash verified; original source remains untouched
