group_id,library_id,original_path,purpose,dependencies,proposed_name,placement,decision,confidence,rationale,status
MERGE-BC37D034BAD56458,EBDLIB-738F89AE9F87C144,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\GitHub\AFRERA-EBDESIGN-project\frontend\android\.gitignore,mobile-app|mobile_android|supporting-artifact,,.gitignore__mobile-app__ebdesign__e1e2389e85e0,mobile/android/features/mobile-app,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-BC37D034BAD56458,EBDLIB-381E4A8E206B6FC7,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\GitHub\AFRERA-EBDESIGN-project\frontend\android\app\.gitignore,mobile-app|mobile_android|supporting-artifact,,.gitignore__mobile-app__ebdesign__93bfe8edb44b,mobile/android/features/mobile-app,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-BC37D034BAD56458,EBDLIB-7A355DBAA18279CC,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\EBDESIGN.worktrees\enterprise-enhancement-production-ready\.gitignore,ecommerce-marketplace|uncategorized|supporting-artifact,,.gitignore__ecommerce-marketplace__ebdesign__8885321fa483,shared/features/ecommerce-marketplace,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-BC37D034BAD56458,EBDLIB-D7F86431144E2E8A,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\EBDESIGN.worktrees\enterprise-enhancement-production-ready\frontend\android\.gitignore,ecommerce-marketplace|mobile_android|supporting-artifact,,.gitignore__ecommerce-marketplace__ebdesign__e1e2389e85e0,mobile/android/features/ecommerce-marketplace,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-BC37D034BAD56458,EBDLIB-3A256C81A43D8BCB,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\EBDESIGN.worktrees\enterprise-enhancement-production-ready\frontend\android\app\.gitignore,ecommerce-marketplace|mobile_android|supporting-artifact,,.gitignore__ecommerce-marketplace__ebdesign__93bfe8edb44b,mobile/android/features/ecommerce-marketplace,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-BC37D034BAD56458,EBDLIB-46EFDDFCB4F4E689,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\claude_reorg_backup_20262808\.gitignore,uncategorized-gitignore|uncategorized|supporting-artifact,,.gitignore__uncategorized-gitignore__ebdesign__a1faef07f4f6,shared/features/uncategorized-gitignore,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-BC37D034BAD56458,EBDLIB-72FC208F823DF68F,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\.gitignore,workflow-ci-cd|uncategorized|supporting-artifact,,.gitignore__workflow-ci-cd__ebdesign.worktrees__48f6f48e85d2,shared/features/workflow-ci-cd,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-BC37D034BAD56458,EBDLIB-60143FE8EC5BCB11,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\enterprise-enhancement-production-ready\.gitignore,ecommerce-marketplace|uncategorized|supporting-artifact,,.gitignore__ecommerce-marketplace__ebdesign.worktrees__4686300cbde0,shared/features/ecommerce-marketplace,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-2E3B78AFED59645C,EBDLIB-20A54CB6E58C5935,C:\Users\DIYA GOEL\Downloads\EBDESIGN\.node-version,uncategorized-node-version|uncategorized|supporting-artifact,,.node-version__uncategorized-node-version__ebdesign__1a399b427730,shared/features/uncategorized-node-version,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-2E3B78AFED59645C,EBDLIB-21DF380216659FE1,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\EBDESIGN.worktrees\enterprise-enhancement-production-ready\.node-version,ecommerce-marketplace|uncategorized|supporting-artifact,,.node-version__ecommerce-marketplace__ebdesign__1a399b427730,shared/features/ecommerce-marketplace,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-2E3B78AFED59645C,EBDLIB-2B3F74A99DD1CE94,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\claude_reorg_backup_20262808\.node-version,uncategorized-node-version|uncategorized|supporting-artifact,,.node-version__uncategorized-node-version__ebdesign__3bf5f8a21b64,shared/features/uncategorized-node-version,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-2E3B78AFED59645C,EBDLIB-462F4FFD20C27A06,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\.node-version,workflow-ci-cd|uncategorized|supporting-artifact,,.node-version__workflow-ci-cd__ebdesign.worktrees__1a399b427730,shared/features/workflow-ci-cd,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-2C8EFFDF840690CC,EBDLIB-6E8DFE46531D3762,C:\Users\DIYA GOEL\Downloads\EBDESIGN\.nvmrc,uncategorized-nvmrc|uncategorized|supporting-artifact,,.nvmrc__uncategorized-nvmrc__ebdesign__1a399b427730,shared/features/uncategorized-nvmrc,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-2C8EFFDF840690CC,EBDLIB-DDF1F1EFDCDA673E,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\EBDESIGN.worktrees\enterprise-enhancement-production-ready\.nvmrc,ecommerce-marketplace|uncategorized|supporting-artifact,,.nvmrc__ecommerce-marketplace__ebdesign__1a399b427730,shared/features/ecommerce-marketplace,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-2C8EFFDF840690CC,EBDLIB-9FBFA8B8247AEC64,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\claude_reorg_backup_20262808\.nvmrc,uncategorized-nvmrc|uncategorized|supporting-artifact,,.nvmrc__uncategorized-nvmrc__ebdesign__3bf5f8a21b64,shared/features/uncategorized-nvmrc,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-2C8EFFDF840690CC,EBDLIB-4B0B91D7A9CCFC2A,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\.nvmrc,workflow-ci-cd|uncategorized|supporting-artifact,,.nvmrc__workflow-ci-cd__ebdesign.worktrees__1a399b427730,shared/features/workflow-ci-cd,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-C1223B99EEA934ED,EBDLIB-E0731DF62F1C7B2C,C:\Users\DIYA GOEL\Downloads\EBDESIGN\ACTUAL_BACKEND_AUDIT.md,documentation-actual-backend-audit|documentation|project-knowledge,,actual-backend-audit__documentation-actual-backend-audit__ebdesign__9842f61b4e3e.md,docs/features/documentation-actual-backend-audit,rename-in-virtual-workspace-only,high,Same filename and purpose has different content; preserve as an implementation variant until feature tests prove a merge.,virtual-working-copy-ready
MERGE-C1223B99EEA934ED,EBDLIB-BFC3C4FE8FA0DA28,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\backend-frontend-api-implementation-stats\ACTUAL_BACKEND_AUDIT.md,documentation-actual-backend-audit|documentation|project-knowledge,,actual-backend-audit__documentation-actual-backend-audit__ebdesign.worktrees__641c7bc7086e.md,docs/features/documentation-actual-backend-audit,rename-in-virtual-workspace-only,high,Same filename and purpose has different content; preserve as an implementation variant until feature tests prove a merge.,virtual-working-copy-ready
MERGE-72D4CC0972BB80AB,EBDLIB-C789D33EB5B39948,C:\Users\DIYA GOEL\Downloads\EBDESIGN\AFRERA_CLAUDE_BUILD_DIRECTIVE.md,documentation-afrera-claude-build-directive|documentation|project-knowledge,,afrera-claude-build-directive__documentation-afrera-claude-build-directive__ebdesign__c962d78d6204.md,docs/features/documentation-afrera-claude-build-directive,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-72D4CC0972BB80AB,EBDLIB-38A7C13247ADA909,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\EBDESIGN.worktrees\enterprise-enhancement-production-ready\AFRERA_CLAUDE_BUILD_DIRECTIVE.md,ecommerce-marketplace|documentation|project-knowledge,,afrera-claude-build-directive__ecommerce-marketplace__ebdesign__c962d78d6204.md,docs/features/ecommerce-marketplace,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-72D4CC0972BB80AB,EBDLIB-760AB8D688F5AAD9,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\claude_reorg_backup_20262808\AFRERA_CLAUDE_BUILD_DIRECTIVE.md,documentation-afrera-claude-build-directive|documentation|project-knowledge,,afrera-claude-build-directive__documentation-afrera-claude-build-directive__ebdesign__5b2a5212c015.md,docs/features/documentation-afrera-claude-build-directive,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-72D4CC0972BB80AB,EBDLIB-B58D8369A915B8C5,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\AFRERA_CLAUDE_BUILD_DIRECTIVE.md,workflow-ci-cd|documentation|project-knowledge,,afrera-claude-build-directive__workflow-ci-cd__ebdesign.worktrees__c962d78d6204.md,docs/features/workflow-ci-cd,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-6D759FCFCE32A894,EBDLIB-06854D009C2F2FFC,C:\Users\DIYA GOEL\Downloads\EBDESIGN\afrera_platform_v43.html,uncategorized-afrera-platform-v43|uncategorized|supporting-artifact,,afrera-platform-v43__uncategorized-afrera-platform-v43__ebdesign__ebdlib-06854.html,shared/features/uncategorized-afrera-platform-v43,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-6D759FCFCE32A894,EBDLIB-7BADF3A990DF5175,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\GitHub\AFRERA-EBDESIGN-project\afrera_platform_v43.html,uncategorized-afrera-platform-v43|uncategorized|supporting-artifact,,afrera-platform-v43__uncategorized-afrera-platform-v43__ebdesign__ebdlib-7badf.html,shared/features/uncategorized-afrera-platform-v43,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-6D759FCFCE32A894,EBDLIB-7E6DE41EA0821DD5,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\EBDESIGN.worktrees\enterprise-enhancement-production-ready\afrera_platform_v43.html,ecommerce-marketplace|uncategorized|supporting-artifact,,afrera-platform-v43__ecommerce-marketplace__ebdesign__ebdlib-7e6de.html,shared/features/ecommerce-marketplace,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-6D759FCFCE32A894,EBDLIB-2AA8272A05373663,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\claude_reorg_backup_20262808\afrera_platform_v43.html,uncategorized-afrera-platform-v43|uncategorized|supporting-artifact,,afrera-platform-v43__uncategorized-afrera-platform-v43__ebdesign__ebdlib-2aa82.html,shared/features/uncategorized-afrera-platform-v43,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-6D759FCFCE32A894,EBDLIB-B1F485B4EABD735B,C:\Users\DIYA GOEL\Downloads\EBDESIGN.local-backups\backend-frontend-api-implementation-stats_20260909_2217\afrera_platform_v43.html,uncategorized-afrera-platform-v43|uncategorized|supporting-artifact,,afrera-platform-v43__uncategorized-afrera-platform-v43__ebdesign.local-backups__ebdlib-b1f48.html,shared/features/uncategorized-afrera-platform-v43,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-6D759FCFCE32A894,EBDLIB-099520CB04AC76B5,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\afrera_platform_v43.html,workflow-ci-cd|uncategorized|supporting-artifact,,afrera-platform-v43__workflow-ci-cd__ebdesign.worktrees__ebdlib-09952.html,shared/features/workflow-ci-cd,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-6D759FCFCE32A894,EBDLIB-5723841B0980CB8E,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resume-and-also-add-attachment-pasted-text-1\afrera_platform_v43.html,uncategorized-afrera-platform-v43|uncategorized|supporting-artifact,,afrera-platform-v43__uncategorized-afrera-platform-v43__ebdesign.worktrees__ebdlib-57238.html,shared/features/uncategorized-afrera-platform-v43,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-6D759FCFCE32A894,EBDLIB-3DE7ED61C20EEFE4,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\resolve-all-backend-and-frontend-issues-there-is\afrera_platform_v43.html,uncategorized-afrera-platform-v43|uncategorized|supporting-artifact,,afrera-platform-v43__uncategorized-afrera-platform-v43__ebdesign.worktrees__ebdlib-3de7e.html,shared/features/uncategorized-afrera-platform-v43,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-6D759FCFCE32A894,EBDLIB-73835A550951E9B6,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\integration-devin-key-apk\afrera_platform_v43.html,uncategorized-afrera-platform-v43|uncategorized|supporting-artifact,,afrera-platform-v43__uncategorized-afrera-platform-v43__ebdesign.worktrees__ebdlib-73835.html,shared/features/uncategorized-afrera-platform-v43,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-6D759FCFCE32A894,EBDLIB-5D203C90F6EF58A8,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\enterprise-enhancement-production-ready\afrera_platform_v43.html,ecommerce-marketplace|uncategorized|supporting-artifact,,afrera-platform-v43__ecommerce-marketplace__ebdesign.worktrees__ebdlib-5d203.html,shared/features/ecommerce-marketplace,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-6D759FCFCE32A894,EBDLIB-6C37CE090C8666EB,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\backend-frontend-api-implementation-stats\afrera_platform_v43.html,uncategorized-afrera-platform-v43|uncategorized|supporting-artifact,,afrera-platform-v43__uncategorized-afrera-platform-v43__ebdesign.worktrees__ebdlib-6c37c.html,shared/features/uncategorized-afrera-platform-v43,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-6D759FCFCE32A894,EBDLIB-810553FACE1DFD1E,C:\Users\DIYA GOEL\Documents\GitHub\AFRERA-EBDESIGN-project\afrera_platform_v43.html,uncategorized-afrera-platform-v43|uncategorized|supporting-artifact,,afrera-platform-v43__uncategorized-afrera-platform-v43__documents-github__ebdlib-81055.html,shared/features/uncategorized-afrera-platform-v43,rename-in-virtual-workspace-only,review-required,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-C05360490C35CDDD,EBDLIB-91DC8E27FCFC1C9B,C:\Users\DIYA GOEL\Downloads\EBDESIGN\AGENT_PROTOCOL.md,documentation-agent-protocol|documentation|project-knowledge,,agent-protocol__documentation-agent-protocol__ebdesign__acceadb4a199.md,docs/features/documentation-agent-protocol,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-C05360490C35CDDD,EBDLIB-9696C2A2C6C49181,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\GitHub\AFRERA-EBDESIGN-project\AGENT_PROTOCOL.md,documentation-agent-protocol|documentation|project-knowledge,,agent-protocol__documentation-agent-protocol__ebdesign__fb8d6551a2f5.md,docs/features/documentation-agent-protocol,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-C05360490C35CDDD,EBDLIB-4D30031F70F70E53,C:\Users\DIYA GOEL\Downloads\EBDESIGN\New folder\EBDESIGN.worktrees\enterprise-enhancement-production-ready\AGENT_PROTOCOL.md,ecommerce-marketplace|documentation|project-knowledge,,agent-protocol__ecommerce-marketplace__ebdesign__fb8d6551a2f5.md,docs/features/ecommerce-marketplace,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-C05360490C35CDDD,EBDLIB-DA4667B8E2D2F0D4,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\semantic-index-integration-enhancement\AGENT_PROTOCOL.md,workflow-ci-cd|documentation|project-knowledge,,agent-protocol__workflow-ci-cd__ebdesign.worktrees__acceadb4a199.md,docs/features/workflow-ci-cd,rename-in-virtual-workspace-only,high,Same filename has different feature/category/workflow purpose; preserve as a separately named purpose variant.,virtual-working-copy-ready
MERGE-2AF0752236D9704C,EBDLIB-4D714CA973276535,C:\Users\DIYA GOEL\Downloads\EBDESIGN\AI_IMAGE_GENERATION_INTEGRATION_GUIDE.md,ai-image-cartoon|documentation|project-knowledge,,ai-image-generation-integration-guide__ai-image-cartoon__ebdesign__7e9c027de7fb.md,docs/features/ai-image-cartoon,rename-in-virtual-workspace-only,high,Same filename and purpose has different content; preserve as an implementation variant until feature tests prove a merge.,virtual-working-copy-ready
MERGE-2AF0752236D9704C,EBDLIB-78C1B9CEFF7E86A1,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\backend-frontend-api-implementation-stats\AI_IMAGE_GENERATION_INTEGRATION_GUIDE.md,ai-image-cartoon|documentation|project-knowledge,,ai-image-generation-integration-guide__ai-image-cartoon__ebdesign.worktrees__fefdefda07a8.md,docs/features/ai-image-cartoon,rename-in-virtual-workspace-only,high,Same filename and purpose has different content; preserve as an implementation variant until feature tests prove a merge.,virtual-working-copy-ready
MERGE-D0E583B48B9BDF59,EBDLIB-00F61DBB61A8BDA2,C:\Users\DIYA GOEL\Downloads\EBDESIGN\AUTO_FIX_LOOP.js,automation_or_source-auto-fix-loop|automation_or_source|supporting-artifact,child_process|fs|path,auto-fix-loop__automation-or-source-auto-fix-loop__ebdesign__29bb8b59be53.js,shared/features/automation-or-source-auto-fix-loop,rename-in-virtual-workspace-only,high,Same filename and purpose has different content; preserve as an implementation variant until feature tests prove a merge.,virtual-working-copy-ready
MERGE-D0E583B48B9BDF59,EBDLIB-54FE28907B10FEE0,C:\Users\DIYA GOEL\Documents\GitHub\AFRERA-EBDESIGN-project\AUTO_FIX_LOOP.js,automation_or_source-auto-fix-loop|automation_or_source|supporting-artifact,child_process|fs|path,auto-fix-loop__automation-or-source-auto-fix-loop__documents-github__c94e64bdbfe7.js,shared/features/automation-or-source-auto-fix-loop,rename-in-virtual-workspace-only,high,Same filename and purpose has different content; preserve as an implementation variant until feature tests prove a merge.,virtual-working-copy-ready
MERGE-B0989614C6BDF5B1,EBDLIB-55FB29213D3B0587,C:\Users\DIYA GOEL\Downloads\EBDESIGN\AUTO_IMAGE_GENERATION_SETUP.md,ai-image-cartoon|documentation|project-knowledge,,auto-image-generation-setup__ai-image-cartoon__ebdesign__b012cf9e8532.md,docs/features/ai-image-cartoon,rename-in-virtual-workspace-only,high,Same filename and purpose has different content; preserve as an implementation variant until feature tests prove a merge.,virtual-working-copy-ready
MERGE-B0989614C6BDF5B1,EBDLIB-6D901D2891D652A9,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\backend-frontend-api-implementation-stats\AUTO_IMAGE_GENERATION_SETUP.md,ai-image-cartoon|documentation|project-knowledge,,auto-image-generation-setup__ai-image-cartoon__ebdesign.worktrees__f598cda5a38d.md,docs/features/ai-image-cartoon,rename-in-virtual-workspace-only,high,Same filename and purpose has different content; preserve as an implementation variant until feature tests prove a merge.,virtual-working-copy-ready
MERGE-262DCF0AFB280A82,EBDLIB-D640AB236CA39E77,C:\Users\DIYA GOEL\Downloads\EBDESIGN\AUTO_IMAGE_GENERATION_SUMMARY.md,ai-image-cartoon|documentation|project-knowledge,,auto-image-generation-summary__ai-image-cartoon__ebdesign__5f5baf759903.md,docs/features/ai-image-cartoon,rename-in-virtual-workspace-only,high,Same filename and purpose has different content; preserve as an implementation variant until feature tests prove a merge.,virtual-working-copy-ready
MERGE-262DCF0AFB280A82,EBDLIB-774BD857FAD7ADC0,C:\Users\DIYA GOEL\Downloads\EBDESIGN.worktrees\backend-frontend-api-implementation-stats\AUTO_IMAGE_GENERATION_SUMMARY.md,ai-image-cartoon|documentation|project-knowledge,,auto-image-generation-summary__ai-image-cartoon__ebdesign.worktrees__d059b04a9d80.md,docs/features/ai-image-cartoon,rename-in-virtual-workspace-only,high,Same filename and purpose has different content; preserve as an implementation variant until feature tests prove a merge.,virtual-working-copy-ready
MERGE-48AD79E766BD8F4D,EBDLIB-BAEE6240454E08E7,C:\Users\DIYA GOEL\Downloads\EBDESIGN\BATCH_IMPLEMENTATION_EXECUTOR.js,automation_or_source-batch-implementation-executor|automation_or_source|supporting-artifact,fs|path|./COMPLETE_MODULE_SPECS.js,batch-implementation-executor__automation-or-source-batch-implementation-executor__ebdesign__c776e40b2e3b.js,shared/features/automation-or-source-batch-implementation-executor,rename-in-virtual-workspace-only,high,Same filename and purpose has different content; preserve as an implementation variant until feature tests prove a merge.,virtual-working-copy-ready
MERGE-48AD79E766BD8F4D,EBDLIB-74ECB959524BF76C,C:\Users\DIYA GOEL\Documents\GitHub\AFRERA-EBDESIGN-project\BATCH_IMPLEMENTATION_EXECUTOR.js,automation_or_source-batch-implementation-executor|automation_or_source|supporting-artifact,fs|path|./COMPLETE_MODULE_SPECS.js,batch-implementation-executor__automation-or-source-batch-implementation-executor__documents-github__5da295e0ad0d.js,shared/features/automation-or-source-batch-implementation-executor,rename-in-virtual-workspace-only,high,Same filename and purpose has different content; preserve as an implementation variant until feature tests prove a merge.,virtual-working-copy-ready
