"UnmountedFile","UnmountedFamily","EndpointCount","MatchCount","MountedMatches","SignatureHash"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\exportRoutes.js","TOP_LEVEL_ROUTE","2","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\trackDartRoutes.js","06124cece1439ae759900587edb4b9cecf779e2196e4f5f4a57897716eb7408e"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\healthCheckRoutes.js","TOP_LEVEL_ROUTE","2","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\trackDartRoutes.js","06124cece1439ae759900587edb4b9cecf779e2196e4f5f4a57897716eb7408e"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\integrationRoutes.js","TOP_LEVEL_ROUTE","2","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\trackDartRoutes.js","06124cece1439ae759900587edb4b9cecf779e2196e4f5f4a57897716eb7408e"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\migrationRoutes.js","TOP_LEVEL_ROUTE","2","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\trackDartRoutes.js","06124cece1439ae759900587edb4b9cecf779e2196e4f5f4a57897716eb7408e"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\notificationRoutes.js","TOP_LEVEL_ROUTE","2","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\trackDartRoutes.js","06124cece1439ae759900587edb4b9cecf779e2196e4f5f4a57897716eb7408e"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\performanceRoutes.js","TOP_LEVEL_ROUTE","2","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\trackDartRoutes.js","06124cece1439ae759900587edb4b9cecf779e2196e4f5f4a57897716eb7408e"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\permissionRoutes.js","TOP_LEVEL_ROUTE","2","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\trackDartRoutes.js","06124cece1439ae759900587edb4b9cecf779e2196e4f5f4a57897716eb7408e"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platformFoundationRoutes.js","TOP_LEVEL_ROUTE","2","69","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\advancedAnalyticsRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\advancedSearchRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\aiAgentRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\aiDomainAdapterRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\aiImageGenerationEnhancedRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\aiModelsRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\analyticsReportRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\apiCompatibilityRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\apiWarningRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\blockchainVerificationRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\climateAdvisoryRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\climateMonitoringRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\coldStorageRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\communityManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\completeERPIntegrationRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\comprehensiveERPRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\cropValueResearchRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\dairyRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\dashboardRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\dietTherapyRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\digitalTwinRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ecommerceImageIntegrationRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\energyRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\enterpriseIntegrationRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\escrowRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerFamilyRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmerImagePortalRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\fertilizerRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\fisheriesManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\foodRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\healthRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\horticultureManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\identityManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\informationSharingRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\inputSupplyManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\iotIntegrationRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\irrigationManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\knowledgeRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\landManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\livestockManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\logisticsEnhancementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\operationsManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\orderRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\organizationManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\paymentRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platformConfigurationRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\platformTelemetryRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\predictiveIntelligenceRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\preventiveMaintenanceRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\productImageAutoGenerationRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\productRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\publicDataRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\realtimeMonitoringRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\researchAndDevelopmentRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sellerRankingRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\soilManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\supplyChainDecisionRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\systemAdministrationRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\tenantManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\userRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\vendorRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\waterManagementRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\aiCoordinationRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\aiProviderRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\insuranceAIRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\logisticsAIRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\orderAIRoutes.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\claude\productAIRoutes.js","071dc48377e89326f050eaee5f26506188f379cd5f375f03eb991f0bd41482d1"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\publicDomainDataExtractionRoutes_merged.js","TOP_LEVEL_ROUTE","1","43","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ar.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\auditTrail.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\automation.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\biometric.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\blockchainTrace.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\bulkOrders.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\certificationManagement.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\climateAdvisory.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\coldChainMonitoring.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\complianceTracking.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\dataVisualization.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ENDPOINT_MISMATCH_FIXER.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmAnalytics.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\financialAnalytics.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\freightPooling.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\greenhouse.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\horticulture.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\index.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\iotSensors.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\livestock.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\loanManagement.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\marketAnalytics.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\mlOptimization.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nlp.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\operationsRouteSupport.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase10.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase11.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase12.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase8.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase9.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\predictiveAnalytics.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\productCertifications.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\qualityAssurance.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\riskAssessment.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sellerVerifications.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\soilHealth.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\supplyChainAnalytics.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\supplyChainTracking.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\unifiedAIGateway.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\videoAnalytics.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\vr.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\warehouseManagement.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\yieldManagement.js","74fac65f350e55c6eab7fce463c1dac2c69e32dbf56cdc0635ef7a8cd2da51b8"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\reportingRoutes.js","TOP_LEVEL_ROUTE","2","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\trackDartRoutes.js","06124cece1439ae759900587edb4b9cecf779e2196e4f5f4a57897716eb7408e"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\resourceRouteFactory.js","TOP_LEVEL_ROUTE","1","43","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ar.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\auditTrail.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\automation.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\biometric.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\blockchainTrace.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\bulkOrders.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\certificationManagement.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\climateAdvisory.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\coldChainMonitoring.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\complianceTracking.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\dataVisualization.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\ENDPOINT_MISMATCH_FIXER.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\farmAnalytics.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\financialAnalytics.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\freightPooling.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\greenhouse.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\horticulture.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\index.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\iotSensors.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\livestock.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\loanManagement.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\marketAnalytics.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\mlOptimization.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\nlp.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\operationsRouteSupport.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase10.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase11.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase12.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase8.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\phase9.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\predictiveAnalytics.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\productCertifications.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\qualityAssurance.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\riskAssessment.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\sellerVerifications.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\soilHealth.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\supplyChainAnalytics.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\supplyChainTracking.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\unifiedAIGateway.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\videoAnalytics.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\vr.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\warehouseManagement.js | C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\yieldManagement.js","74fac65f350e55c6eab7fce463c1dac2c69e32dbf56cdc0635ef7a8cd2da51b8"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\roleRoutes.js","TOP_LEVEL_ROUTE","2","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\trackDartRoutes.js","06124cece1439ae759900587edb4b9cecf779e2196e4f5f4a57897716eb7408e"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\searchRoutes.js","TOP_LEVEL_ROUTE","2","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\trackDartRoutes.js","06124cece1439ae759900587edb4b9cecf779e2196e4f5f4a57897716eb7408e"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\securityRoutes.js","TOP_LEVEL_ROUTE","2","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\trackDartRoutes.js","06124cece1439ae759900587edb4b9cecf779e2196e4f5f4a57897716eb7408e"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\settingsRoutes.js","TOP_LEVEL_ROUTE","2","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\trackDartRoutes.js","06124cece1439ae759900587edb4b9cecf779e2196e4f5f4a57897716eb7408e"
"C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\systemConfigRoutes.js","TOP_LEVEL_ROUTE","2","1","C:\Users\DIYA GOEL\Downloads\EBDESIGN\backend\src\routes\trackDartRoutes.js","06124cece1439ae759900587edb4b9cecf779e2196e4f5f4a57897716eb7408e"
